
"日/時","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","總和"
"01","0.00","0.00","0.00","0.00","0.00","0.02","0.26","1.84","2.92","2.37","2.63","3.62","1.72","1.47","1.32","0.72","0.64","0.00","0.00","0.00","0.00","0.00","0.00","0.00","19.53"
"02","0.00","0.00","0.00","0.00","0.00","0.07","0.70","1.87","2.66","3.44","4.20","4.67","4.87","3.10","2.29","1.56","0.94","0.62","0.19","0.02","0.00","0.00","0.00","0.00","31.20"
"03","0.00","0.00","0.00","0.00","0.00","0.05","0.67","1.24","2.44","3.80","4.18","3.40","4.32","3.82","2.54","1.95","0.58","0.60","0.15","0.00","0.00","0.00","0.00","0.00","29.74"
"04","0.00","0.00","0.00","0.00","0.00","0.09","0.60","1.35","2.30","2.58","3.16","2.48","2.90","0.83","1.92","1.32","0.60","0.42","0.00","0.00","0.00","0.00","0.00","0.00","20.55"
"05","0.00","0.00","0.00","0.00","0.00","0.00","0.57","0.77","1.18","1.32","2.13","2.04","1.81","1.57","2.24","0.73","0.60","0.22","0.00","0.00","0.00","0.00","0.00","0.00","15.18"
"06","0.00","0.00","0.00","0.00","0.00","0.01","0.31","1.86","2.84","3.44","3.64","3.12","2.67","2.71","3.06","1.64","0.90","0.42","0.00","0.00","0.00","0.00","0.00","0.00","26.62"
"07","0.00","0.00","0.00","0.00","0.00","0.00","0.54","1.30","1.85","2.22","1.56","1.09","1.02","1.42","0.85","0.65","0.10","0.60","0.15","0.33","0.00","0.00","0.00","0.00","13.68"
"08","0.00","0.00","0.00","0.00","0.01","0.47","0.71","2.07","2.36","3.14","3.48","1.76","2.27","0.98","1.29","0.65","0.56","0.60","0.55","0.58","0.00","0.00","0.00","0.00","21.48"
"09","0.00","0.00","0.00","0.00","0.01","0.60","0.65","1.95","2.24","3.49","3.53","1.64","1.17","0.83","0.93","0.60","0.60","0.08","0.00","0.00","0.00","0.00","0.00","0.00","18.32"
"10","0.00","0.00","0.00","0.00","0.00","0.05","0.76","1.95","2.78","3.52","4.35","2.55","0.74","0.99","1.08","1.58","1.22","0.15","0.00","0.00","0.00","0.00","0.00","0.00","21.72"
