
"日/時","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","總和"
"01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.27","0.88","1.62","1.75","1.00","0.69","1.70","0.91","0.58","0.00","0.00","0.00","0.00","0.00","0.00","9.40"
"02","0.00","0.00","0.00","0.00","0.00","0.00","0.09","1.62","2.75","3.75","4.43","4.80","4.59","4.52","3.76","2.84","1.73","0.63","0.00","0.00","0.00","0.00","0.00","0.00","35.51"
"03","0.00","0.00","0.00","0.00","0.00","0.00","0.12","1.58","2.70","3.60","4.25","4.80","4.80","4.32","3.72","2.74","1.71","0.54","0.00","0.00","0.00","0.00","0.00","0.00","34.88"
"04","0.00","0.00","0.00","0.00","0.00","0.00","0.14","1.60","2.72","3.69","4.34","4.80","4.80","4.42","3.78","2.79","1.74","0.56","0.00","0.00","0.00","0.00","0.00","0.00","35.38"
"05","0.00","0.00","0.00","0.00","0.00","0.00","0.10","1.59","2.71","3.57","4.06","4.44","4.69","3.42","3.52","2.75","1.54","0.35","0.00","0.00","0.00","0.00","0.00","0.00","32.74"
"06","0.00","0.00","0.00","0.00","0.00","0.00","0.02","0.89","2.54","3.27","4.10","2.79","2.85","1.35","1.05","1.74","1.35","0.21","0.00","0.00","0.00","0.00","0.00","0.00","22.16"
"07","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.20","1.37","2.04","1.74","2.05","1.07","0.43","0.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9.26"
"08","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.03","0.41","0.50","0.62","0.61","0.73","0.94","0.66","0.55","0.01","0.00","0.00","0.00","0.00","0.00","0.00","5.06"
"09","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.11","0.28","0.65","1.11","1.13","1.71","0.45","0.28","0.68","0.22","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.62"
"10","0.00","0.00","0.00","0.00","0.00","0.00","0.04","0.24","0.52","0.82","1.02","0.93","1.10","0.99","1.15","1.53","0.57","0.13","0.00","0.00","0.00","0.00","0.00","0.00","9.04"
"11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.21","0.81","1.96","3.03","3.21","2.89","1.70","2.03","1.75","1.51","0.58","0.00","0.00","0.00","0.00","0.00","0.00","19.68"
"12","0.00","0.00","0.00","0.00","0.00","0.00","0.07","0.61","1.94","3.11","2.99","3.03","2.51","2.28","1.59","1.25","0.60","0.22","0.00","0.00","0.00","0.00","0.00","0.00","20.20"
"13","0.00","0.00","0.00","0.00","0.00","0.00","0.02","1.30","2.71","3.59","4.12","4.60","3.45","2.96","2.12","2.07","1.59","0.45","0.00","0.00","0.00","0.00","0.00","0.00","28.98"
"14","0.00","0.00","0.00","0.00","0.00","0.00","0.14","1.55","2.38","3.54","4.19","4.64","4.56","4.02","3.31","2.65","1.76","0.69","0.00","0.00","0.00","0.00","0.00","0.00","33.43"
"15","0.00","0.00","0.00","0.00","0.00","0.00","0.03","0.72","2.51","2.48","3.01","3.88","3.57","3.31","2.40","1.08","0.60","0.04","0.00","0.00","0.00","0.00","0.00","0.00","23.63"
"16","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.37","0.72","1.70","2.06","2.83","1.67","0.47","0.95","0.87","0.50","0.37","0.00","0.00","0.00","0.00","0.00","0.00","12.51"
"17","0.00","0.00","0.00","0.00","0.00","0.00","0.26","1.84","2.93","3.86","4.47","4.80","4.80","4.26","3.18","2.76","1.54","0.34","0.00","0.00","0.00","0.00","0.00","0.00","35.04"
