DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),height,angle,Power(mW),year,month,day,hour,minute,is_upper,SunlightPred
2024-02-21 06:00:00,9.0,0.15,1014.44,45.39,18.76,117758.2,3.0,151.0,1577.82,2024,2,52,9,40,1,117583.0390625
2024-02-21 06:10:00,9.0,0.2,1014.31,44.84,18.22,117758.2,3.0,151.0,1612.55,2024,2,52,9,50,1,117668.0703125
2024-02-21 06:20:00,9.0,0.14,1014.12,45.15,18.13,117758.2,3.0,151.0,1626.31,2024,2,52,10,0,1,117609.5
2024-02-21 06:30:00,9.0,0.54,1013.94,44.61,17.89,117758.2,3.0,151.0,1660.55,2024,2,52,10,10,1,117485.3046875
2024-02-21 06:40:00,9.0,0.45,1013.77,44.67,18.03,117758.2,3.0,151.0,1672.73,2024,2,52,10,20,1,117564.3828125
2024-02-21 06:50:00,9.0,0.15,1013.65,45.52,17.55,117758.2,3.0,151.0,1652.85,2024,2,52,10,30,1,118291.015625
2024-02-21 07:00:00,9.0,0.09,1013.44,47.22,16.56,117758.2,3.0,151.0,1630.73,2024,2,52,10,40,1,117722.015625
2024-02-21 07:10:00,9.0,0.06,1013.21,47.98,15.53,117758.2,3.0,151.0,1626.22,2024,2,52,10,50,1,116704.609375
2024-02-21 07:20:00,9.0,0.14,1012.97,47.38,16.37,117758.2,3.0,151.0,1652.49,2024,2,52,11,0,1,117918.265625
2024-02-21 07:30:00,9.0,0.19,1012.76,47.06,16.99,117758.2,3.0,151.0,1661.05,2024,2,52,11,10,1,117473.9765625
2024-02-21 07:40:00,9.0,0.6,1012.45,46.89,17.58,117758.2,3.0,151.0,1677.3,2024,2,52,11,20,1,117842.2265625
2024-02-21 07:50:00,9.0,1.6,1012.19,43.43,21.66,117758.2,3.0,151.0,1741.18,2024,2,52,11,30,1,117348.421875
2024-02-21 08:00:00,9.0,1.86,1011.95,41.54,25.6,117758.2,3.0,151.0,1754.04,2024,2,52,11,40,1,117727.1875
2024-02-21 08:10:00,9.0,1.81,1011.78,40.82,27.18,117758.2,3.0,151.0,1746.08,2024,2,52,11,50,1,117221.8203125
2024-02-21 08:20:00,9.0,1.88,1011.59,40.22,28.07,117758.2,3.0,151.0,1735.25,2024,2,52,12,0,1,117700.3046875
