DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),height,angle,Power(mW),year,month,day,hour,minute,SunlightPred
2024-03-01 17:10:00,10.0,0.0,1006.22,49.16,24.54,117758.2,1.0,223.0,1671.51,2024,5,151,11,20,110229.49429999995
2024-03-01 17:20:00,10.0,0.0,1006.17,48.44,25.16,117758.2,1.0,223.0,1741.51,2024,5,151,11,40,105951.91929999989
2024-03-01 17:30:00,10.0,0.0,1005.87,47.17,27.69,117758.2,1.0,223.0,1771.63,2024,5,151,12,10,111544.9882999999
2024-03-01 17:40:00,10.0,0.0,1003.87,42.48,38.22,117758.2,1.0,223.0,517.66,2024,6,161,11,20,56921.653800000015
2024-03-01 17:50:00,10.0,0.0,1003.73,45.88,31.93,117758.2,1.0,223.0,539.74,2024,6,161,11,30,57340.257399999995
2024-03-01 18:00:00,10.0,0.0,1003.65,47.45,29.3,117758.2,1.0,223.0,606.65,2024,6,161,11,40,57608.24200000001
2024-03-02 06:00:00,10.0,0.0,1000.01,46.47,28.85,117758.2,1.0,223.0,1275.33,2024,6,164,11,40,92455.41769999999
2024-03-02 06:10:00,10.0,0.0,999.86,48.43,26.06,117758.2,1.0,223.0,1301.08,2024,6,164,11,50,93480.87249999994
2024-03-02 06:20:00,10.0,0.0,999.84,48.86,23.68,117758.2,1.0,223.0,1341.32,2024,6,164,12,0,86031.0881
2024-03-02 06:30:00,10.0,0.0,999.81,49.44,22.73,117758.2,1.0,223.0,1342.31,2024,6,164,12,10,84490.05159999998
2024-03-02 06:40:00,10.0,0.0,1000.81,47.19,26.67,117758.2,1.0,223.0,1623.58,2024,6,166,11,50,100227.61930000003
2024-03-02 06:50:00,10.0,0.0,1000.71,47.19,25.6,117758.2,1.0,223.0,1712.01,2024,6,166,12,0,105362.91779999994
2024-03-02 07:00:00,10.0,0.0,1000.67,48.23,24.22,117758.2,1.0,223.0,1691.52,2024,6,166,12,10,108560.72429999997
2024-03-02 07:10:00,10.0,0.0,1003.12,41.1,41.77,117758.2,1.0,223.0,1543.1,2024,6,172,11,50,102845.63539999996
2024-03-02 07:20:00,10.0,0.0,1003.78,42.25,38.54,117758.2,1.0,223.0,1663.62,2024,6,173,11,40,107161.27849999994
2024-03-02 07:30:00,10.0,0.0,1003.64,42.22,38.58,117758.2,1.0,223.0,1700.7,2024,6,173,11,50,103316.86049999988
2024-03-02 07:40:00,10.0,0.0,1003.46,41.93,38.94,117758.2,1.0,223.0,1749.19,2024,6,173,12,0,108033.90349999997
2024-03-02 07:50:00,10.0,0.0,1003.35,42.25,38.86,117758.2,1.0,223.0,1751.47,2024,6,173,12,10,108783.80749999997
2024-03-02 08:00:00,10.0,0.0,1004.07,43.74,34.79,117758.2,1.0,223.0,1552.76,2024,6,174,11,40,108622.96269999999
2024-03-02 08:10:00,10.0,0.0,1003.92,43.07,36.58,117758.2,1.0,223.0,1595.19,2024,6,174,12,0,104516.69920000002
2024-03-02 08:20:00,10.0,0.0,1005.02,40.98,43.5,117758.2,1.0,223.0,452.65,2024,6,180,11,40,65511.54780000005
2024-03-02 08:30:00,10.0,0.0,1004.92,41.02,43.72,117758.2,1.0,223.0,472.75,2024,6,180,11,50,83127.85690000006
2024-03-02 08:40:00,10.0,0.0,1004.74,40.45,44.95,117758.2,1.0,223.0,494.12,2024,6,180,12,0,58299.051
2024-03-02 08:50:00,10.0,0.0,1002.43,49.47,24.24,117758.2,1.0,223.0,1526.14,2024,7,182,12,0,97138.47590000003
2024-03-02 09:00:00,10.0,0.0,1005.96,42.25,38.33,117758.2,1.0,223.0,566.24,2024,7,183,11,40,73272.66439999998
2024-03-02 09:10:00,10.0,0.0,1005.89,40.13,43.61,117758.2,1.0,223.0,476.52,2024,7,183,12,0,85297.56880000007
2024-03-02 09:20:00,10.0,0.0,1005.74,40.84,42.08,117758.2,1.0,223.0,483.21,2024,7,183,12,10,77598.13150000002
2024-03-02 09:30:00,10.0,3.26,1010.48,45.46,29.37,117758.2,1.0,223.0,457.65,2024,7,184,11,30,89315.71899999998
2024-03-02 09:40:00,10.0,2.83,1010.4,44.47,31.26,117758.2,1.0,223.0,469.75,2024,7,184,11,40,84910.97959999998
2024-03-02 09:50:00,10.0,3.62,1010.32,42.93,34.74,117758.2,1.0,223.0,480.54,2024,7,184,11,50,95440.20179999994
2024-03-02 10:00:00,10.0,3.37,1010.2,43.14,34.51,117758.2,1.0,223.0,495.92,2024,7,184,12,0,88063.20249999998
2024-03-02 10:10:00,10.0,3.32,1010.1,43.7,33.26,117758.2,1.0,223.0,501.6,2024,7,184,12,10,99165.24089999989
2024-03-02 10:20:00,10.0,2.21,1008.9,47.16,25.61,117758.2,1.0,223.0,465.66,2024,7,185,11,30,101464.11379999998
2024-03-02 10:30:00,10.0,1.97,1008.78,47.47,25.58,117758.2,1.0,223.0,477.49,2024,7,185,11,40,100572.2077
2024-03-02 10:40:00,10.0,2.52,1008.68,46.88,26.14,117758.2,1.0,223.0,487.84,2024,7,185,11,50,96360.17909999998
2024-03-02 10:50:00,10.0,2.56,1008.58,45.88,26.49,117758.2,1.0,223.0,503.38,2024,7,185,12,0,84229.74629999996
2024-03-02 11:00:00,10.0,2.46,1008.47,46.26,26.06,117758.2,1.0,223.0,514.05,2024,7,185,12,10,93912.01429999997
2024-03-02 11:10:00,10.0,3.5,1006.68,43.1,35.86,117758.2,1.0,223.0,1700.15,2024,7,186,11,50,95688.55829999996
2024-03-02 11:20:00,10.0,3.66,1006.57,42.43,37.07,117758.2,1.0,223.0,1724.09,2024,7,186,12,0,106436.6357
2024-03-02 11:30:00,10.0,3.05,1006.48,45.18,29.66,117758.2,1.0,223.0,468.54,2024,7,187,11,40,89081.83599999995
2024-03-02 11:40:00,10.0,3.3,1006.3,43.92,31.55,117758.2,1.0,223.0,482.39,2024,7,187,11,50,92043.59109999998
2024-03-02 11:50:00,10.0,3.73,1006.19,44.75,30.76,117758.2,1.0,223.0,494.42,2024,7,187,12,0,98816.29409999994
2024-03-02 12:00:00,10.0,3.03,1006.12,45.67,29.55,117758.2,1.0,223.0,504.95,2024,7,187,12,10,97678.64049999996
2024-03-02 12:10:00,10.0,2.86,1007.48,44.47,30.4,117758.2,1.0,223.0,1617.99,2024,7,188,11,30,108853.62600000008
2024-03-02 12:20:00,10.0,3.25,1007.33,44.65,29.94,117758.2,1.0,223.0,1637.69,2024,7,188,11,40,99817.3011
2024-03-02 12:30:00,10.0,3.58,1007.19,43.89,31.76,117758.2,1.0,223.0,1671.53,2024,7,188,11,50,98225.94649999999
2024-03-02 12:40:00,10.0,3.43,1007.06,43.99,31.53,117758.2,1.0,223.0,1673.83,2024,7,188,12,0,104124.9951
2024-03-02 12:50:00,10.0,2.62,1006.9,44.35,30.94,117758.2,1.0,223.0,1106.16,2024,7,188,12,10,78725.67039999999
2024-03-02 13:00:00,10.0,3.14,1005.94,44.77,30.4,117758.2,1.0,223.0,1637.24,2024,7,189,11,30,109329.36810000012
2024-03-02 13:10:00,10.0,3.0,1005.77,44.43,30.46,117758.2,1.0,223.0,1667.74,2024,7,189,11,40,100465.6243
2024-03-02 13:20:00,10.0,3.35,1005.71,44.23,29.45,117758.2,1.0,223.0,1683.52,2024,7,189,11,50,95691.93059999996
2024-03-02 13:30:00,10.0,2.94,1005.52,44.95,28.49,117758.2,1.0,223.0,1701.59,2024,7,189,12,0,104430.93569999999
2024-03-02 13:40:00,10.0,4.34,1005.44,43.86,29.1,117758.2,1.0,223.0,1729.8,2024,7,189,12,10,110938.29110000002
2024-03-02 13:50:00,10.0,3.77,1005.75,43.04,34.1,117758.2,1.0,223.0,1648.17,2024,7,191,11,40,98128.21360000008
2024-03-02 14:00:00,10.0,4.77,1005.53,42.31,36.21,117758.2,1.0,223.0,1675.79,2024,7,191,11,50,95985.20660000003
2024-03-02 14:10:00,10.0,3.91,1005.36,42.1,37.04,117758.2,1.0,223.0,1701.95,2024,7,191,12,0,105729.27490000002
2024-03-02 14:20:00,10.0,3.42,1005.23,43.15,34.53,117758.2,1.0,223.0,1710.38,2024,7,191,12,10,105305.03549999995
2024-03-02 14:30:00,10.0,1.33,1000.89,48.99,24.27,117758.2,1.0,223.0,1496.66,2024,7,193,12,0,99136.75030000001
2024-03-02 14:40:00,10.0,3.68,1002.65,43.08,34.55,117758.2,1.0,223.0,1634.29,2024,7,194,11,40,96056.38230000004
2024-03-02 14:50:00,10.0,3.81,1002.65,43.59,34.3,117758.2,1.0,223.0,1639.52,2024,7,194,11,50,94815.96720000003
2024-03-02 15:00:00,10.0,3.24,1002.55,43.88,34.02,117758.2,1.0,223.0,1667.3,2024,7,194,12,10,105988.0191
2024-03-02 15:10:00,10.0,3.52,1007.3,44.35,27.46,117758.2,1.0,223.0,1619.12,2024,7,196,11,50,98132.63879999999
2024-03-02 15:20:00,10.0,3.1,1007.2,44.61,27.05,117758.2,1.0,223.0,1618.4,2024,7,196,12,0,102144.48699999998
2024-03-02 15:30:00,10.0,4.02,1007.22,44.29,28.28,117758.2,1.0,223.0,1606.16,2024,7,196,12,10,106643.45179999997
2024-03-02 15:40:00,10.0,3.42,1007.5,45.25,26.88,117758.2,1.0,223.0,1618.71,2024,7,197,11,30,110584.00290000006
2024-03-02 15:50:00,10.0,3.44,1007.29,44.55,28.01,117758.2,1.0,223.0,1658.86,2024,7,197,11,40,95534.08239999998
2024-03-02 16:00:00,10.0,3.02,1007.15,44.83,27.54,117758.2,1.0,223.0,1684.25,2024,7,197,11,50,89779.5446
2024-03-02 16:10:00,10.0,4.21,1007.13,43.34,30.24,117758.2,1.0,223.0,1714.83,2024,7,197,12,0,104160.5787
2024-03-02 16:20:00,10.0,3.62,1006.98,43.05,31.12,117758.2,1.0,223.0,1726.41,2024,7,197,12,10,106908.5458
2024-03-02 16:30:00,10.0,2.91,1007.04,47.01,25.4,117758.2,1.0,223.0,1653.82,2024,7,198,11,40,98023.97420000004
2024-03-02 16:40:00,10.0,3.0,1007.02,46.13,26.55,117758.2,1.0,223.0,1683.76,2024,7,198,11,50,91576.13780000003
2024-03-02 16:50:00,10.0,3.07,1007.01,45.71,26.66,117758.2,1.0,223.0,1703.02,2024,7,198,12,0,100750.91999999998
2024-03-02 17:00:00,10.0,3.35,1006.9,44.74,27.77,117758.2,1.0,223.0,1729.26,2024,7,198,12,10,103834.56289999998
2024-03-02 17:10:00,10.0,3.21,1005.58,45.38,25.96,117758.2,1.0,223.0,1651.76,2024,7,200,11,30,110200.55050000004
2024-03-02 17:20:00,10.0,3.89,1005.39,45.01,26.68,117758.2,1.0,223.0,1686.92,2024,7,200,11,40,89078.91990000001
2024-03-02 17:30:00,10.0,3.35,1005.32,45.9,25.14,117758.2,1.0,223.0,1700.24,2024,7,200,11,50,87140.10939999997
2024-03-02 17:40:00,10.0,3.93,1005.23,45.44,25.29,117758.2,1.0,223.0,1716.51,2024,7,200,12,0,103314.83170000004
2024-03-02 17:50:00,10.0,3.33,1005.11,45.98,24.81,117758.2,1.0,223.0,1713.35,2024,7,200,12,10,103784.39709999997
2024-03-02 18:00:00,10.0,1.48,1005.66,49.23,22.28,117758.2,1.0,223.0,1604.32,2024,7,202,11,40,101258.11919999999
2024-03-03 06:00:00,10.0,1.5,1005.62,49.86,21.6,117758.2,1.0,223.0,1590.4,2024,7,202,11,50,100064.32379999998
2024-03-03 06:10:00,10.0,3.18,1005.72,46.85,25.36,117758.2,1.0,223.0,1531.77,2024,7,202,12,0,96092.19169999998
2024-03-03 06:20:00,10.0,0.72,1004.66,55.72,13.85,117758.2,1.0,223.0,1587.35,2024,9,260,10,40,100781.97359999997
2024-03-03 06:30:00,10.0,0.58,1004.5,55.48,14.18,117758.2,1.0,223.0,1624.63,2024,9,260,10,50,98311.24039999997
2024-03-03 06:40:00,10.0,0.57,1004.31,56.05,13.86,117758.2,1.0,223.0,1657.19,2024,9,260,11,0,96891.17849999998
2024-03-03 06:50:00,10.0,0.7,1004.25,55.83,13.71,117758.2,1.0,223.0,1683.08,2024,9,260,11,10,98375.23919999998
2024-03-03 07:00:00,10.0,0.58,1004.23,55.49,13.69,117758.2,1.0,223.0,1695.4,2024,9,260,11,20,101063.2559
