DateTime,Date,Month,Day,Hour,WindSpeed,Pressure,Temperature,Humidity,Sunlight,sum_ele,sum_pos,high,ele,Power
2024-02-14 15:20:00,44.0,2,14,15,1.01375,1012.4137499999999,29.25875,40.6425,68440.5075,0.003505394200386025,-0.012312255305847645,51.89,-0.2923717047227364,1111.2549999999999
2024-02-14 15:30:00,44.0,2,14,15,0.925,1012.466,30.327999999999996,38.023,65867.86600000001,0.0035038348677116273,-0.010909367243744278,51.89,-0.2923717047227364,992.7030000000001
2024-02-14 15:40:00,44.0,2,14,15,1.402,1012.3799999999999,27.986,44.33,59398.754,0.0035022755350287093,-0.009506457708076288,51.89,-0.2923717047227364,839.53
2024-02-14 15:50:00,44.0,2,14,15,1.359,1012.469,27.582,45.529,42267.114,0.003500716202337276,-0.008103529460274622,51.89,-0.2923717047227364,501.613
2024-02-14 16:00:00,44.0,2,14,16,1.011,1012.528,27.036,47.428999999999995,40163.262,0.0034991568696373294,-0.006700585261806621,51.89,-0.2923717047227364,425.971
2024-02-14 16:10:00,44.0,2,14,16,0.8119999999999999,1012.585,27.699,45.376,38952.789000000004,0.0034975975369288754,-0.005297627874173684,51.89,-0.2923717047227364,395.39099999999996
2024-02-14 16:20:00,44.0,2,14,16,0.9410000000000001,1012.628,26.872000000000003,47.699,31097.916999999998,0.0034960382042119164,-0.003894660058900506,51.89,-0.2923717047227364,262.512
2024-02-14 16:30:00,44.0,2,14,16,0.853,1012.711,26.629,48.676,24160.916,0.003494478871486456,-0.002491684577532753,51.89,-0.2923717047227364,169.101
2024-02-14 16:40:00,44.0,2,14,16,0.567,1012.726,24.883000000000003,54.339999999999996,8633.583999999999,0.0034929195387524994,-0.0010887041916320692,51.89,-0.2923717047227364,13.138
2024-02-14 16:50:00,44.0,2,14,16,,,,,,0.0034913602060100504,0.0003142783372302489,51.89,-0.2923717047227364,
2024-02-15 06:30:00,45.0,2,15,6,1.185,1013.7,15.669999999999998,83.50699999999999,1164.751,0.0033634948925880684,0.11510317439375393,51.89,-0.2923717047227364,0.362
2024-02-15 06:40:00,45.0,2,15,6,1.175,1013.781,16.022,82.7,2358.916,0.0033619355591539,0.1164967185373687,51.89,-0.2923717047227364,1.346
2024-02-15 06:50:00,45.0,2,15,6,1.49,1013.9122222222223,17.576666666666668,76.51333333333334,3735.647777777778,0.003360376225711557,0.1178900333734714,51.89,-0.2923717047227364,10.432222222222222
2024-02-15 07:00:00,45.0,2,15,7,2.091,1013.96,19.324,69.142,5353.3330000000005,0.0033588168922610434,0.11928311615951556,51.89,-0.2923717047227364,23.740000000000002
2024-02-15 07:10:00,45.0,2,15,7,1.8359999999999999,1014.0649999999999,20.578,65.15,12150.999,0.0033572575588023627,0.12067596415341282,51.89,-0.2923717047227364,44.701
2024-02-15 07:20:00,45.0,2,15,7,1.7239999999999998,1014.216,22.462,57.991,17001.666999999998,0.0033556982253355174,0.12206857461353786,51.89,-0.2923717047227364,79.426
2024-02-15 07:30:00,45.0,2,15,7,2.413,1014.29,22.904,55.892999999999994,21634.915,0.0033541388918605143,0.1234609447987289,51.89,-0.2923717047227364,124.83699999999999
2024-02-15 07:40:00,45.0,2,15,7,1.593,1014.318,24.557,52.18300000000001,26630.5,0.003352579558377355,0.12485307196830114,51.89,-0.2923717047227364,185.433
2024-02-15 07:50:00,45.0,2,15,7,2.186,1014.359,24.968,50.4,31704.498,0.0033510202248860426,0.12624495338204675,51.89,-0.2923717047227364,258.681
2024-02-15 08:00:00,45.0,2,15,8,1.638,1014.458,26.731,45.233,36996.497,0.0033494608913865833,0.1276365863002421,51.89,-0.2923717047227364,346.178
2024-02-15 08:10:00,45.0,2,15,8,1.638,1014.5,27.137999999999998,44.067,42297.753000000004,0.0033479015578789795,0.12902796798365138,51.89,-0.2923717047227364,447.541
2024-02-15 08:20:00,45.0,2,15,8,2.44,1014.4959999999999,26.733999999999998,45.11,47306.688,0.0033463422243632346,0.13041909569353455,51.89,-0.2923717047227364,551.9219999999999
2024-02-15 08:30:00,45.0,2,15,8,1.7489999999999999,1014.417,28.054000000000002,41.864,52792.543000000005,0.003344782890839353,0.13180996669165243,51.89,-0.2923717047227364,667.749
2024-02-15 08:40:00,45.0,2,15,8,1.689,1014.494,29.644,37.787,57881.293000000005,0.0033432235573073385,0.1332005782402672,51.89,-0.2923717047227364,786.683
2024-02-15 08:50:00,45.0,2,15,8,2.2199999999999998,1014.54,29.623,36.339,62118.863,0.0033416642237671956,0.13459092760215563,51.89,-0.2923717047227364,897.811
2024-02-15 09:00:00,45.0,2,15,9,2.448,1014.55,28.195,39.077000000000005,68069.218,0.003340104890218926,0.13598101204060883,51.89,-0.2923717047227364,1051.843
2024-02-15 09:10:00,45.0,2,15,9,2.245,1014.491,29.598000000000003,36.177,73010.986,0.003338545556662535,0.1373708288194416,51.89,-0.2923717047227364,1191.3110000000001
2024-02-15 09:20:00,45.0,2,15,9,1.551,1014.467,31.985000000000003,31.144,77976.11,0.0033369862230980267,0.13876037520299156,51.89,-0.2923717047227364,1328.0140000000001
2024-02-15 09:30:00,45.0,2,15,9,1.194,1014.4469999999999,33.624,28.599,83496.289,0.0033354268895254046,0.14014964845613218,51.89,-0.2923717047227364,1463.989
2024-02-15 09:40:00,45.0,2,15,9,1.577,1014.418,34.605000000000004,26.871,86472.631,0.003333867555944671,0.14153864584427273,51.89,-0.2923717047227364,1515.007
2024-02-15 09:50:00,45.0,2,15,9,1.569,1014.3370000000001,33.7,26.994,91854.62999999999,0.003332308222355832,0.14292736463336547,51.89,-0.2923717047227364,1642.661
2024-02-15 10:00:00,45.0,2,15,10,1.4369999999999998,1014.2180000000001,33.248000000000005,27.583,94707.17199999999,0.00333074888875889,0.144315802089912,51.89,-0.2923717047227364,1679.761
2024-02-15 10:10:00,45.0,2,15,10,0.994,1014.095,34.175,25.347,95782.598,0.0033291895551538493,0.14570395548096712,51.89,-0.2923717047227364,1662.632
2024-02-15 10:20:00,45.0,2,15,10,2.012,1013.966,34.823,23.805,102441.274,0.0033276302215407127,0.14709182207414578,51.89,-0.2923717047227364,1803.141
2024-02-15 10:30:00,45.0,2,15,10,1.49,1013.756,36.033,22.884,107231.38100000001,0.003326070887919486,0.14847939913762517,51.89,-0.2923717047227364,1887.937
2024-02-15 10:40:00,45.0,2,15,10,0.9400000000000001,1013.5709999999999,34.102,25.732999999999997,115012.393,0.0033245115542901715,0.14986668394015376,51.89,-0.2923717047227364,1972.9419999999998
2024-02-15 10:50:00,45.0,2,15,10,0.7060000000000001,1013.3190000000001,35.757,23.8,114989.032,0.003322952220652772,0.15125367375105608,51.89,-0.2923717047227364,1917.916
2024-02-15 11:00:00,45.0,2,15,11,1.707,1013.1020000000001,35.479,25.193,117298.198,0.0033213928870072943,0.1526403658402357,51.89,-0.2923717047227364,1996.78
2024-02-15 11:10:00,45.0,2,15,11,1.332,1013.001,35.562,26.756,117673.20700000001,0.00331983355335374,0.1540267574781833,51.89,-0.2923717047227364,2018.0420000000001
2024-02-15 11:20:00,45.0,2,15,11,0.496,1012.952,37.013999999999996,25.29,117758.2,0.003318274219692113,0.15541284593598081,51.89,-0.2923717047227364,2005.35
2024-02-15 11:30:00,45.0,2,15,11,0.932,1012.7299999999999,36.465999999999994,26.719,117758.2,0.003316714886022418,0.15679862848530712,51.89,-0.2923717047227364,2011.4720000000002
2024-02-15 11:40:00,45.0,2,15,11,1.1320000000000001,1012.441,36.943,26.273000000000003,117758.2,0.0033151555523446576,0.15818410239844297,51.89,-0.2923717047227364,2072.225
2024-02-15 11:50:00,45.0,2,15,11,0.837,1012.29,30.29,39.172,63200.47900000001,0.0033135962186588365,0.1595692649482752,51.89,-0.2923717047227364,1027.1680000000001
2024-02-15 12:00:00,45.0,2,15,12,1.079,1012.0790000000001,27.368000000000002,48.275,51282.697,0.003312036884964958,0.1609541134083062,51.89,-0.2923717047227364,675.403
2024-02-15 12:10:00,45.0,2,15,12,1.062,1011.97,31.724,38.073,93181.082,0.0033104775512630266,0.1623386450526544,51.89,-0.2923717047227364,1624.258
2024-02-15 12:20:00,45.0,2,15,12,1.027,1011.805,33.157,37.089999999999996,111508.13,0.003308918217553046,0.1637228571560632,51.89,-0.2923717047227364,2024.4080000000001
2024-02-15 12:30:00,45.0,2,15,12,1.506,1011.6229999999999,33.042,37.721,117758.2,0.0033073588838350185,0.1651067469939044,51.89,-0.2923717047227364,2105.333
2024-02-15 12:40:00,45.0,2,15,12,1.706,1011.418,29.075,47.899,85180.473,0.003305799550108949,0.16649031184218563,51.89,-0.2923717047227364,1409.91
2024-02-15 12:50:00,45.0,2,15,12,1.568,1011.2549999999999,29.256,47.794,96286.801,0.003304240216374842,0.1678735489775501,51.89,-0.2923717047227364,1642.227
2024-02-15 13:00:00,45.0,2,15,13,1.428,1011.0790000000001,28.622000000000003,49.564,50844.35,0.003302680882632701,0.16925645567729017,51.89,-0.2923717047227364,640.038
2024-02-15 13:10:00,45.0,2,15,13,1.498,1010.969,28.607,49.619,91154.386,0.003301121548882528,0.17063902921934765,51.89,-0.2923717047227364,1494.818
2024-02-15 13:20:00,45.0,2,15,13,1.863,1010.983,29.519,47.268,117588.39499999999,0.003299562215124329,0.1720212668823188,51.89,-0.2923717047227364,2124.366
2024-02-15 13:30:00,45.0,2,15,13,1.316,1010.9309999999999,29.927999999999997,46.745999999999995,115371.225,0.003298002881358107,0.1734031659454624,51.89,-0.2923717047227364,1989.387
2024-02-15 13:40:00,45.0,2,15,13,1.732,1010.8549999999999,29.244,48.082,113245.705,0.0032964435475838663,0.17478472368870362,51.89,-0.2923717047227364,1965.289
2024-02-15 13:50:00,45.0,2,15,13,2.3579999999999997,1010.725,28.987000000000002,49.092,91871.339,0.0032948842138016085,0.17616593739263872,51.89,-0.2923717047227364,1503.976
2024-02-15 14:00:00,45.0,2,15,14,1.6969999999999998,1010.6899999999999,28.836000000000002,48.376,61080.564,0.0032933248800113405,0.177546804338541,51.89,-0.2923717047227364,799.038
2024-02-15 14:10:00,45.0,2,15,14,1.542,1010.5880000000001,29.532,46.956,73320.051,0.003291765546213064,0.17892732180836735,51.89,-0.2923717047227364,1123.468
2024-02-15 14:20:00,45.0,2,15,14,1.2289999999999999,1010.567,27.82,52.473,36314.887,0.003290206212406783,0.18030748708476282,51.89,-0.2923717047227364,272.923
