DateTime,Date,WindSpeed,Pressure,Temperature,Humidity,Sunlight,sum_ele,sum_pos,high,ele,Power
2024-01-26 16:00:00,25.0,0.0,1020.3716666666666,22.468333333333334,47.955000000000005,454.23499999999996,0.0,0.9128458599921357,51.82,-0.9335804264972016,0.01
2024-01-26 16:10:00,,,,,,,0.0,0.9122608067995216,51.82,-0.9335804264972016,
2024-01-26 16:20:00,,,,,,,0.0,0.9116738865652134,51.82,-0.9335804264972016,
2024-01-26 16:30:00,,,,,,,0.0,0.9110851004904077,51.82,-0.9335804264972016,
2024-01-26 16:40:00,,,,,,,0.0,0.9104944497801196,51.82,-0.9335804264972016,
2024-01-26 16:50:00,,,,,,,0.0,0.9099019356431808,51.82,-0.9335804264972016,
2024-01-26 17:00:00,,,,,,,0.0,0.9093075592922362,51.82,-0.9335804264972016,
2024-01-27 06:30:00,,,,,,,0.0,0.8550973549554215,51.82,-0.9335804264972016,
2024-01-27 06:40:00,,,,,,,0.0,0.8543547617938372,51.82,-0.9335804264972016,
2024-01-27 06:50:00,,,,,,,0.0,0.8536104201016245,51.82,-0.9335804264972016,
2024-01-27 07:00:00,,,,,,,0.0,0.8528643314021597,51.82,-0.9335804264972016,
2024-01-27 07:10:00,,,,,,,0.0,0.8521164972223959,51.82,-0.9335804264972016,
2024-01-27 07:20:00,,,,,,,0.0,0.8513669190928577,51.82,-0.9335804264972016,
2024-01-27 07:30:00,,,,,,,0.0,0.8506155985476382,51.82,-0.9335804264972016,
2024-01-27 07:40:00,,,,,,,0.0,0.8498625371243979,51.82,-0.9335804264972016,
2024-01-27 07:50:00,,,,,,,0.0,0.849107736364359,51.82,-0.9335804264972016,
2024-01-27 08:00:00,,,,,,,0.0,0.848351197812304,51.82,-0.9335804264972016,
2024-01-27 08:10:00,,,,,,,0.0,0.8475929230165722,51.82,-0.9335804264972016,
2024-01-27 08:20:00,,,,,,,0.0,0.8468329135290558,51.82,-0.9335804264972016,
2024-01-27 08:30:00,,,,,,,0.0,0.8460711709051977,51.82,-0.9335804264972016,
2024-01-27 08:40:00,,,,,,,0.0,0.8453076967039874,51.82,-0.9335804264972016,
2024-01-27 08:50:00,,,,,,,0.0,0.8445424924879587,51.82,-0.9335804264972016,
2024-01-27 09:00:00,,,,,,,0.0,0.8437755598231859,51.82,-0.9335804264972016,
2024-01-27 09:10:00,,,,,,,0.0,0.8430069002792805,51.82,-0.9335804264972016,
2024-01-27 09:20:00,,,,,,,0.0,0.8422365154293887,51.82,-0.9335804264972016,
2024-01-27 09:30:00,,,,,,,0.0,0.8414644068501874,51.82,-0.9335804264972016,
2024-01-27 09:40:00,,,,,,,0.0,0.8406905761218815,51.82,-0.9335804264972016,
2024-01-27 09:50:00,,,,,,,0.0,0.8399150248282002,51.82,-0.9335804264972016,
2024-01-27 10:00:00,,,,,,,0.0,0.8391377545563943,51.82,-0.9335804264972016,
2024-01-27 10:10:00,,,,,,,0.0,0.8383587668972325,51.82,-0.9335804264972016,
2024-01-27 10:20:00,,,,,,,0.0,0.8375780634449985,51.82,-0.9335804264972016,
2024-01-27 10:30:00,,,,,,,0.0,0.8367956457974869,51.82,-0.9335804264972016,
2024-01-27 10:40:00,,,,,,,0.0,0.8360115155560022,51.82,-0.9335804264972016,
2024-01-27 10:50:00,,,,,,,0.0,0.8352256743253522,51.82,-0.9335804264972016,
2024-01-27 11:00:00,,,,,,,0.0,0.8344381237138473,51.82,-0.9335804264972016,
2024-01-27 11:10:00,,,,,,,0.0,0.833648865333296,51.82,-0.9335804264972016,
2024-01-27 11:20:00,,,,,,,0.0,0.832857900799002,51.82,-0.9335804264972016,
2024-01-27 11:30:00,,,,,,,0.0,0.8320652317297609,51.82,-0.9335804264972016,
2024-01-27 11:40:00,,,,,,,0.0,0.8312708597478569,51.82,-0.9335804264972016,
2024-01-27 11:50:00,,,,,,,0.0,0.8304747864790593,51.82,-0.9335804264972016,
2024-01-27 12:00:00,,,,,,,0.0,0.829677013552619,51.82,-0.9335804264972016,
2024-01-27 12:10:00,,,,,,,0.0,0.8288775426012661,51.82,-0.9335804264972016,
2024-01-27 12:20:00,,,,,,,0.0,0.8280763752612053,51.82,-0.9335804264972016,
2024-01-27 12:30:00,,,,,,,0.0,0.8272735131721132,51.82,-0.9335804264972016,
2024-01-27 12:40:00,,,,,,,0.0,0.8264689579771353,51.82,-0.9335804264972016,
2024-01-27 12:50:00,,,,,,,0.0,0.8256627113228817,51.82,-0.9335804264972016,
2024-01-27 13:00:00,,,,,,,0.0,0.8248547748594247,51.82,-0.9335804264972016,
2024-01-27 13:10:00,,,,,,,0.0,0.8240451502402948,51.82,-0.9335804264972016,
2024-01-27 13:20:00,,,,,,,0.0,0.8232338391224774,51.82,-0.9335804264972016,
2024-01-27 13:30:00,,,,,,,0.0,0.8224208431664095,51.82,-0.9335804264972016,
2024-01-27 13:40:00,,,,,,,0.0,0.8216061640359767,51.82,-0.9335804264972016,
2024-01-27 13:50:00,,,,,,,0.0,0.8207898033985084,51.82,-0.9335804264972016,
2024-01-27 14:00:00,,,,,,,0.0,0.8199717629247771,51.82,-0.9335804264972016,
2024-01-27 14:10:00,,,,,,,0.0,0.8191520442889918,51.82,-0.9335804264972016,
2024-01-27 14:20:00,,,,,,,0.0,0.8183306491687965,51.82,-0.9335804264972016,
2024-01-27 14:30:00,,,,,,,0.0,0.8175075792452662,51.82,-0.9335804264972016,
2024-01-27 14:40:00,,,,,,,0.0,0.8166828362029038,51.82,-0.9335804264972016,
2024-01-27 14:50:00,,,,,,,0.0,0.8158564217296363,51.82,-0.9335804264972016,
2024-01-27 15:00:00,,,,,,,0.0,0.8150283375168115,51.82,-0.9335804264972016,
2024-01-27 15:10:00,,,,,,,0.0,0.8141985852591943,51.82,-0.9335804264972016,
2024-01-27 15:20:00,,,,,,,0.0,0.8133671666549638,51.82,-0.9335804264972016,
2024-01-27 15:30:00,,,,,,,0.0,0.8125340834057092,51.82,-0.9335804264972016,
2024-01-27 15:40:00,,,,,,,0.0,0.8116993372164265,51.82,-0.9335804264972016,
2024-01-27 15:50:00,,,,,,,0.0,0.8108629297955156,51.82,-0.9335804264972016,
2024-01-27 16:00:00,,,,,,,0.0,0.8100248628547755,51.82,-0.9335804264972016,
2024-01-27 16:10:00,,,,,,,0.0,0.8091851381094022,51.82,-0.9335804264972016,
2024-01-27 16:20:00,,,,,,,0.0,0.8083437572779845,51.82,-0.9335804264972016,
2024-01-27 16:30:00,,,,,,,0.0,0.8075007220825005,51.82,-0.9335804264972016,
2024-01-27 16:40:00,,,,,,,0.0,0.8066560342483138,51.82,-0.9335804264972016,
2024-01-27 16:50:00,,,,,,,0.0,0.8058096955041707,51.82,-0.9335804264972016,
2024-01-27 17:00:00,,,,,,,0.0,0.8049617075821964,51.82,-0.9335804264972016,
2024-01-28 06:30:00,,,,,,,0.0,0.7309633157697231,51.82,-0.9335804264972016,
