DateTime,Date,WindSpeed,Pressure,Temperature,Humidity,Sunlight,sum_ele,sum_pos,high,ele,Power
2024-03-03 12:20:00,62.0,1.1685714285714286,1019.1657142857142,32.38285714285714,37.35142857142858,58352.63285714285,0.012058587046195196,-0.976439944275896,11.88,0.9902680687415703,888.26
2024-03-03 12:30:00,62.0,2.16,1019.001,30.818,39.013,58168.077000000005,0.012055673077430995,-0.9766963361917189,11.88,0.9902680687415703,610.7729999999999
2024-03-03 12:40:00,62.0,1.735,1018.756,30.698,40.196,73162.27900000001,0.01205275910856441,-0.9769513418215441,11.88,0.9902680687415703,1033.8799999999999
2024-03-03 12:50:00,62.0,1.863,1018.4280000000001,30.919,39.016,50735.304000000004,0.012049845139595465,-0.9772049608034262,11.88,0.9902680687415703,452.48099999999994
2024-03-03 13:00:00,62.0,1.517,1018.2950000000001,31.064999999999998,39.427,61489.240000000005,0.012046931170524192,-0.9774571927773886,11.88,0.9902680687415703,674.019
2024-03-03 13:10:00,62.0,2.082,1018.1659999999999,29.389999999999997,41.338,52029.409999999996,0.012044017201350612,-0.9777080373854223,11.88,0.9902680687415703,500.12700000000007
2024-03-03 13:20:00,62.0,2.133,1018.0600000000001,26.808999999999997,46.638,35562.882,0.012041103232074746,-0.9779574942714881,11.88,0.9902680687415703,212.073
2024-03-03 13:30:00,62.0,1.585,1017.927,26.598000000000003,47.465999999999994,33044.665,0.012038189262696621,-0.9782055630815163,11.88,0.9902680687415703,180.91500000000002
2024-03-03 13:40:00,62.0,1.6640000000000001,1017.8219999999999,25.875,49.247,28176.416999999998,0.012035275293216262,-0.9784522434634072,11.88,0.9902680687415703,131.176
2024-03-03 13:50:00,62.0,1.473,1017.767,25.494999999999997,50.634,29951.667999999998,0.012032361323633696,-0.978697535067032,11.88,0.9902680687415703,149.506
2024-03-03 14:00:00,62.0,2.212,1017.7049999999999,25.643,50.143,30485.666000000005,0.012029447353948949,-0.9789414375442329,11.88,0.9902680687415703,155.789
2024-03-03 14:10:00,62.0,2.003,1017.634,25.256999999999998,50.965999999999994,29131.75,0.012026533384162036,-0.9791839505488243,11.88,0.9902680687415703,142.855
