DateTime,Date,Month,Day,Hour,Minute,Weekday,WindSpeed,Pressure,Temperature,Humidity,Sunlight,sum_ele,sum_pos,high,ele,Power
2024-01-01 06:30:00,0.0,1,1,6,30,0,0.0,1022.9979999999999,17.9,63.33,52.5,0.03489949670250097,0.8567175188650495,22.0,1.2246467991473532e-16,0.007000000000000001
2024-01-01 06:40:00,0.0,1,1,6,40,0,0.0,1023.094,17.9,63.69,183.75,0.04652531219774666,0.9802711746217219,22.0,1.2246467991473532e-16,0.017
2024-01-01 06:50:00,0.0,1,1,6,50,0,0.0,1023.177,17.96,64.16,356.25100000000003,0.05814482891047583,0.9896513868196701,22.0,1.2246467991473532e-16,0.05
2024-01-01 07:00:00,0.0,1,1,7,0,0,0.0,1023.2030000000001,18.03,65.22,751.1659999999999,0.0697564737441253,0.8837656300886935,22.0,1.2246467991473532e-16,0.175
2024-01-01 07:10:00,0.0,1,1,7,10,0,0.0,1023.3,18.1,65.41,866.751,0.10366053949845522,0.8734891367260524,22.0,1.2246467991473532e-16,0.231
2024-01-01 07:20:00,0.0,1,1,7,20,0,0.0,1023.493,18.19,64.81,1055.584,0.13744454603714665,0.8628079217361666,22.0,1.2246467991473532e-16,0.321
2024-01-01 07:30:00,0.0,1,1,7,30,0,0.0,1023.6479999999999,18.15,64.62,932.1659999999999,0.17106936486110255,0.8517269341430477,22.0,1.2246467991473532e-16,0.25
2024-01-01 07:40:00,0.0,1,1,7,40,0,0.0,1023.7479999999999,18.1,65.4,1042.666,0.20449605184179032,0.8402513082009658,22.0,1.2246467991473532e-16,0.302
2024-01-01 07:50:00,0.0,1,1,7,50,0,0.0,1023.9590000000001,18.1,66.63,1859.8319999999999,0.23768589232617307,0.8283863610155487,22.0,1.2246467991473532e-16,0.891
2024-01-01 08:00:00,0.0,1,1,8,0,0,0.0,1024.002,18.23,67.42,2211.833,0.2706004459758636,0.8161375900801604,22.0,1.2246467991473532e-16,1.23
2024-01-01 08:10:00,0.0,1,1,8,10,0,0.0,1024.0279999999998,18.3,67.15,2844.583,0.29987341006350315,0.7996846584870907,22.0,1.2246467991473532e-16,1.8939999999999997
2024-01-01 08:20:00,0.0,1,1,8,20,0,0.0,1024.033,18.38,67.15,3274.666,0.32886664673858323,0.782608156852414,22.0,1.2246467991473532e-16,2.5060000000000002
2024-01-01 08:30:00,0.0,1,1,8,30,0,0.0,1024.2069999999999,18.46,66.47,4019.916,0.3575531105785865,0.7649214009184319,22.0,1.2246467991473532e-16,3.803
2024-01-01 08:40:00,0.0,1,1,8,40,0,0.0,1024.359,18.6,66.7,5415.332,0.3859060423243186,0.7466381822853917,22.0,1.2246467991473532e-16,6.644
2024-01-01 08:50:00,0.0,1,1,8,50,0,0.0,1024.4140000000002,18.89,65.78,5790.4169999999995,0.4138989938414348,0.7277727576572105,22.0,1.2246467991473532e-16,7.601999999999999
2024-01-01 09:00:00,0.0,1,1,9,0,0,0.0,1024.4150000000002,19.0,65.3,5758.166,0.4415058527917452,0.7083398377245288,22.0,1.2246467991473532e-16,7.226999999999999
2024-01-01 09:10:00,0.0,1,1,9,10,0,0.0,1024.4479999999999,19.009999999999998,65.15,5778.751,0.4638115290296633,0.6822110733736938,22.0,1.2246467991473532e-16,7.809
2024-01-01 09:20:00,0.0,1,1,9,20,0,0.0,1024.537,19.15,64.65,7257.168,0.4858269580752269,0.6551804406128253,22.0,1.2246467991473532e-16,11.540000000000001
2024-01-01 09:30:00,0.0,1,1,9,30,0,0.0,1024.625,19.3,64.67,7517.168,0.5075383629607041,0.6272836733588016,22.0,1.2246467991473532e-16,12.461
2024-01-01 09:40:00,0.0,1,1,9,40,0,0.0,1024.56,19.45,64.39,7619.084,0.5289321569727091,0.5985576505397302,22.0,1.2246467991473532e-16,13.213999999999999
2024-01-01 09:50:00,0.0,1,1,9,50,0,0.0,1024.469,19.65,64.39,11013.581,0.5499949521545888,0.5690403473417927,22.0,1.2246467991473532e-16,25.534
2024-01-01 10:00:00,0.0,1,1,10,0,0,0.0,1024.3129999999999,20.259999999999998,63.98,15059.001,0.5707135676844316,0.5387707850068629,22.0,1.2246467991473532e-16,47.369
2024-01-01 10:10:00,0.0,1,1,10,10,0,0.0,1024.2469999999998,20.98,62.44,16462.25,0.5842496656374344,0.4994960822557424,22.0,1.2246467991473532e-16,58.653999999999996
2024-01-01 10:20:00,0.0,1,1,10,20,0,0.0,1024.1889999999999,21.490000000000002,61.07000000000001,15433.916000000001,0.597625146975521,0.4591664533870117,22.0,1.2246467991473532e-16,54.152
2024-01-01 10:30:00,0.0,1,1,10,30,0,0.0,1024.127,20.89,60.04,8632.249,0.6108363346327698,0.4178670738010767,22.0,1.2246467991473532e-16,16.41
2024-01-01 10:40:00,0.0,1,1,10,40,0,0.0,1024.159,20.34,61.9,11667.333,0.6238795967093862,0.37568516699320437,22.0,1.2246467991473532e-16,30.633
2024-01-01 10:50:00,0.0,1,1,10,50,0,0.0,1024.0040000000001,20.4,61.129999999999995,11000.0,0.636751347470152,0.3327098203391772,22.0,1.2246467991473532e-16,27.095999999999997
2024-01-01 11:00:00,0.0,1,1,11,0,0,0.0,1023.817,20.47,61.4,11711.833,0.6494480483301837,0.2890317969444721,22.0,1.2246467991473532e-16,30.46
2024-01-01 11:10:00,0.0,1,1,11,10,0,0.0,1023.6600000000001,20.610000000000003,60.279999999999994,11893.667,0.6536407772778049,0.2379684342208697,22.0,1.2246467991473532e-16,31.445
2024-01-01 11:20:00,0.0,1,1,11,20,0,0.0,1023.501,20.55,60.1,9257.0,0.6578135399311117,0.18623824488501417,22.0,1.2246467991473532e-16,19.452
2024-01-01 11:30:00,0.0,1,1,11,30,0,0.0,1023.247,20.52,61.120000000000005,10974.414999999999,0.6619662088277268,0.1339861854182918,22.0,1.2246467991473532e-16,26.579
2024-01-01 11:40:00,0.0,1,1,11,40,0,0.0,1023.0809999999999,20.52,61.129999999999995,10979.833999999999,0.6660986571190626,0.08135867466785837,22.0,1.2246467991473532e-16,27.333999999999996
2024-01-01 11:50:00,0.0,1,1,11,50,0,0.0,1022.818,20.31,62.089999999999996,9592.583999999999,0.6702107585741958,0.02850318355698789,22.0,1.2246467991473532e-16,20.828
2024-01-01 12:00:00,0.0,1,1,12,0,0,0.0,1022.615,20.19,63.32000000000001,11326.083,0.6743023875837233,-0.024432178152653285,22.0,1.2246467991473532e-16,29.445
2024-01-01 12:10:00,0.0,1,1,12,10,0,0.0,1022.469,20.66,63.1,13682.75,0.6689144059852837,-0.07671902812681863,22.0,1.2246467991473532e-16,41.748000000000005
2024-01-01 12:20:00,0.0,1,1,12,20,0,0.0,1022.244,20.6,61.69,10262.833,0.6634910490253143,-0.12879559657756262,22.0,1.2246467991473532e-16,23.732
2024-01-01 12:30:00,0.0,1,1,12,30,0,0.0,1022.186,20.130000000000003,62.3,8294.168,0.6580326035166144,-0.18051914525055968,22.0,1.2246467991473532e-16,15.443999999999999
2024-01-01 12:40:00,0.0,1,1,12,40,0,0.0,1022.0229999999999,19.75,62.8,6031.6669999999995,0.6525393581276318,-0.2317479034941573,22.0,1.2246467991473532e-16,8.459999999999999
2024-01-01 12:50:00,0.0,1,1,12,50,0,0.0,1021.884,19.46,63.25,5408.0,0.6470116033671964,-0.2823414568428763,22.0,1.2246467991473532e-16,6.866
2024-01-01 13:00:00,0.0,1,1,13,0,0,0.0,1021.891,19.25,63.379999999999995,4619.75,0.6414496315691578,-0.332161131883703,22.0,1.2246467991473532e-16,4.904999999999999
2024-01-01 13:10:00,0.0,1,1,13,10,0,0.0,1021.725,19.02,63.83,4267.166,0.627510187892738,-0.3737973303273243,22.0,1.2246467991473532e-16,4.061
2024-01-01 13:20:00,0.0,1,1,13,20,0,0.0,1021.6469999999999,18.86,64.22,3849.499,0.613366643455859,-0.41469324265623897,22.0,1.2246467991473532e-16,3.3579999999999997
2024-01-01 13:30:00,0.0,1,1,13,30,0,0.0,1021.588,18.73,64.67999999999999,3835.666,0.5990235985155857,-0.45476787664929186,22.0,1.2246467991473532e-16,3.3520000000000003
2024-01-01 13:40:00,0.0,1,1,13,40,0,0.0,1021.4959999999999,18.610000000000003,64.71000000000001,3976.417,0.5844857182174985,-0.4939418665842307,22.0,1.2246467991473532e-16,3.661
2024-01-01 13:50:00,0.0,1,1,13,50,0,0.0,1021.3969999999999,18.65,64.77000000000001,4373.6669999999995,0.5697577310783314,-0.5321376304173828,22.0,1.2246467991473532e-16,4.384
2024-01-01 14:00:00,0.0,1,1,14,0,0,0.0,1021.3430000000001,18.7,64.69,4382.499,0.5548444274479993,-0.5692795234308441,22.0,1.2246467991473532e-16,4.470000000000001
2024-01-01 14:10:00,0.0,1,1,14,10,0,0.0,1021.3129999999999,18.79,64.76,4331.251,0.53287627607073,-0.597625146975521,22.0,1.2246467991473532e-16,4.413
2024-01-01 14:20:00,0.0,1,1,14,20,0,0.0,1021.3430000000001,18.8,64.55,4171.165,0.5105429179116057,-0.6252426563357049,22.0,1.2246467991473532e-16,4.1450000000000005
2024-01-01 14:30:00,0.0,1,1,14,30,0,0.0,1021.235,18.82,64.37,4014.584,0.4878596591387327,-0.6520984038303919,22.0,1.2246467991473532e-16,3.786
2024-01-01 14:40:00,0.0,1,1,14,40,0,0.0,1021.1870000000001,18.919999999999998,64.28,4337.0830000000005,0.46484204572461957,-0.6781596698680704,22.0,1.2246467991473532e-16,4.436
2024-01-01 14:50:00,0.0,1,1,14,50,0,0.0,1021.101,18.98,64.26,4239.5,0.4415058527917452,-0.7033947028105034,22.0,1.2246467991473532e-16,4.439
2024-01-01 15:00:00,0.0,1,1,15,0,0,0.0,1021.01,19.05,64.9,4781.916,0.41786707380107674,-0.7277727576572103,22.0,1.2246467991473532e-16,5.4270000000000005
2024-01-01 15:10:00,0.0,1,1,15,10,0,0.0,1020.957,19.02,65.21000000000001,4126.4169999999995,0.38939189564585497,-0.7458636463752482,22.0,1.2246467991473532e-16,4.2170000000000005
2024-01-01 15:20:00,0.0,1,1,15,20,0,0.0,1021.0809999999999,18.990000000000002,64.91,3092.083,0.3605395175315185,-0.7634203873360724,22.0,1.2246467991473532e-16,2.552
2024-01-01 15:30:00,0.0,1,1,15,30,0,0.0,1021.2479999999999,18.630000000000003,64.84,1236.0,0.331337888462571,-0.7804304073383298,22.0,1.2246467991473532e-16,0.457
2024-01-01 15:40:00,0.0,1,1,15,40,0,0.0,1021.4680000000001,18.27,65.99,1128.916,0.3018152957593547,-0.796881524713053,22.0,1.2246467991473532e-16,0.362
2024-01-01 15:50:00,0.0,1,1,15,50,0,0.0,1021.591,18.2,66.37,1137.834,0.2720003376564122,-0.8127619580475248,22.0,1.2246467991473532e-16,0.37
