idx,DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),height,angle,Power(mW),year,month,day,hour,minute,is_upper,SunlightPred
0,2024-03-01 17:10:00,10.0,0.12,1017.49,15.71,93.77,652.8,1.0,223.0,0.12,2024,3,60,17,10,0,652.8
1,2024-03-01 17:20:00,10.0,0.31,1017.45,15.71,94.01,455.33,1.0,223.0,0.06,2024,3,60,17,20,0,455.33
2,2024-03-01 17:30:00,10.0,0.05,1017.51,15.63,94.48,290.92,1.0,223.0,0.02,2024,3,60,17,30,0,290.92
3,2024-03-01 17:40:00,10.0,0.23,1017.54,15.65,95.08,167.0,1.0,223.0,0.01,2024,3,60,17,40,0,167.0
4,2024-03-01 17:50:00,10.0,0.02,1017.62,15.66,95.62,73.33,1.0,223.0,0.0,2024,3,60,17,50,0,73.33
5,2024-03-01 18:00:00,10.0,0.0,1017.68,15.65,95.84,29.67,1.0,223.0,0.0,2024,3,60,18,0,0,29.67
6,2024-03-02 06:00:00,10.0,0.0,1020.09,14.19,94.35,30.21,1.0,223.0,0.0,2024,3,61,6,0,0,30.21
7,2024-03-02 06:10:00,10.0,0.5,1020.08,14.24,93.1,79.42,1.0,223.0,0.0,2024,3,61,6,10,0,79.42
8,2024-03-02 06:20:00,10.0,0.76,1020.25,14.25,91.85,151.0,1.0,223.0,0.02,2024,3,61,6,20,0,151.0
9,2024-03-02 06:30:00,10.0,0.1,1020.25,14.13,93.13,429.92,1.0,223.0,0.07,2024,3,61,6,30,0,429.92
10,2024-03-02 06:40:00,10.0,0.49,1020.22,14.22,93.99,924.33,1.0,223.0,0.23,2024,3,61,6,40,0,924.33
11,2024-03-02 06:50:00,10.0,0.19,1020.31,14.34,94.12,1712.92,1.0,223.0,0.7,2024,3,61,6,50,0,1712.92
12,2024-03-02 07:00:00,10.0,0.26,1020.5,14.54,94.36,2717.0,1.0,223.0,1.66,2024,3,61,7,0,0,2717.0
13,2024-03-02 07:10:00,10.0,1.06,1020.26,14.63,94.02,3511.75,1.0,223.0,2.82,2024,3,61,7,10,0,3511.75
14,2024-03-02 07:20:00,10.0,0.45,1020.5,14.53,95.1,1607.33,1.0,223.0,0.58,2024,3,61,7,20,0,1607.33
15,2024-03-02 07:30:00,10.0,0.0,1020.49,14.52,96.08,1734.92,1.0,223.0,0.63,2024,3,61,7,30,0,1734.92
16,2024-03-02 07:40:00,10.0,0.13,1020.61,14.77,96.68,4238.92,1.0,223.0,3.78,2024,3,61,7,40,0,4238.92
