idx,DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),height,angle,Power(mW),year,month,day,hour,minute,is_upper,SunlightPred
0,2024-01-01 06:20:00,17.0,0.0,1022.91,17.9,63.1,22.5,0.0,0.0,0.0,2024,1,1,6,20,0,22.5
1,2024-01-01 06:30:00,17.0,0.0,1023.0,17.9,63.33,52.5,0.0,0.0,0.01,2024,1,1,6,30,0,52.5
2,2024-01-01 06:40:00,17.0,0.0,1023.09,17.9,63.69,183.75,0.0,0.0,0.02,2024,1,1,6,40,0,183.75
3,2024-01-01 06:50:00,17.0,0.0,1023.18,17.96,64.16,356.25,0.0,0.0,0.05,2024,1,1,6,50,0,356.25
4,2024-01-01 07:00:00,17.0,0.0,1023.2,18.03,65.22,751.17,0.0,0.0,0.18,2024,1,1,7,0,0,751.17
5,2024-01-01 07:10:00,17.0,0.0,1023.3,18.1,65.41,866.75,0.0,0.0,0.23,2024,1,1,7,10,0,866.75
6,2024-01-01 07:20:00,17.0,0.0,1023.49,18.19,64.81,1055.58,0.0,0.0,0.32,2024,1,1,7,20,0,1055.58
7,2024-01-01 07:30:00,17.0,0.0,1023.65,18.15,64.62,932.17,0.0,0.0,0.25,2024,1,1,7,30,0,932.17
8,2024-01-01 07:40:00,17.0,0.0,1023.75,18.1,65.4,1042.67,0.0,0.0,0.3,2024,1,1,7,40,0,1042.67
9,2024-01-01 07:50:00,17.0,0.0,1023.96,18.1,66.63,1859.83,0.0,0.0,0.89,2024,1,1,7,50,0,1859.83
10,2024-01-01 08:00:00,17.0,0.0,1024.0,18.23,67.42,2211.83,0.0,0.0,1.23,2024,1,1,8,0,0,2211.83
11,2024-01-01 08:10:00,17.0,0.0,1024.03,18.3,67.15,2844.58,0.0,0.0,1.89,2024,1,1,8,10,0,2844.58
12,2024-01-01 08:20:00,17.0,0.0,1024.03,18.38,67.15,3274.67,0.0,0.0,2.51,2024,1,1,8,20,0,3274.67
13,2024-01-01 08:30:00,17.0,0.0,1024.21,18.46,66.47,4019.92,0.0,0.0,3.8,2024,1,1,8,30,0,4019.92
14,2024-01-01 08:40:00,17.0,0.0,1024.36,18.6,66.7,5415.33,0.0,0.0,6.64,2024,1,1,8,40,0,5415.33
15,2024-01-01 08:50:00,17.0,0.0,1024.41,18.89,65.78,5790.42,0.0,0.0,7.6,2024,1,1,8,50,0,5790.42
16,2024-01-01 09:00:00,17.0,0.0,1024.42,19.0,65.3,5758.17,0.0,0.0,7.23,2024,1,1,9,0,0,5758.17
17,2024-01-01 09:10:00,17.0,0.0,1024.45,19.01,65.15,5778.75,0.0,0.0,7.81,2024,1,1,9,10,0,5778.75
18,2024-01-01 09:20:00,17.0,0.0,1024.54,19.15,64.65,7257.17,0.0,0.0,11.54,2024,1,1,9,20,0,7257.17
19,2024-01-01 09:30:00,17.0,0.0,1024.62,19.3,64.67,7517.17,0.0,0.0,12.46,2024,1,1,9,30,0,7517.17
20,2024-01-01 09:40:00,17.0,0.0,1024.56,19.45,64.39,7619.08,0.0,0.0,13.21,2024,1,1,9,40,0,7619.08
21,2024-01-01 09:50:00,17.0,0.0,1024.47,19.65,64.39,11013.58,0.0,0.0,25.53,2024,1,1,9,50,0,11013.58
22,2024-01-01 10:00:00,17.0,0.0,1024.31,20.26,63.98,15059.0,0.0,0.0,47.37,2024,1,1,10,0,0,15059.0
23,2024-01-01 10:10:00,17.0,0.0,1024.25,20.98,62.44,16462.25,0.0,0.0,58.65,2024,1,1,10,10,0,16462.25
24,2024-01-01 10:20:00,17.0,0.0,1024.19,21.49,61.07,15433.92,0.0,0.0,54.15,2024,1,1,10,20,0,15433.92
25,2024-01-01 10:30:00,17.0,0.0,1024.13,20.89,60.04,8632.25,0.0,0.0,16.41,2024,1,1,10,30,0,8632.25
26,2024-01-01 10:40:00,17.0,0.0,1024.16,20.34,61.9,11667.33,0.0,0.0,30.63,2024,1,1,10,40,0,11667.33
27,2024-01-01 10:50:00,17.0,0.0,1024.0,20.4,61.13,11000.0,0.0,0.0,27.1,2024,1,1,10,50,0,11000.0
28,2024-01-01 11:00:00,17.0,0.0,1023.82,20.47,61.4,11711.83,0.0,0.0,30.46,2024,1,1,11,0,0,11711.83
29,2024-01-01 11:10:00,17.0,0.0,1023.66,20.61,60.28,11893.67,0.0,0.0,31.44,2024,1,1,11,10,0,11893.67
30,2024-01-01 11:20:00,17.0,0.0,1023.5,20.55,60.1,9257.0,0.0,0.0,19.45,2024,1,1,11,20,0,9257.0
31,2024-01-01 11:30:00,17.0,0.0,1023.25,20.52,61.12,10974.42,0.0,0.0,26.58,2024,1,1,11,30,0,10974.42
32,2024-01-01 11:40:00,17.0,0.0,1023.08,20.52,61.13,10979.83,0.0,0.0,27.33,2024,1,1,11,40,0,10979.83
33,2024-01-01 11:50:00,17.0,0.0,1022.82,20.31,62.09,9592.58,0.0,0.0,20.83,2024,1,1,11,50,0,9592.58
34,2024-01-01 12:00:00,17.0,0.0,1022.62,20.19,63.32,11326.08,0.0,0.0,29.44,2024,1,1,12,0,0,11326.08
35,2024-01-01 12:10:00,17.0,0.0,1022.47,20.66,63.1,13682.75,0.0,0.0,41.75,2024,1,1,12,10,0,13682.75
36,2024-01-01 12:20:00,17.0,0.0,1022.24,20.6,61.69,10262.83,0.0,0.0,23.73,2024,1,1,12,20,0,10262.83
37,2024-01-01 12:30:00,17.0,0.0,1022.19,20.13,62.3,8294.17,0.0,0.0,15.44,2024,1,1,12,30,0,8294.17
38,2024-01-01 12:40:00,17.0,0.0,1022.02,19.75,62.8,6031.67,0.0,0.0,8.46,2024,1,1,12,40,0,6031.67
39,2024-01-01 12:50:00,17.0,0.0,1021.88,19.46,63.25,5408.0,0.0,0.0,6.87,2024,1,1,12,50,0,5408.0
40,2024-01-01 13:00:00,17.0,0.0,1021.89,19.25,63.38,4619.75,0.0,0.0,4.9,2024,1,1,13,0,0,4619.75
41,2024-01-01 13:10:00,17.0,0.0,1021.72,19.02,63.83,4267.17,0.0,0.0,4.06,2024,1,1,13,10,0,4267.17
42,2024-01-01 13:20:00,17.0,0.0,1021.65,18.86,64.22,3849.5,0.0,0.0,3.36,2024,1,1,13,20,0,3849.5
43,2024-01-01 13:30:00,17.0,0.0,1021.59,18.73,64.68,3835.67,0.0,0.0,3.35,2024,1,1,13,30,0,3835.67
