idx,DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),height,angle,Power(mW),year,month,day,hour,minute,is_upper,SunlightPred
0,2024-02-09 14:50:00,15.0,0.56,1020.92,18.5,65.1,7362.5,1.0,127.0,11.05,2024,2,40,14,50,0,7362.5
1,2024-02-09 15:00:00,15.0,0.89,1020.97,18.38,66.07,7227.67,1.0,127.0,10.68,2024,2,40,15,0,0,7227.67
2,2024-02-09 15:10:00,15.0,0.93,1021.0,18.14,66.38,6326.0,1.0,127.0,8.17,2024,2,40,15,10,0,6326.0
3,2024-02-09 15:20:00,15.0,1.32,1021.06,17.89,67.64,4982.67,1.0,127.0,5.04,2024,2,40,15,20,0,4982.67
4,2024-02-09 15:30:00,15.0,1.22,1021.16,17.65,67.97,4904.33,1.0,127.0,4.98,2024,2,40,15,30,0,4904.33
5,2024-02-09 15:40:00,15.0,2.15,1021.23,17.57,67.79,5098.42,1.0,127.0,5.44,2024,2,40,15,40,0,5098.42
6,2024-02-09 15:50:00,15.0,2.12,1021.29,17.48,68.32,4287.5,1.0,127.0,3.93,2024,2,40,15,50,0,4287.5
7,2024-02-09 16:00:00,15.0,1.65,1021.38,17.37,67.7,3602.92,1.0,127.0,2.78,2024,2,40,16,0,0,3602.92
8,2024-02-09 16:10:00,15.0,1.72,1021.44,17.27,68.59,3430.58,1.0,127.0,2.5,2024,2,40,16,10,0,3430.58
9,2024-02-09 16:20:00,15.0,1.32,1021.57,17.18,69.21,2415.83,1.0,127.0,1.36,2024,2,40,16,20,0,2415.83
10,2024-02-09 16:30:00,15.0,1.58,1021.64,17.09,69.79,1938.5,1.0,127.0,0.9,2024,2,40,16,30,0,1938.5
11,2024-02-09 16:40:00,15.0,1.71,1021.73,16.91,69.58,1452.0,1.0,127.0,0.52,2024,2,40,16,40,0,1452.0
12,2024-02-09 16:50:00,15.0,1.15,1021.78,16.9,69.72,1230.33,1.0,127.0,0.4,2024,2,40,16,50,0,1230.33
13,2024-02-09 17:00:00,15.0,1.57,1021.85,16.87,69.16,921.66,1.0,127.0,0.26,2024,2,40,17,0,0,921.66
14,2024-02-09 17:10:00,15.0,0.98,1022.01,16.78,69.81,536.66,1.0,127.0,0.1,2024,2,40,17,10,0,536.66
15,2024-02-09 17:20:00,15.0,1.4,1022.19,16.62,69.96,292.92,1.0,127.0,0.04,2024,2,40,17,20,0,292.92
16,2024-02-09 17:30:00,15.0,0.8,1022.2,16.62,70.28,138.92,1.0,127.0,0.01,2024,2,40,17,30,0,138.92
17,2024-02-09 17:40:00,15.0,0.74,1022.25,16.62,71.23,46.5,1.0,127.0,0.0,2024,2,40,17,40,0,46.5
18,2024-02-10 06:20:00,15.0,0.0,1025.41,13.98,93.65,22.78,1.0,127.0,0.0,2024,2,41,6,20,0,22.78
19,2024-02-10 06:30:00,15.0,0.0,1025.57,13.99,93.3,46.83,1.0,127.0,0.0,2024,2,41,6,30,0,46.83
20,2024-02-10 06:40:00,15.0,0.0,1025.82,14.02,93.87,121.25,1.0,127.0,0.01,2024,2,41,6,40,0,121.25
21,2024-02-10 06:50:00,15.0,0.0,1026.0,13.98,93.45,234.17,1.0,127.0,0.03,2024,2,41,6,50,0,234.17
22,2024-02-10 07:00:00,15.0,0.0,1026.21,13.94,93.28,405.17,1.0,127.0,0.08,2024,2,41,7,0,0,405.17
23,2024-02-10 07:10:00,15.0,0.0,1026.23,13.89,93.13,520.75,1.0,127.0,0.11,2024,2,41,7,10,0,520.75
24,2024-02-10 07:20:00,15.0,0.0,1026.38,13.94,93.09,925.0,1.0,127.0,0.22,2024,2,41,7,20,0,925.0
25,2024-02-10 07:30:00,15.0,0.0,1026.56,13.86,92.63,1262.92,1.0,127.0,0.46,2024,2,41,7,30,0,1262.92
