
"日/時","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","總和"
"01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.27","0.78","1.09","1.05","0.77","1.28","0.61","0.15","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6.01"
"02","0.00","0.00","0.00","0.00","0.00","0.00","0.24","0.57","0.61","0.95","1.10","1.08","1.10","1.22","1.17","0.87","0.32","0.08","0.00","0.00","0.00","0.00","0.00","0.00","9.31"
"03","0.00","0.00","0.00","0.00","0.00","0.00","0.41","1.19","2.38","3.38","2.76","3.63","2.41","1.97","0.99","1.23","1.47","0.14","0.00","0.00","0.00","0.00","0.00","0.00","21.96"
"04","0.00","0.00","0.00","0.00","0.00","0.00","0.50","1.65","2.78","3.79","3.57","3.56","3.70","1.87","1.37","1.01","1.01","0.46","0.00","0.00","0.00","0.00","0.00","0.00","25.27"
"05","0.00","0.00","0.00","0.00","0.00","0.10","0.67","1.03","1.06","1.92","1.33","0.96","2.72","2.46","3.02","1.94","0.70","0.46","0.00","0.00","0.00","0.00","0.00","0.00","18.37"
"06","0.00","0.00","0.00","0.00","0.00","0.00","0.81","1.80","3.01","3.90","4.53","4.70","4.48","4.45","3.58","2.80","1.69","0.61","0.00","0.00","0.00","0.00","0.00","0.00","36.36"
"07","0.00","0.00","0.00","0.00","0.00","0.01","0.85","1.80","2.64","3.89","4.37","3.97","1.53","1.34","1.20","1.00","0.69","0.00","0.00","0.00","0.00","0.00","0.00","0.00","23.29"
"08","0.00","0.00","0.00","0.00","0.00","0.00","0.05","0.78","2.37","2.28","1.98","1.59","2.00","0.80","0.83","0.75","0.72","0.36","0.02","0.00","0.00","0.00","0.00","0.00","14.53"
"09","0.00","0.00","0.00","0.00","0.00","0.00","0.12","1.85","2.60","1.68","1.93","1.36","2.05","0.79","0.64","0.78","0.38","0.02","0.00","0.00","0.00","0.00","0.00","0.00","14.20"
"10","0.00","0.00","0.00","0.00","0.00","0.04","0.53","2.01","2.92","3.05","3.21","3.12","2.38","2.36","1.37","2.13","1.09","0.49","0.00","0.00","0.00","0.00","0.00","0.00","24.70"
"11","0.00","0.00","0.00","0.00","0.00","0.08","0.30","0.60","1.04","3.19","4.38","2.82","2.42","2.50","2.94","2.49","1.79","0.56","0.00","0.00","0.00","0.00","0.00","0.00","25.11"
"12","0.00","0.00","0.00","0.00","0.00","0.00","0.10","0.52","0.69","1.93","3.57","4.01","2.86","2.05","1.63","1.11","0.54","0.14","0.00","0.00","0.00","0.00","0.00","0.00","19.15"
"13","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.47","0.98","1.29","1.57","1.52","0.97","0.84","0.69","0.47","0.07","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.87"
"14","0.00","0.00","0.00","0.00","0.00","0.00","0.10","0.10","0.24","0.61","0.66","1.33","1.28","0.75","0.94","1.11","0.97","0.63","0.05","0.00","0.00","0.00","0.00","0.00","8.77"
"15","0.00","0.00","0.00","0.00","0.00","0.01","0.81","1.99","2.77","3.38","4.42","4.38","4.06","3.70","3.48","2.70","1.95","0.77","0.00","0.00","0.00","0.00","0.00","0.00","34.42"
"16","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.40","0.85","2.44","3.05","2.60","1.04","0.94","1.48","0.52","0.76","0.28","0.02","0.00","0.00","0.00","0.00","0.00","14.38"
"17","0.00","0.00","0.00","0.00","0.00","0.00","0.30","1.40","2.03","1.96","1.48","1.00","0.95","0.60","0.66","0.67","0.09","0.02","0.00","0.00","0.00","0.00","0.00","0.00","11.16"
"18","0.00","0.00","0.00","0.00","0.00","0.00","0.20","0.07","0.70","2.05","2.41","3.23","1.35","0.65","0.58","0.56","0.57","0.00","0.00","0.00","0.00","0.00","0.00","0.00","12.37"
"19","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.03","0.57","0.60","0.60","0.63","0.72","0.70","0.30","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.15"
"20","0.00","0.00","0.00","0.00","0.00","0.00","0.26","0.74","0.97","1.74","1.94","1.37","0.71","1.63","0.70","0.58","0.62","0.07","0.00","0.00","0.00","0.00","0.00","0.00","11.33"
"21","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.30","0.45","0.61","1.05","1.82","1.65","1.76","1.77","1.23","0.36","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11.00"
"22","0.00","0.00","0.00","0.00","0.00","0.00","0.12","0.80","1.48","2.24","2.94","2.33","3.00","1.09","0.66","0.61","0.61","0.22","0.00","0.00","0.00","0.00","0.00","0.00","16.10"
"23","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.37","1.06","1.43","1.56","2.69","2.05","1.30","1.45","0.00","0.33","0.15","0.00","0.00","0.00","0.00","0.00","0.00","12.39"
"24","0.00","0.00","0.00","0.00","0.00","0.00","0.08","0.74","1.18","1.05","2.28","4.28","2.31","1.03","0.66","0.35","0.58","0.17","0.00","0.00","0.00","0.00","0.00","0.00","14.71"
"25","0.00","0.00","0.00","0.00","0.00","0.00","0.18","0.62","1.20","2.46","3.82","3.28","2.42","1.81","1.22","1.22","0.60","0.06","0.00","0.00","0.00","0.00","0.00","0.00","18.89"
"26","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.26","0.62","0.60","0.60","0.60","0.60","0.50","0.60","0.60","0.23","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.21"
"27","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.30","1.05","1.51","1.27","0.79","0.73","0.60","0.60","0.37","0.07","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7.29"
"28","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.20","0.17","0.00","X","X","X","X","X","X","X","X","X","X","X","X","X","X","0.37"
"29","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
"30","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X","X"
