
"日/時","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","總和"
"01","0.00","0.00","0.00","0.00","0.00","0.43","0.91","2.04","2.96","3.72","4.28","2.68","2.24","1.31","1.58","0.98","1.47","0.78","0.40","0.03","0.00","0.00","0.00","0.00","25.81"
"02","0.00","0.00","0.00","0.00","0.00","0.36","0.93","2.01","2.88","3.84","4.39","3.48","1.82","1.13","1.86","0.95","0.67","0.58","0.02","0.00","0.00","0.00","0.00","0.00","24.92"
"03","0.00","0.00","0.00","0.00","0.00","0.41","0.84","2.02","2.92","2.69","2.23","3.65","2.21","1.95","0.88","1.29","1.04","0.45","0.13","0.00","0.00","0.00","0.00","0.00","22.71"
"04","0.00","0.00","0.00","0.00","0.00","0.18","0.79","1.98","2.81","3.63","4.20","4.69","4.80","4.61","3.88","3.20","1.26","0.49","0.01","0.00","0.00","0.00","0.00","0.00","36.53"
"05","0.00","0.00","0.00","0.00","0.00","0.18","0.84","2.01","2.85","3.70","4.20","4.75","4.80","4.34","3.85","3.16","1.18","0.30","0.00","0.00","0.00","0.00","0.00","0.00","36.16"
"06","0.00","0.00","0.00","0.00","0.00","0.35","0.92","2.07","2.93","3.78","4.36","4.96","3.40","2.68","2.07","1.15","0.77","0.00","0.16","0.04","0.00","0.00","0.00","0.00","29.64"
"07","0.00","0.00","0.00","0.00","0.00","0.55","1.02","2.10","2.99","3.96","4.51","3.02","1.72","1.57","3.84","0.77","0.60","0.60","0.40","0.03","0.00","0.00","0.00","0.00","27.68"
"08","0.00","0.00","0.00","0.00","0.00","0.18","0.87","1.96","2.25","2.43","4.48","3.72","3.29","0.62","0.60","0.60","0.60","0.60","0.60","0.59","0.00","0.00","0.00","0.00","23.39"
"09","0.00","0.00","0.00","0.00","0.01","0.60","1.15","2.15","3.01","3.71","2.19","1.89","1.92","0.79","1.18","1.10","0.62","1.10","0.58","0.59","0.00","0.00","0.00","0.00","22.59"
"10","0.00","0.00","0.00","0.00","0.01","0.60","1.09","2.13","3.01","3.36","2.37","1.93","1.63","1.59","1.38","1.39","0.65","0.60","0.59","0.59","0.00","0.00","0.00","0.00","22.92"
"11","0.00","0.00","0.00","0.00","0.01","0.60","0.88","2.06","2.94","3.23","2.15","1.62","1.73","2.41","1.46","1.72","1.33","0.63","0.60","0.58","0.00","0.00","0.00","0.00","23.95"
"12","0.00","0.00","0.00","0.00","0.01","0.60","0.97","1.89","2.82","3.39","4.10","4.22","4.84","4.55","3.93","2.48","1.17","1.02","0.25","0.00","0.00","0.00","0.00","0.00","36.24"
"13","0.00","0.00","0.00","0.00","0.00","0.21","0.77","1.98","2.84","3.81","3.84","1.83","0.78","1.25","0.47","0.63","0.60","0.60","0.60","0.55","0.00","0.00","0.00","0.00","20.76"
"14","0.00","0.00","0.00","0.00","0.01","0.60","0.99","2.13","3.11","3.90","4.48","4.80","4.79","4.73","3.80","1.38","1.02","0.82","0.60","0.59","0.00","0.00","0.00","0.00","37.75"
"15","0.00","0.00","0.00","0.00","0.00","0.56","0.86","1.81","2.64","3.62","4.21","4.37","4.66","4.61","3.28","1.78","1.18","0.71","0.32","0.00","0.00","0.00","0.00","0.00","34.61"
"16","0.00","0.00","0.00","0.00","0.00","0.15","0.88","1.96","2.81","3.61","1.90","2.62","1.78","0.58","0.76","2.18","0.70","0.01","0.00","0.00","0.00","0.00","0.00","0.00","19.94"
"17","0.00","0.00","0.00","0.00","0.00","0.45","0.90","1.96","2.78","3.65","4.08","4.17","2.29","1.65","1.43","1.19","0.60","0.58","0.45","0.35","0.00","0.00","0.00","0.00","26.53"
"18","0.00","0.00","0.00","0.00","0.01","0.59","0.99","2.05","2.86","3.71","4.20","4.69","4.71","4.28","3.96","1.04","0.60","0.60","0.60","0.59","0.00","0.00","0.00","0.00","35.48"
"19","0.00","0.00","0.00","0.00","0.01","0.59","0.87","1.90","2.96","3.79","4.21","4.79","4.80","4.47","3.90","3.14","1.50","0.81","0.04","0.00","0.00","0.00","0.00","0.00","37.78"
"20","0.00","0.00","0.00","0.00","0.00","0.15","0.98","1.91","2.91","3.74","4.23","4.36","4.12","4.38","2.68","1.65","1.45","0.61","0.40","0.59","0.00","0.00","0.00","0.00","34.16"
"21","0.00","0.00","0.00","0.00","0.00","0.48","0.81","1.47","1.49","3.18","4.24","4.66","4.64","3.33","1.42","0.61","0.60","0.60","0.60","0.58","0.00","0.00","0.00","0.00","28.71"
"22","0.00","0.00","0.00","0.00","0.01","0.60","0.98","2.01","2.98","3.70","4.27","4.80","5.08","4.41","2.61","1.49","0.87","0.77","0.60","0.57","0.00","0.00","0.00","0.00","35.75"
"23","0.00","0.00","0.00","0.00","0.01","0.43","0.96","2.02","2.85","3.09","2.44","2.08","2.46","1.97","1.48","1.71","0.62","0.60","0.35","0.00","0.00","0.00","0.00","0.00","23.07"
"24","0.00","0.00","0.00","0.00","0.00","0.19","0.60","0.61","0.61","0.58","0.63","0.63","0.60","0.62","0.65","0.60","0.60","0.56","0.31","0.21","0.00","0.00","0.00","0.00","8.00"
"25","0.00","0.00","0.00","0.00","0.00","0.11","0.36","0.58","0.60","0.58","0.61","0.60","0.60","0.62","0.38","0.13","0.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.20"
"26","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.11","0.17","0.40","0.99","0.70","0.60","0.76","0.72","0.60","0.60","0.60","0.58","0.09","0.00","0.00","0.00","0.00","6.92"
"27","0.00","0.00","0.00","0.00","0.00","0.02","0.52","1.09","1.27","2.23","1.95","1.33","1.38","2.18","0.91","0.60","0.60","0.60","0.02","0.00","0.00","0.00","0.00","0.00","14.70"
"28","0.00","0.00","0.00","0.00","0.00","0.07","0.93","1.97","2.60","3.13","3.86","3.81","3.36","3.09","2.20","1.33","1.30","0.66","0.00","0.00","0.00","0.00","0.00","0.00","28.31"
"29","0.00","0.00","0.00","0.00","0.00","0.05","0.60","0.60","0.69","1.20","1.37","1.16","1.49","2.08","1.85","1.30","0.98","0.80","0.01","0.00","0.00","0.00","0.00","0.00","14.18"
"30","0.00","0.00","0.00","0.00","0.00","0.01","0.82","1.85","2.61","2.91","2.49","2.11","2.46","2.64","1.64","1.31","0.79","0.52","0.06","0.00","0.00","0.00","0.00","0.00","22.22"
"31","0.00","0.00","0.00","0.00","0.00","0.02","0.78","1.77","2.70","3.15","2.01","2.32","2.24","1.05","0.85","1.52","1.12","0.60","0.05","0.00","0.00","0.00","0.00","0.00","20.18"
"總和","0.00","0.00","0.00","0.00","0.09","10.32","25.81","54.20","75.85","95.42","99.47","96.44","87.24","76.25","61.50","42.98","27.12","18.20","9.33","6.57","0.00","0.00","0.00","0.00","總和"
