DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),height,angle,Power(mW)
2024-01-06 06:20:00,8.0,0.06,1016.07,14.61,81.04,45.0,3.0,219.0,0.0
2024-01-06 06:30:00,8.0,0.0,1016.12,14.59,81.11,172.87,3.0,219.0,0.0
2024-01-06 06:40:00,8.0,0.0,1016.35,14.64,80.79,437.4,3.0,219.0,0.02
2024-01-06 06:50:00,8.0,0.0,1016.51,14.46,81.8,781.25,3.0,219.0,0.06
2024-01-06 07:00:00,8.0,0.0,1016.6,14.46,82.03,1211.08,3.0,219.0,0.15
2024-01-06 07:10:00,8.0,0.0,1016.64,14.38,82.65,1626.58,3.0,219.0,0.3
2024-01-06 07:20:00,8.0,0.0,1016.76,14.37,83.0,2048.75,3.0,219.0,0.52
2024-01-06 07:30:00,8.0,0.0,1016.93,14.67,82.0,2479.58,3.0,219.0,0.83
2024-01-06 07:40:00,8.0,0.0,1017.08,14.77,82.2,3151.17,3.0,219.0,1.59
2024-01-06 07:50:00,8.0,0.0,1017.28,15.18,80.32,4026.3,3.0,219.0,2.5
2024-01-06 08:00:00,8.0,0.0,1017.27,15.52,78.94,3958.5,3.0,219.0,2.42
2024-01-06 08:10:00,8.0,0.0,1017.47,15.79,78.48,4130.42,3.0,219.0,2.56
2024-01-06 08:20:00,8.0,0.0,1017.65,16.09,77.5,4969.58,3.0,219.0,3.77
2024-01-06 08:30:00,8.0,0.0,1017.6,16.45,75.53,5688.83,3.0,219.0,5.22
2024-01-06 08:40:00,8.0,0.15,1017.6,16.86,73.84,5093.92,3.0,219.0,4.05
2024-01-06 08:50:00,8.0,0.77,1017.61,17.05,73.56,5380.67,3.0,219.0,4.72
2024-01-06 09:00:00,8.0,0.2,1017.59,17.48,71.16,5775.5,3.0,219.0,5.63
2024-01-06 09:10:00,8.0,0.8,1017.54,17.86,68.55,6086.42,3.0,219.0,6.42
2024-01-06 09:20:00,8.0,0.73,1017.44,18.3,66.06,6402.04,3.0,219.0,7.15
2024-01-06 09:30:00,8.0,1.31,1017.35,18.56,66.09,6659.67,3.0,219.0,7.79
2024-01-06 09:40:00,8.0,0.23,1017.19,19.01,65.75,6925.91,3.0,219.0,8.42
2024-01-06 09:50:00,8.0,0.33,1017.0,19.32,64.17,7182.83,3.0,219.0,9.06
2024-01-06 10:00:00,8.0,0.0,1016.78,19.82,63.02,7429.08,3.0,219.0,9.36
2024-01-06 10:10:00,8.0,0.0,1016.59,20.24,58.79,7627.5,3.0,219.0,9.81
2024-01-06 10:20:00,8.0,0.0,1016.37,20.61,59.12,7859.08,3.0,219.0,10.39
2024-01-06 10:30:00,8.0,0.0,1016.22,20.92,58.13,8128.52,3.0,219.0,10.94
2024-01-06 10:40:00,8.0,0.0,1016.03,21.13,57.04,8475.5,3.0,219.0,11.81
2024-01-06 10:50:00,8.0,0.0,1015.88,21.4,56.53,8891.75,3.0,219.0,12.92
2024-01-06 11:00:00,8.0,0.0,1015.7,21.74,55.75,9408.92,3.0,219.0,14.24
2024-01-06 11:10:00,8.0,0.0,1015.53,21.81,55.25,10035.83,3.0,219.0,15.95
2024-01-06 11:20:00,8.0,0.0,1015.37,22.08,55.45,10615.67,3.0,219.0,17.74
