,DateTime,Date,Month,Day,Hour,Minute,Weekday,WindSpeed,Pressure,Temperature,Humidity,Sunlight,sum_ele,sum_pos,high,ele,Power,Precp
0,2024-01-06 06:30:00,5.0,1,6,6,30,5,0.0,1016.1177777777776,14.58888888888889,81.10888888888888,172.8711111111111,0.0,-0.8024078661211411,45.99,-0.6293203910498376,0.0022222222222222,0.0
1,2024-01-06 06:40:00,5.0,1,6,6,40,5,0.0,1016.35375,14.64375,80.79125,437.39625,0.0,-0.8032607911501256,45.99,-0.6293203910498376,0.01625,0.0
2,2024-01-06 06:50:00,5.0,1,6,6,50,5,0.0,1016.51,14.45875,81.8025,781.25125,0.0,-0.8041120722178903,45.99,-0.6293203910498376,0.05625,0.0
3,2024-01-06 07:00:00,5.0,1,6,7,0,5,0.0,1016.605,14.465,82.033,1211.082,0.0,-0.8049617075821961,45.99,-0.6293203910498376,0.151,0.0
4,2024-01-06 07:10:00,5.0,1,6,7,10,5,0.0,1016.644,14.377,82.64500000000001,1626.582,0.0,-0.8058096955041703,45.99,-0.6293203910498376,0.296,0.0
5,2024-01-06 07:20:00,5.0,1,6,7,20,5,0.0,1016.762,14.37,83.0,2048.75,0.0,-0.8066560342483136,45.99,-0.6293203910498376,0.518,0.0
6,2024-01-06 07:30:00,5.0,1,6,7,30,5,0.0,1016.932,14.669,82.0,2479.584,0.0,-0.8075007220825,45.99,-0.6293203910498376,0.8320000000000001,0.0
7,2024-01-06 07:40:00,5.0,1,6,7,40,5,0.0,1017.081,14.767,82.19800000000001,3151.166,0.0,-0.808343757277984,45.99,-0.6293203910498376,1.589,0.0
8,2024-01-06 07:50:00,5.0,1,6,7,50,5,0.0,1017.2822222222223,15.17888888888889,80.32444444444445,4026.2966666666666,0.0,-0.809185138109402,45.99,-0.6293203910498376,2.4966666666666666,0.0
9,2024-01-06 08:00:00,5.0,1,6,8,0,5,0.0,1017.271,15.52,78.94399999999999,3958.501,0.0,-0.810024862854775,45.99,-0.6293203910498376,2.4189999999999996,0.0
10,2024-01-06 08:10:00,5.0,1,6,8,10,5,0.0,1017.466,15.787,78.477,4130.416,0.0,-0.8108629297955159,45.99,-0.6293203910498376,2.565,0.0
11,2024-01-06 08:20:00,5.0,1,6,8,20,5,0.0,1017.653,16.086000000000002,77.502,4969.5830000000005,0.0,-0.8116993372164257,45.99,-0.6293203910498376,3.774,0.0
12,2024-01-06 08:30:00,5.0,1,6,8,30,5,0.0,1017.602,16.448,75.533,5688.832,0.0,-0.8125340834057092,45.99,-0.6293203910498376,5.218,0.0
13,2024-01-06 08:40:00,5.0,1,6,8,40,5,0.153,1017.603,16.855,73.837,5093.9169999999995,0.0,-0.8133671666549637,45.99,-0.6293203910498376,4.054,0.0
14,2024-01-06 08:50:00,5.0,1,6,8,50,5,0.77,1017.609,17.049,73.558,5380.668,0.0,-0.8141985852591945,45.99,-0.6293203910498376,4.7170000000000005,0.0
15,2024-01-06 09:00:00,5.0,1,6,9,0,5,0.197,1017.587,17.48,71.162,5775.499,0.0,-0.8150283375168115,45.99,-0.6293203910498376,5.633,0.0
