,DateTime,Date,Month,Day,Hour,Minute,Weekday,WindSpeed,Pressure,Temperature,Humidity,Sunlight,sum_ele,sum_pos,high,ele,Power,SunlightPred,GlobalRad,Precp
0,2024-02-14 15:20:00,44.0,2,14,15,20,2,1.01375,1012.41375,29.25875,40.6425,68440.5075,0.003505394200386,-0.0123122553058476,51.89,-0.2923717047227364,1111.255,68440.51,1.9666666666666677,0.0
1,2024-02-14 15:30:00,44.0,2,14,15,30,2,0.925,1012.466,30.327999999999996,38.023,65867.86600000001,0.0035038348677116,-0.0109093672437442,51.89,-0.2923717047227364,992.703,65867.87,1.85,0.0
2,2024-02-14 15:40:00,44.0,2,14,15,40,2,1.402,1012.38,27.986,44.33,59398.754,0.0035022755350287,-0.0095064577080762,51.89,-0.2923717047227364,839.53,59398.75,1.7333333333333338,0.0
3,2024-02-14 15:50:00,44.0,2,14,15,50,2,1.359,1012.469,27.582,45.529,42267.114,0.0035007162023372,-0.0081035294602746,51.89,-0.2923717047227364,501.613,42267.11,1.6166666666666676,0.0
4,2024-02-14 16:00:00,44.0,2,14,16,0,2,1.011,1012.528,27.036,47.428999999999995,40163.262,0.0034991568696373,-0.0067005852618066,51.89,-0.2923717047227364,425.971,40163.26,1.5,0.0
5,2024-02-14 16:10:00,44.0,2,14,16,10,2,0.8119999999999999,1012.585,27.699,45.376,38952.789,0.0034975975369288,-0.0052976278741736,51.89,-0.2923717047227364,395.391,38952.79,1.350000000000002,0.0
6,2024-02-14 16:20:00,44.0,2,14,16,20,2,0.941,1012.628,26.872000000000003,47.699,31097.917,0.0034960382042119,-0.0038946600589005,51.89,-0.2923717047227364,262.512,31097.92,1.200000000000001,0.0
7,2024-02-14 16:30:00,44.0,2,14,16,30,2,0.853,1012.711,26.629,48.676,24160.916,0.0034944788714864,-0.0024916845775327,51.89,-0.2923717047227364,169.101,24160.92,1.05,0.0
8,2024-02-14 16:40:00,44.0,2,14,16,40,2,0.567,1012.726,24.883000000000003,54.34,8633.583999999999,0.0034929195387524,-0.001088704191632,51.89,-0.2923717047227364,13.138,8633.58,0.9000000000000021,0.0
9,2024-02-14 16:50:00,44.0,2,14,16,50,2,,,,,,0.00349136020601,0.0003142783372302,51.89,-0.2923717047227364,,,0.750000000000001,0.0
10,2024-02-15 06:30:00,45.0,2,15,6,30,3,1.185,1013.7,15.669999999999998,83.50699999999999,1164.751,0.003363494892588,0.1151031743937539,51.89,-0.2923717047227364,0.362,1164.75,0.0,0.0
11,2024-02-15 06:40:00,45.0,2,15,6,40,3,1.175,1013.781,16.022,82.7,2358.916,0.0033619355591539,0.1164967185373687,51.89,-0.2923717047227364,1.346,2358.92,0.0,0.0
12,2024-02-15 06:50:00,45.0,2,15,6,50,3,1.49,1013.9122222222225,17.576666666666668,76.51333333333334,3735.647777777778,0.0033603762257115,0.1178900333734714,51.89,-0.2923717047227364,10.432222222222222,3735.65,0.0,0.0
13,2024-02-15 07:00:00,45.0,2,15,7,0,3,2.091,1013.96,19.324,69.142,5353.3330000000005,0.003358816892261,0.1192831161595155,51.89,-0.2923717047227364,23.74,5353.33,0.0,0.0
14,2024-02-15 07:10:00,45.0,2,15,7,10,3,1.836,1014.065,20.578,65.15,12150.999,0.0033572575588023,0.1206759641534128,51.89,-0.2923717047227364,44.701,12151.0,0.0666666666666664,0.0
15,2024-02-15 07:20:00,45.0,2,15,7,20,3,1.7239999999999998,1014.216,22.462,57.991,17001.666999999998,0.0033556982253355,0.1220685746135378,51.89,-0.2923717047227364,79.426,17001.67,0.1333333333333332,0.0
16,2024-02-15 07:30:00,45.0,2,15,7,30,3,2.413,1014.29,22.904,55.892999999999994,21634.915,0.0033541388918605,0.1234609447987289,51.89,-0.2923717047227364,124.837,21634.92,0.2,0.0
17,2024-02-15 07:40:00,45.0,2,15,7,40,3,1.593,1014.318,24.557,52.18300000000001,26630.5,0.0033525795583773,0.1248530719683011,51.89,-0.2923717047227364,185.433,26630.5,0.2666666666666664,0.0
18,2024-02-15 07:50:00,45.0,2,15,7,50,3,2.186,1014.359,24.968,50.4,31704.498,0.003351020224886,0.1262449533820467,51.89,-0.2923717047227364,258.681,31704.5,0.3333333333333332,0.0
19,2024-02-15 08:00:00,45.0,2,15,8,0,3,1.638,1014.458,26.731,45.233,36996.497,0.0033494608913865,0.1276365863002421,51.89,-0.2923717047227364,346.178,36996.5,0.4,0.0
20,2024-02-15 08:10:00,45.0,2,15,8,10,3,1.638,1014.5,27.138,44.067,42297.753,0.0033479015578789,0.1290279679836513,51.89,-0.2923717047227364,447.541,42297.75,0.5499999999999995,0.0
21,2024-02-15 08:20:00,45.0,2,15,8,20,3,2.44,1014.496,26.734,45.11,47306.688,0.0033463422243632,0.1304190956935345,51.89,-0.2923717047227364,551.9219999999999,47306.69,0.699999999999999,0.0
22,2024-02-15 08:30:00,45.0,2,15,8,30,3,1.749,1014.417,28.054,41.864,52792.543000000005,0.0033447828908393,0.1318099666916524,51.89,-0.2923717047227364,667.749,52792.54,0.8500000000000001,0.0
23,2024-02-15 08:40:00,45.0,2,15,8,40,3,1.689,1014.494,29.644,37.787,57881.293000000005,0.0033432235573073,0.1332005782402672,51.89,-0.2923717047227364,786.683,57881.29,0.9999999999999996,0.0
24,2024-02-15 08:50:00,45.0,2,15,8,50,3,2.22,1014.54,29.623,36.339,62118.863,0.0033416642237671,0.1345909276021556,51.89,-0.2923717047227364,897.811,62118.86,1.149999999999999,0.0
25,2024-02-15 09:00:00,45.0,2,15,9,0,3,2.448,1014.55,28.195,39.077000000000005,68069.218,0.0033401048902189,0.1359810120406088,51.89,-0.2923717047227364,1051.843,68069.22,1.3,0.0
26,2024-02-15 09:10:00,45.0,2,15,9,10,3,2.245,1014.491,29.598000000000003,36.177,73010.986,0.0033385455566625,0.1373708288194416,51.89,-0.2923717047227364,1191.311,73010.99,1.4166666666666663,0.0
27,2024-02-15 09:20:00,45.0,2,15,9,20,3,1.551,1014.467,31.985000000000003,31.144,77976.11,0.003336986223098,0.1387603752029915,51.89,-0.2923717047227364,1328.014,77976.11,1.5333333333333323,0.0
28,2024-02-15 09:30:00,45.0,2,15,9,30,3,1.194,1014.447,33.624,28.599,83496.289,0.0033354268895254,0.1401496484561321,51.89,-0.2923717047227364,1463.989,83496.29,1.65,0.0
29,2024-02-15 09:40:00,45.0,2,15,9,40,3,1.577,1014.418,34.605000000000004,26.871,86472.631,0.0033338675559446,0.1415386458442727,51.89,-0.2923717047227364,1515.007,86472.63,1.7666666666666662,0.0
30,2024-02-15 09:50:00,45.0,2,15,9,50,3,1.569,1014.337,33.7,26.994,91854.63,0.0033323082223558,0.1429273646333654,51.89,-0.2923717047227364,1642.661,91854.63,1.8833333333333324,0.0
31,2024-02-15 10:00:00,45.0,2,15,10,0,3,1.4369999999999998,1014.218,33.248000000000005,27.583,94707.172,0.0033307488887588,0.144315802089912,51.89,-0.2923717047227364,1679.761,94707.17,2.0,0.0
32,2024-02-15 10:10:00,45.0,2,15,10,10,3,0.994,1014.095,34.175,25.347,95782.598,0.0033291895551538,0.1457039554809671,51.89,-0.2923717047227364,1662.632,95782.6,2.083333333333333,0.0
33,2024-02-15 10:20:00,45.0,2,15,10,20,3,2.012,1013.966,34.823,23.805,102441.274,0.0033276302215407,0.1470918220741457,51.89,-0.2923717047227364,1803.141,102441.27,2.166666666666666,0.0
34,2024-02-15 10:30:00,45.0,2,15,10,30,3,1.49,1013.756,36.033,22.884,107231.381,0.0033260708879194,0.1484793991376251,51.89,-0.2923717047227364,1887.937,107231.38,2.25,0.0
35,2024-02-15 10:40:00,45.0,2,15,10,40,3,0.94,1013.571,34.102,25.732999999999997,115012.393,0.0033245115542901,0.1498666839401537,51.89,-0.2923717047227364,1972.942,115012.39,2.333333333333333,0.0
36,2024-02-15 10:50:00,45.0,2,15,10,50,3,0.7060000000000001,1013.319,35.757,23.8,114989.032,0.0033229522206527,0.151253673751056,51.89,-0.2923717047227364,1917.916,114989.03,2.416666666666666,0.0
37,2024-02-15 11:00:00,45.0,2,15,11,0,3,1.707,1013.102,35.479,25.193,117298.198,0.0033213928870072,0.1526403658402357,51.89,-0.2923717047227364,1996.78,117298.2,2.5,0.0
38,2024-02-15 11:10:00,45.0,2,15,11,10,3,1.332,1013.001,35.562,26.756,117673.207,0.0033198335533537,0.1540267574781833,51.89,-0.2923717047227364,2018.042,117673.21,2.5666666666666664,0.0
39,2024-02-15 11:20:00,45.0,2,15,11,20,3,0.496,1012.952,37.014,25.29,117758.2,0.0033182742196921,0.1554128459359808,51.89,-0.2923717047227364,2005.35,117858.4765625,2.633333333333333,0.0
40,2024-02-15 11:30:00,45.0,2,15,11,30,3,0.932,1012.73,36.465999999999994,26.719,117758.2,0.0033167148860224,0.1567986284853071,51.89,-0.2923717047227364,2011.472,117858.2890625,2.7,0.0
41,2024-02-15 11:40:00,45.0,2,15,11,40,3,1.132,1012.441,36.943,26.273000000000003,117758.2,0.0033151555523446,0.1581841023984429,51.89,-0.2923717047227364,2072.225,117828.2890625,2.766666666666666,0.0
42,2024-02-15 11:50:00,45.0,2,15,11,50,3,0.837,1012.29,30.29,39.172,63200.47900000001,0.0033135962186588,0.1595692649482752,51.89,-0.2923717047227364,1027.168,63200.48,2.8333333333333326,0.0
43,2024-02-15 12:00:00,45.0,2,15,12,0,3,1.079,1012.079,27.368,48.275,51282.697,0.0033120368849649,0.1609541134083062,51.89,-0.2923717047227364,675.403,51282.7,2.9,0.0
44,2024-02-15 12:10:00,45.0,2,15,12,10,3,1.062,1011.97,31.724,38.073,93181.082,0.003310477551263,0.1623386450526544,51.89,-0.2923717047227364,1624.258,93181.08,2.7833333333333337,0.0
45,2024-02-15 12:20:00,45.0,2,15,12,20,3,1.027,1011.805,33.157,37.09,111508.13,0.003308918217553,0.1637228571560632,51.89,-0.2923717047227364,2024.408,111508.13,2.6666666666666674,0.0
46,2024-02-15 12:30:00,45.0,2,15,12,30,3,1.506,1011.623,33.042,37.721,117758.2,0.003307358883835,0.1651067469939044,51.89,-0.2923717047227364,2105.333,117758.2,2.55,0.0
47,2024-02-15 12:40:00,45.0,2,15,12,40,3,1.706,1011.418,29.075,47.899,85180.473,0.0033057995501089,0.1664903118421856,51.89,-0.2923717047227364,1409.91,85180.47,2.433333333333334,0.0
48,2024-02-15 12:50:00,45.0,2,15,12,50,3,1.568,1011.255,29.256,47.794,96286.801,0.0033042402163748,0.1678735489775501,51.89,-0.2923717047227364,1642.227,96286.8,2.316666666666668,0.0
49,2024-02-15 13:00:00,45.0,2,15,13,0,3,1.428,1011.079,28.622000000000003,49.564,50844.35,0.0033026808826327,0.1692564556772901,51.89,-0.2923717047227364,640.038,50844.35,2.2,0.0
50,2024-02-15 13:10:00,45.0,2,15,13,10,3,1.498,1010.969,28.607,49.619,91154.386,0.0033011215488825,0.1706390292193476,51.89,-0.2923717047227364,1494.818,91154.39,2.283333333333333,0.0
51,2024-02-15 13:20:00,45.0,2,15,13,20,3,1.863,1010.983,29.519,47.268,117588.395,0.0032995622151243,0.1720212668823188,51.89,-0.2923717047227364,2124.366,117588.39,2.3666666666666663,0.0
52,2024-02-15 13:30:00,45.0,2,15,13,30,3,1.316,1010.931,29.927999999999997,46.745999999999995,115371.225,0.0032980028813581,0.1734031659454624,51.89,-0.2923717047227364,1989.387,115371.22,2.45,0.0
53,2024-02-15 13:40:00,45.0,2,15,13,40,3,1.732,1010.855,29.244,48.082,113245.705,0.0032964435475838,0.1747847236887036,51.89,-0.2923717047227364,1965.289,113245.7,2.533333333333333,0.0
54,2024-02-15 13:50:00,45.0,2,15,13,50,3,2.3579999999999997,1010.725,28.987,49.092,91871.339,0.0032948842138016,0.1761659373926387,51.89,-0.2923717047227364,1503.976,91871.34,2.6166666666666663,0.0
55,2024-02-15 14:00:00,45.0,2,15,14,0,3,1.6969999999999998,1010.69,28.836,48.376,61080.564,0.0032933248800113,0.177546804338541,51.89,-0.2923717047227364,799.038,61080.56,2.7,0.0
56,2024-02-15 14:10:00,45.0,2,15,14,10,3,1.542,1010.588,29.532,46.956,73320.051,0.003291765546213,0.1789273218083673,51.89,-0.2923717047227364,1123.468,73320.05,2.450000000000001,0.0
57,2024-02-15 14:20:00,45.0,2,15,14,20,3,1.229,1010.567,27.82,52.473,36314.887,0.0032902062124067,0.1803074870847628,51.89,-0.2923717047227364,272.923,36314.89,2.200000000000002,0.0
58,2024-02-15 14:30:00,45.0,2,15,14,30,3,1.281,1010.576,27.751,52.727999999999994,30607.083,0.0032886468785925,0.1816872974510632,51.89,-0.2923717047227364,199.469,30607.08,1.95,0.0
59,2024-02-15 14:40:00,45.0,2,15,14,40,3,1.438,1010.436,27.226999999999997,54.896,26633.667,0.0032870875447702,0.1830667501913054,51.89,-0.2923717047227364,154.509,26633.67,1.7000000000000008,0.0
60,2024-02-15 14:50:00,45.0,2,15,14,50,3,1.289,1010.41,26.476999999999997,57.872,20712.334,0.0032855282109399,0.18444584259023,51.89,-0.2923717047227364,92.26,20712.33,1.4500000000000015,0.0
61,2024-02-15 15:00:00,45.0,2,15,15,0,3,1.061,1010.355,27.019,56.440999999999995,27714.135,0.0032839688771016,0.1858245719332859,51.89,-0.2923717047227364,189.88,27714.14,1.2,0.0
62,2024-02-15 15:10:00,45.0,2,15,15,10,3,0.6279999999999999,1010.361,26.523000000000003,57.93300000000001,15439.082,0.0032824095432554,0.1872029355066364,51.89,-0.2923717047227364,51.086,15439.08,1.1000000000000003,0.0
63,2024-02-15 15:20:00,45.0,2,15,15,20,3,1.0366666666666666,1010.4455555555556,25.896666666666665,60.39777777777778,13905.834444444445,0.0032808502094012,0.188580930597166,51.89,-0.2923717047227364,38.95666666666667,13905.83,1.0000000000000009,0.0
64,2024-02-15 15:30:00,45.0,2,15,15,30,3,0.8089999999999999,1010.582,25.892000000000003,60.133,14369.083,0.003279290875539,0.1899585544924843,51.89,-0.2923717047227364,42.298,14369.08,0.8999999999999999,0.0
65,2024-02-15 15:40:00,45.0,2,15,15,40,3,1.028,1010.701,25.901999999999997,59.654,13794.585,0.0032777315416688,0.1913358044809303,51.89,-0.2923717047227364,40.146,13794.58,0.8000000000000004,0.0
66,2024-02-15 15:50:00,45.0,2,15,15,50,3,0.688,1010.788,26.268,58.499,15946.667,0.0032761722077907,0.1927126778515811,51.89,-0.2923717047227364,54.075,15946.67,0.7000000000000007,0.0
67,2024-02-15 16:00:00,45.0,2,15,16,0,3,1.09,1010.882,26.156,58.639,19197.001,0.0032746128739045,0.1940891718942522,51.89,-0.2923717047227364,95.324,19197.0,0.6,0.0
68,2024-02-15 16:10:00,45.0,2,15,16,10,3,1.081,1010.947,27.375,54.575,25849.616,0.0032730535400105,0.1954652838995086,51.89,-0.2923717047227364,191.697,25849.62,0.5500000000000007,0.0
69,2024-02-15 16:20:00,45.0,2,15,16,20,3,0.958,1011.019,26.041000000000004,58.79,10954.334,0.0032714942061084,0.1968410111586654,51.89,-0.2923717047227364,25.836,10954.33,0.5000000000000003,0.0
70,2024-02-15 16:30:00,45.0,2,15,16,30,3,1.307,1011.101,25.494999999999997,60.864,6599.666,0.0032699348721984,0.1982163509637959,51.89,-0.2923717047227364,9.137,6599.67,0.4499999999999999,0.0
71,2024-02-15 16:40:00,45.0,2,15,16,40,3,0.706,1011.211,25.185,62.301,5999.3330000000005,0.0032683755382805,0.1995913006077366,51.89,-0.2923717047227364,7.686,5999.33,0.4000000000000007,0.0
72,2024-02-15 16:50:00,45.0,2,15,16,50,3,0.5660000000000001,1011.287,25.554,61.385000000000005,6198.25,0.0032668162043546,0.2009658573840901,51.89,-0.2923717047227364,8.832,6198.25,0.3500000000000003,0.0
73,2024-02-16 06:30:00,46.0,2,16,6,30,4,0.688,1015.379,18.53,92.147,193.165,0.0031389507957488,0.3120864481305647,51.89,-0.2923717047227364,0.013,193.17,0.0,0.0
74,2024-02-16 06:40:00,46.0,2,16,6,40,4,0.373,1015.472,18.549,92.264,374.917,0.0031373914611765,0.3134190495076527,51.89,-0.2923717047227364,0.0419999999999999,374.92,0.0,0.0
75,2024-02-16 06:50:00,46.0,2,16,6,50,4,0.8710000000000001,1015.596,18.409,91.853,649.6650000000001,0.0031358321265966,0.3147510339631353,51.89,-0.2923717047227364,0.137,649.67,0.0,0.0
76,2024-02-16 07:00:00,46.0,2,16,7,0,4,0.601,1015.701,18.503,91.532,873.418,0.0031342727920091,0.3160823988751869,51.89,-0.2923717047227364,0.268,873.42,0.0,0.0
77,2024-02-16 07:10:00,46.0,2,16,7,10,4,0.881,1015.82,18.532,91.587,1251.582,0.0031327134574139,0.3174131416232025,51.89,-0.2923717047227364,0.576,1251.58,0.0166666666666666,0.0
78,2024-02-16 07:20:00,46.0,2,16,7,20,4,0.8710000000000001,1015.983,18.613,90.979,1759.0,0.0031311541228111,0.3187432595878001,51.89,-0.2923717047227364,1.103,1759.0,0.0333333333333333,0.0
79,2024-02-16 07:30:00,46.0,2,16,7,30,4,0.663,1016.033,18.735,90.66,2688.083,0.0031295947882007,0.3200727501508287,51.89,-0.2923717047227364,2.901,2688.08,0.05,0.0
80,2024-02-16 07:40:00,46.0,2,16,7,40,4,0.696,1016.14,18.871,90.48,3067.999,0.0031280354535827,0.3214016106953724,51.89,-0.2923717047227364,3.764,3068.0,0.0666666666666666,0.0
81,2024-02-16 07:50:00,46.0,2,16,7,50,4,0.592,1016.241,19.025,90.093,3720.249,0.0031264761189571,0.3227298386057544,51.89,-0.2923717047227364,5.2700000000000005,3720.25,0.0833333333333333,0.0
82,2024-02-16 08:00:00,46.0,2,16,8,0,4,0.583,1016.355,19.235,89.631,4540.999,0.0031249167843239,0.3240574312675437,51.89,-0.2923717047227364,7.76,4541.0,0.1,0.0
