,DateTime,Date,Month,Day,Hour,Minute,Weekday,WindSpeed,Pressure,Temperature,Humidity,Sunlight,sum_ele,sum_pos,high,ele,Power,Precp
0,2024-05-14 16:50:00,134.0,5,14,16,50,1,0.218,1007.623,25.6,63.302,5997.999,0.0854873995185901,0.0211729867115174,52.49,-0.4694715627858908,8.47,0.0
1,2024-05-15 06:30:00,135.0,5,15,6,30,2,0.0,1009.335,36.122,40.922,12158.167,0.0863314990109894,0.0964173194011786,52.49,-0.4694715627858908,21.072,0.0
2,2024-05-15 06:40:00,135.0,5,15,6,40,2,0.0,1009.424,36.762,37.982,11151.834,0.0863417925260023,0.0973324188986959,52.49,-0.4694715627858908,18.767,0.0
3,2024-05-15 06:50:00,135.0,5,15,6,50,2,0.0,1009.45,37.989999999999995,35.153000000000006,13575.084,0.086352086031798,0.0982474361171898,52.49,-0.4694715627858908,32.631,0.0
4,2024-05-15 07:00:00,135.0,5,15,7,0,2,0.087,1009.58,39.428,31.476999999999997,15279.416,0.0863623795283755,0.0991623702831567,52.49,-0.4694715627858908,45.742,0.0
5,2024-05-15 07:10:00,135.0,5,15,7,10,2,0.0,1009.647,38.088,33.326,16343.501,0.0863726730157335,0.1000772206231666,52.49,-0.4694715627858908,50.135000000000005,0.0
6,2024-05-15 07:20:00,135.0,5,15,7,20,2,0.017,1009.744,38.09,33.331,28970.75,0.0863829664938712,0.1009919863638604,52.49,-0.4694715627858908,84.077,0.0
7,2024-05-15 07:30:00,135.0,5,15,7,30,2,0.1649999999999999,1009.784,39.549,29.907,40715.897,0.0863932599627872,0.1019066667319481,52.49,-0.4694715627858908,134.344,0.0
8,2024-05-15 07:40:00,135.0,5,15,7,40,2,0.034,1009.894,42.468,25.059,51339.951,0.0864035534224806,0.1028212609542141,52.49,-0.4694715627858908,241.49,0.0
9,2024-05-15 07:50:00,135.0,5,15,7,50,2,0.0,1009.867,42.799,24.048,44240.87,0.0864138468729502,0.103735768257516,52.49,-0.4694715627858908,208.64300000000003,0.0
10,2024-05-15 08:00:00,135.0,5,15,8,0,2,0.069,1009.86,42.899,23.511000000000003,55024.801,0.0864241403141949,0.1046501878687819,52.49,-0.4694715627858908,311.35900000000004,0.0
11,2024-05-15 08:10:00,135.0,5,15,8,10,2,0.191,1009.837,43.431,22.116,61199.04299999999,0.0864344337462137,0.105564519015017,52.49,-0.4694715627858908,390.737,0.0
12,2024-05-15 08:20:00,135.0,5,15,8,20,2,0.104,1009.809,44.294,21.379,69080.68000000001,0.0864447271690054,0.1064787609233007,52.49,-0.4694715627858908,509.398,0.0
13,2024-05-15 08:30:00,135.0,5,15,8,30,2,0.0349999999999999,1009.936,45.341,19.651,75512.775,0.086455020582569,0.1073929128207864,52.49,-0.4694715627858908,618.048,0.0
