,DateTime,Date,Month,Day,Hour,Minute,Weekday,WindSpeed,Pressure,Temperature,Humidity,Sunlight,sum_ele,sum_pos,high,ele,Power,SunlightPred,GlobalRad,Precp
0,2024-01-01 06:30:00,0.0,1,1,6,30,0,0.0,1016.5444444444444,17.5,86.77777777777777,50.093333333333334,0.0348994967025009,0.8567175188650495,52.49,-0.0174524064372831,0.0022222222222222,50.09,0.0,0.0
1,2024-01-01 06:40:00,0.0,1,1,6,40,0,0.0,1016.589,17.490000000000002,86.8,163.25,0.0465253121977466,0.980271174621722,52.49,-0.0174524064372831,0.016,163.25,0.0,0.0
2,2024-01-01 06:50:00,0.0,1,1,6,50,0,0.0,1016.66,17.5,86.95,326.834,0.0581448289104758,0.98965138681967,52.49,-0.0174524064372831,0.046,326.83,0.0,0.0
3,2024-01-01 07:00:00,0.0,1,1,7,0,0,0.0,1016.73,17.5,86.99,470.834,0.0697564737441253,0.8837656300886935,52.49,-0.0174524064372831,0.083,470.83,0.0,0.0
4,2024-01-01 07:10:00,0.0,1,1,7,10,0,0.0,1016.774,17.57,86.97,659.667,0.1036605394984552,0.8734891367260524,52.49,-0.0174524064372831,0.139,659.67,0.0,0.0
5,2024-01-01 07:20:00,0.0,1,1,7,20,0,0.6819300399999999,1016.922,17.630000000000003,86.17999999999999,889.6659999999999,0.1374445460371466,0.8628079217361666,52.49,-0.0174524064372831,0.247,889.67,0.0,0.0
6,2024-01-01 07:30:00,0.0,1,1,7,30,0,0.6073700000000001,1016.992,17.740000000000002,85.41,1263.833,0.1710693648611025,0.8517269341430477,52.49,-0.0174524064372831,0.4469999999999999,1263.83,0.0,0.0
7,2024-01-01 07:40:00,0.0,1,1,7,40,0,0.0,1017.094,17.9,85.41,2136.833,0.2044960518417903,0.8402513082009658,52.49,-0.0174524064372831,1.129,2136.83,0.0,0.0
8,2024-01-01 07:50:00,0.0,1,1,7,50,0,0.0,1017.27,18.130000000000003,85.19,2598.001,0.237685892326173,0.8283863610155487,52.49,-0.0174524064372831,1.597,2598.0,0.0,0.0
9,2024-01-01 08:00:00,0.0,1,1,8,0,0,0.0,1017.419,18.29,84.38000000000001,2160.166,0.2706004459758636,0.8161375900801604,52.49,-0.0174524064372831,1.1800000000000002,2160.17,0.0,0.0
