,Unnamed: 0,DateTime,Date,Month,Day,Hour,Minute,Weekday,WindSpeed,Pressure,Temperature,Humidity,Sunlight,sum_ele,sum_pos,high,ele,Power,SunlightPred,GlobalRad,Precp
0,0,2024-03-03 12:20:00,62.0,3,3,12,20,6,1.1685714285714286,1019.1657142857142,32.38285714285714,37.35142857142858,58352.63285714285,0.0120585870461951,-0.976439944275896,11.88,0.9902680687415704,888.26,58352.63,2.1666666666666683,0.0
1,1,2024-03-03 12:30:00,62.0,3,3,12,30,6,2.16,1019.001,30.818,39.013,58168.077000000005,0.0120556730774309,-0.9766963361917188,11.88,0.9902680687415704,610.7729999999999,58168.08,1.95,0.0
2,2,2024-03-03 12:40:00,62.0,3,3,12,40,6,1.735,1018.756,30.698,40.196,73162.27900000001,0.0120527591085644,-0.976951341821544,11.88,0.9902680687415704,1033.88,73162.28,1.733333333333334,0.0
3,3,2024-03-03 12:50:00,62.0,3,3,12,50,6,1.863,1018.428,30.919,39.016,50735.304,0.0120498451395954,-0.9772049608034262,11.88,0.9902680687415704,452.48099999999994,50735.3,1.5166666666666682,0.0
4,4,2024-03-03 13:00:00,62.0,3,3,13,0,6,1.517,1018.295,31.065,39.427,61489.240000000005,0.0120469311705241,-0.9774571927773886,11.88,0.9902680687415704,674.019,61489.24,1.3,0.0
5,5,2024-03-03 13:10:00,62.0,3,3,13,10,6,2.082,1018.166,29.389999999999997,41.338,52029.41,0.0120440172013506,-0.9777080373854224,11.88,0.9902680687415704,500.12700000000007,52029.41,1.3166666666666669,0.0
6,6,2024-03-03 13:20:00,62.0,3,3,13,20,6,2.133,1018.06,26.808999999999997,46.638,35562.882,0.0120411032320747,-0.977957494271488,11.88,0.9902680687415704,212.073,35562.88,1.3333333333333333,0.0
7,7,2024-03-03 13:30:00,62.0,3,3,13,30,6,1.585,1017.927,26.598000000000003,47.465999999999994,33044.665,0.0120381892626966,-0.9782055630815164,11.88,0.9902680687415704,180.915,33044.66,1.35,0.0
8,8,2024-03-03 13:40:00,62.0,3,3,13,40,6,1.664,1017.822,25.875,49.247,28176.417,0.0120352752932162,-0.9784522434634072,11.88,0.9902680687415704,131.176,28176.42,1.3666666666666665,0.0
9,9,2024-03-03 13:50:00,62.0,3,3,13,50,6,1.473,1017.767,25.494999999999997,50.634,29951.668,0.0120323613236336,-0.978697535067032,11.88,0.9902680687415704,149.506,29951.67,1.383333333333333,0.0
10,10,2024-03-03 14:00:00,62.0,3,3,14,0,6,2.212,1017.705,25.643,50.143,30485.666000000005,0.0120294473539489,-0.9789414375442328,11.88,0.9902680687415704,155.789,30485.67,1.4,0.0
11,11,2024-03-03 14:10:00,62.0,3,3,14,10,6,2.003,1017.634,25.257,50.965999999999994,29131.75,0.012026533384162,-0.9791839505488245,11.88,0.9902680687415704,142.855,29131.75,1.3000000000000005,0.0
12,12,2024-03-03 14:20:00,62.0,3,3,14,20,6,1.803,1017.551,25.089,51.826,26531.917,0.0120236194142729,-0.9794250737365924,11.88,0.9902680687415704,118.665,26531.92,1.2000000000000006,0.0
13,13,2024-03-03 14:30:00,62.0,3,3,14,30,6,2.359,1017.472,24.403,53.571000000000005,23765.582,0.0120207054442818,-0.9796648067652954,11.88,0.9902680687415704,95.963,23765.58,1.1,0.0
14,14,2024-03-03 14:40:00,62.0,3,3,14,40,6,1.436,1017.463,23.927,55.173,17020.5,0.0120177914741885,-0.9799031492946658,11.88,0.9902680687415704,50.753,17020.5,1.0000000000000004,0.0
15,15,2024-03-03 14:50:00,62.0,3,3,14,50,6,1.375,1017.481,23.796,55.876999999999995,19240.666,0.0120148775039932,-0.980140100986409,11.88,0.9902680687415704,64.426,19240.67,0.9000000000000007,0.0
16,16,2024-03-03 15:00:00,62.0,3,3,15,0,6,1.723,1017.472,23.898,55.971,16979.084,0.0120119635336959,-0.9803756615042049,11.88,0.9902680687415704,50.483,16979.08,0.8,0.0
17,17,2024-03-03 15:10:00,62.0,3,3,15,10,6,2.048,1017.464,22.89,59.26899999999999,9997.583,0.0120090495632966,-0.9806098305137076,11.88,0.9902680687415704,18.05,9997.58,0.7666666666666668,0.0
18,18,2024-03-03 15:20:00,62.0,3,3,15,20,6,1.185,1017.488,22.257,59.758,8680.25,0.0120061355927952,-0.9808426076825464,11.88,0.9902680687415704,13.738,8680.25,0.7333333333333336,0.0
19,19,2024-03-03 15:30:00,62.0,3,3,15,30,6,1.49,1017.413,22.249,60.690999999999995,7415.917,0.0120032216221919,-0.981073992680326,11.88,0.9902680687415704,10.394,7415.92,0.7,0.0
20,20,2024-03-03 15:40:00,62.0,3,3,15,40,6,1.55,1017.392,22.14,60.713,9780.668,0.0120003076514867,-0.9813039851786276,11.88,0.9902680687415704,17.091,9780.67,0.6666666666666667,0.0
21,21,2024-03-03 15:50:00,62.0,3,3,15,50,6,2.099,1017.32,22.153,61.338,11092.001,0.0119973936806796,-0.9815325848510082,11.88,0.9902680687415704,20.902,11092.0,0.6333333333333335,0.0
22,22,2024-03-03 16:00:00,62.0,3,3,16,0,6,1.952,1017.304,21.876,62.162,10042.834,0.0119944797097705,-0.9817597913730024,11.88,0.9902680687415704,17.124000000000002,10042.83,0.6,0.0
23,23,2024-03-03 16:10:00,62.0,3,3,16,10,6,1.516,1017.318,22.046,62.093,10973.833,0.0119915657387596,-0.9819856044221216,11.88,0.9902680687415704,21.018,10973.83,0.5666666666666671,0.0
24,24,2024-03-03 16:20:00,62.0,3,3,16,20,6,1.854,1017.463,22.202,61.703,10889.167,0.0119886517676469,-0.9822100236778551,11.88,0.9902680687415704,21.687,10889.17,0.5333333333333335,0.0
25,25,2024-03-03 16:30:00,62.0,3,3,16,30,6,1.027,1017.533,22.389,61.241,9060.749,0.0119857377964324,-0.982433048821671,11.88,0.9902680687415704,16.856,9060.75,0.5,0.0
26,26,2024-03-03 16:40:00,62.0,3,3,16,40,6,1.116,1017.555,22.489,60.483,7899.833,0.011982823825116,-0.9826546795370156,11.88,0.9902680687415704,12.955000000000002,7899.83,0.4666666666666672,0.0
27,27,2024-03-03 16:50:00,62.0,3,3,16,50,6,1.097,1017.646,22.16,61.984,6826.334,0.0119799098536979,-0.9828749155093144,11.88,0.9902680687415704,9.9,6826.33,0.4333333333333335,0.0
