,idx,DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),height,angle,Power(mW),SunlightPred
0,0,2024-01-01 06:20:00,17.0,0.0,1022.91,17.9,63.1,22.5,0.0,0.0,0.0,22.5
1,1,2024-01-01 06:30:00,17.0,0.0,1023.0,17.9,63.33,52.5,0.0,0.0,0.01,52.5
2,2,2024-01-01 06:40:00,17.0,0.0,1023.09,17.9,63.69,183.75,0.0,0.0,0.02,183.75
3,3,2024-01-01 06:50:00,17.0,0.0,1023.18,17.96,64.16,356.25,0.0,0.0,0.05,356.25
4,4,2024-01-01 07:00:00,17.0,0.0,1023.2,18.03,65.22,751.17,0.0,0.0,0.18,751.17
5,5,2024-01-01 07:10:00,17.0,0.0,1023.3,18.1,65.41,866.75,0.0,0.0,0.23,866.75
6,6,2024-01-01 07:20:00,17.0,0.0,1023.49,18.19,64.81,1055.58,0.0,0.0,0.32,1055.58
7,7,2024-01-01 07:30:00,17.0,0.0,1023.65,18.15,64.62,932.17,0.0,0.0,0.25,932.17
8,8,2024-01-01 07:40:00,17.0,0.0,1023.75,18.1,65.4,1042.67,0.0,0.0,0.3,1042.67
9,9,2024-01-01 07:50:00,17.0,0.0,1023.96,18.1,66.63,1859.83,0.0,0.0,0.89,1859.83
10,10,2024-01-01 08:00:00,17.0,0.0,1024.0,18.23,67.42,2211.83,0.0,0.0,1.23,2211.83
11,11,2024-01-01 08:10:00,17.0,0.0,1024.03,18.3,67.15,2844.58,0.0,0.0,1.89,2844.58
12,12,2024-01-01 08:20:00,17.0,0.0,1024.03,18.38,67.15,3274.67,0.0,0.0,2.51,3274.67
13,13,2024-01-01 08:30:00,17.0,0.0,1024.21,18.46,66.47,4019.92,0.0,0.0,3.8,4019.92
14,14,2024-01-01 08:40:00,17.0,0.0,1024.36,18.6,66.7,5415.33,0.0,0.0,6.64,5415.33
15,15,2024-01-01 08:50:00,17.0,0.0,1024.41,18.89,65.78,5790.42,0.0,0.0,7.6,5790.42
16,16,2024-01-01 09:00:00,17.0,0.0,1024.42,19.0,65.3,5758.17,0.0,0.0,7.23,5758.17
17,17,2024-01-01 09:10:00,17.0,0.0,1024.45,19.01,65.15,5778.75,0.0,0.0,7.81,5778.75
18,18,2024-01-01 09:20:00,17.0,0.0,1024.54,19.15,64.65,7257.17,0.0,0.0,11.54,7257.17
19,19,2024-01-01 09:30:00,17.0,0.0,1024.62,19.3,64.67,7517.17,0.0,0.0,12.46,7517.17
20,20,2024-01-01 09:40:00,17.0,0.0,1024.56,19.45,64.39,7619.08,0.0,0.0,13.21,7619.08
21,21,2024-01-01 09:50:00,17.0,0.0,1024.47,19.65,64.39,11013.58,0.0,0.0,25.53,11013.58
22,22,2024-01-01 10:00:00,17.0,0.0,1024.31,20.26,63.98,15059.0,0.0,0.0,47.37,15059.0
23,23,2024-01-01 10:10:00,17.0,0.0,1024.25,20.98,62.44,16462.25,0.0,0.0,58.65,16462.25
24,24,2024-01-01 10:20:00,17.0,0.0,1024.19,21.49,61.07,15433.92,0.0,0.0,54.15,15433.92
25,25,2024-01-01 10:30:00,17.0,0.0,1024.13,20.89,60.04,8632.25,0.0,0.0,16.41,8632.25
26,26,2024-01-01 10:40:00,17.0,0.0,1024.16,20.34,61.9,11667.33,0.0,0.0,30.63,11667.33
27,27,2024-01-01 10:50:00,17.0,0.0,1024.0,20.4,61.13,11000.0,0.0,0.0,27.1,11000.0
