,Unnamed: 0,DateTime,Date,Month,Day,Hour,Minute,Weekday,WindSpeed,Pressure,Temperature,Humidity,Sunlight,sum_ele,sum_pos,high,ele,Power,SunlightPred,GlobalRad,Precp
0,0,2024-04-18 06:30:00,108.0,4,18,6,30,3,0.305,1001.216,27.552,67.164,9846.75,0.0397142820025595,0.749560333556238,52.49,0.325568154457157,18.298,9846.75,0.1,0.0
1,1,2024-04-18 06:40:00,108.0,4,18,6,40,3,0.096,1001.472,27.507,68.51599999999999,10591.251,0.0397229032343069,0.7502313324195056,52.49,0.325568154457157,18.746,10591.25,0.1333333333333332,0.0
2,2,2024-04-18 06:50:00,108.0,4,18,6,50,3,0.217,1001.557,27.757,68.889,10334.915,0.0397315244630972,0.750901559480976,52.49,0.325568154457157,17.756,10334.91,0.1666666666666666,0.0
3,3,2024-04-18 07:00:00,108.0,4,18,7,0,3,0.06,1001.79,28.077999999999996,68.178,11884.084,0.0397401456889297,0.7515710140511513,52.49,0.325568154457157,22.665,11884.08,0.2,0.0
4,4,2024-04-18 07:10:00,108.0,4,18,7,10,3,0.061,1001.899,28.675,66.613,12909.918,0.0397487669118039,0.7522396954413293,52.49,0.325568154457157,28.406,12909.92,0.2333333333333332,0.0
5,5,2024-04-18 07:20:00,108.0,4,18,7,20,3,0.017,1002.211,29.08,65.308,11329.0,0.039757388131719,0.7529076029636026,52.49,0.325568154457157,21.876,11329.0,0.2666666666666666,0.0
6,6,2024-04-18 07:30:00,108.0,4,18,7,30,3,0.149,1002.567,29.452999999999996,64.322,17251.832000000002,0.0397660093486745,0.7535747359308604,52.49,0.325568154457157,48.538,17251.83,0.3,0.0
7,7,2024-04-18 07:40:00,108.0,4,18,7,40,3,0.191,1002.488,30.593,60.453,26329.833999999995,0.0397746305626697,0.7542410936567887,52.49,0.325568154457157,108.24,26329.83,0.3333333333333332,0.0
8,8,2024-04-18 07:50:00,108.0,4,18,7,50,3,0.191,1002.564,32.393,54.617,28898.58,0.0397832517737039,0.75490667545587,52.49,0.325568154457157,140.549,28898.58,0.3666666666666666,0.0
9,9,2024-04-18 08:00:00,108.0,4,18,8,0,3,0.044,1002.751,32.769999999999996,53.77,24395.584,0.0397918729817766,0.7555714806433869,52.49,0.325568154457157,107.668,24395.58,0.4,0.0
