,idx,DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),height,angle,Power(mW),SunlightPred
0,0,2024-02-14 15:20:00,14.0,1.01,1012.41,29.26,40.64,68440.51,5.0,197.0,1111.25,68440.51
1,1,2024-02-14 15:30:00,14.0,0.92,1012.47,30.33,38.02,65867.87,5.0,197.0,992.7,65867.87
2,2,2024-02-14 15:40:00,14.0,1.4,1012.38,27.99,44.33,59398.75,5.0,197.0,839.53,59398.75
3,3,2024-02-14 15:50:00,14.0,1.36,1012.47,27.58,45.53,42267.11,5.0,197.0,501.61,42267.11
4,4,2024-02-14 16:00:00,14.0,1.01,1012.53,27.04,47.43,40163.26,5.0,197.0,425.97,40163.26
5,5,2024-02-14 16:10:00,14.0,0.81,1012.58,27.7,45.38,38952.79,5.0,197.0,395.39,38952.79
6,6,2024-02-14 16:20:00,14.0,0.94,1012.63,26.87,47.7,31097.92,5.0,197.0,262.51,31097.92
7,7,2024-02-14 16:30:00,14.0,0.85,1012.71,26.63,48.68,24160.92,5.0,197.0,169.1,24160.92
8,8,2024-02-14 16:40:00,14.0,0.57,1012.73,24.88,54.34,8633.58,5.0,197.0,13.14,8633.58
9,9,2024-02-15 06:10:00,14.0,0.95,1013.59,15.79,83.36,71.58,5.0,197.0,0.0,71.58
10,10,2024-02-15 06:20:00,14.0,0.89,1013.66,15.59,83.72,394.5,5.0,197.0,0.05,394.5
11,11,2024-02-15 06:30:00,14.0,1.18,1013.7,15.67,83.51,1164.75,5.0,197.0,0.36,1164.75
12,12,2024-02-15 06:40:00,14.0,1.18,1013.78,16.02,82.7,2358.92,5.0,197.0,1.35,2358.92
13,13,2024-02-15 06:50:00,14.0,1.49,1013.91,17.58,76.51,3735.65,5.0,197.0,10.43,3735.65
14,14,2024-02-15 07:00:00,14.0,2.09,1013.96,19.32,69.14,5353.33,5.0,197.0,23.74,5353.33
15,15,2024-02-15 07:10:00,14.0,1.84,1014.06,20.58,65.15,12151.0,5.0,197.0,44.7,12151.0
16,16,2024-02-15 07:20:00,14.0,1.72,1014.22,22.46,57.99,17001.67,5.0,197.0,79.43,17001.67
17,17,2024-02-15 07:30:00,14.0,2.41,1014.29,22.9,55.89,21634.92,5.0,197.0,124.84,21634.92
18,18,2024-02-15 07:40:00,14.0,1.59,1014.32,24.56,52.18,26630.5,5.0,197.0,185.43,26630.5
19,19,2024-02-15 07:50:00,14.0,2.19,1014.36,24.97,50.4,31704.5,5.0,197.0,258.68,31704.5
20,20,2024-02-15 08:00:00,14.0,1.64,1014.46,26.73,45.23,36996.5,5.0,197.0,346.18,36996.5
21,21,2024-02-15 08:10:00,14.0,1.64,1014.5,27.14,44.07,42297.75,5.0,197.0,447.54,42297.75
