,idx,DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),height,angle,Power(mW),SunlightPred
0,0,2024-01-01 06:30:00,1.0,0.0,1016.54,17.5,86.78,50.09,5.0,181.0,0.0,50.09
1,1,2024-01-01 06:40:00,1.0,0.0,1016.59,17.49,86.8,163.25,5.0,181.0,0.02,163.25
2,2,2024-01-01 06:50:00,1.0,0.0,1016.66,17.5,86.95,326.83,5.0,181.0,0.05,326.83
3,3,2024-01-01 07:00:00,1.0,0.0,1016.73,17.5,86.99,470.83,5.0,181.0,0.08,470.83
4,4,2024-01-01 07:10:00,1.0,0.0,1016.77,17.57,86.97,659.67,5.0,181.0,0.14,659.67
5,5,2024-01-01 07:20:00,1.0,0.68,1016.92,17.63,86.18,889.67,5.0,181.0,0.25,889.67
6,6,2024-01-01 07:30:00,1.0,0.61,1016.99,17.74,85.41,1263.83,5.0,181.0,0.45,1263.83
7,7,2024-01-01 07:40:00,1.0,0.0,1017.09,17.9,85.41,2136.83,5.0,181.0,1.13,2136.83
8,8,2024-01-01 07:50:00,1.0,0.0,1017.27,18.13,85.19,2598.0,5.0,181.0,1.6,2598.0
9,9,2024-01-01 08:00:00,1.0,0.0,1017.42,18.29,84.38,2160.17,5.0,181.0,1.18,2160.17
10,10,2024-01-01 08:10:00,1.0,0.0,1017.44,18.3,83.79,2424.67,5.0,181.0,1.44,2424.67
11,11,2024-01-01 08:20:00,1.0,0.0,1017.55,18.28,84.88,3204.5,5.0,181.0,2.37,3204.5
12,12,2024-01-01 08:30:00,1.0,1.83,1017.64,18.23,85.92,4376.42,5.0,181.0,4.18,4376.42
13,13,2024-01-01 08:40:00,1.0,0.38,1017.75,18.48,85.48,6681.33,5.0,181.0,9.76,6681.33
14,14,2024-01-01 08:50:00,1.0,1.43,1017.91,18.77,87.74,6693.83,5.0,181.0,11.86,6693.83
15,15,2024-01-01 09:00:00,1.0,1.92,1017.91,18.33,92.29,8395.25,5.0,181.0,17.37,8395.25
16,16,2024-01-01 09:10:00,1.0,0.09,1017.96,18.02,97.37,7046.5,5.0,181.0,12.61,7046.5
17,17,2024-01-01 09:20:00,1.0,0.02,1018.16,17.73,99.93,5919.58,5.0,181.0,8.81,5919.58
18,18,2024-01-01 09:30:00,1.0,0.02,1018.21,17.9,100.0,8838.92,5.0,181.0,17.56,8838.92
19,19,2024-01-01 09:40:00,1.0,0.04,1018.13,18.08,100.0,5774.66,5.0,181.0,7.51,5774.66
20,20,2024-01-01 09:50:00,1.0,0.02,1018.03,17.83,100.0,5437.75,5.0,181.0,7.03,5437.75
21,21,2024-01-01 10:00:00,1.0,0.0,1018.04,17.75,100.0,9312.75,5.0,181.0,19.71,9312.75
22,22,2024-01-01 10:10:00,1.0,0.04,1017.88,17.99,100.0,9500.66,5.0,181.0,20.35,9500.66
23,23,2024-01-01 10:20:00,1.0,0.02,1017.82,18.13,100.0,9711.58,5.0,181.0,20.43,9711.58
24,24,2024-01-01 10:30:00,1.0,0.01,1017.82,18.2,100.0,7952.5,5.0,181.0,14.01,7952.5
25,25,2024-01-01 10:40:00,1.0,0.58,1017.71,18.11,95.79,6422.5,5.0,181.0,9.33,6422.5
26,26,2024-01-01 10:50:00,1.0,0.03,1017.55,18.21,93.92,7941.42,5.0,181.0,13.53,7941.42
27,27,2024-01-01 11:00:00,1.0,0.2,1017.46,18.64,92.71,7700.92,5.0,181.0,13.2,7700.92
28,28,2024-01-01 11:10:00,1.0,0.35,1017.28,18.78,87.1,6558.92,5.0,181.0,9.47,6558.92
29,29,2024-01-01 11:20:00,1.0,0.25,1017.09,18.8,86.15,6868.25,5.0,181.0,10.26,6868.25
30,30,2024-01-01 11:30:00,1.0,0.17,1016.87,18.94,84.1,8485.08,5.0,181.0,15.88,8485.08
31,31,2024-01-01 11:40:00,1.0,0.06,1016.56,19.38,84.1,10389.83,5.0,181.0,22.82,10389.83
32,32,2024-01-01 11:50:00,1.0,0.15,1016.36,19.77,80.9,9784.75,5.0,181.0,20.51,9784.75
33,33,2024-01-01 12:00:00,1.0,0.43,1016.17,19.87,80.09,11379.0,5.0,181.0,27.05,11379.0
34,34,2024-01-01 12:10:00,1.0,0.97,1015.97,19.96,77.42,9266.17,5.0,181.0,18.22,9266.17
35,35,2024-01-01 12:20:00,1.0,0.4,1015.82,19.81,78.0,9845.92,5.0,181.0,20.46,9845.92
36,36,2024-01-01 12:30:00,1.0,1.27,1015.67,20.04,76.07,16415.58,5.0,181.0,55.61,16415.58
37,37,2024-01-01 12:40:00,1.0,0.75,1015.51,20.35,74.86,13374.75,5.0,181.0,37.65,13374.75
38,38,2024-01-01 12:50:00,1.0,1.37,1015.42,20.29,74.1,10362.5,5.0,181.0,23.23,10362.5
39,39,2024-01-01 13:00:00,1.0,0.39,1015.34,19.9,75.45,7872.25,5.0,181.0,13.66,7872.25
40,40,2024-01-01 13:10:00,1.0,0.14,1015.27,19.88,77.24,6294.5,5.0,181.0,8.64,6294.5
41,41,2024-01-01 13:20:00,1.0,0.32,1015.05,19.67,76.37,6342.5,5.0,181.0,8.51,6342.5
42,42,2024-01-01 13:30:00,1.0,0.04,1015.0,19.49,77.68,5682.0,5.0,181.0,6.83,5682.0
43,43,2024-01-01 13:40:00,1.0,0.11,1014.94,19.31,78.29,4557.08,5.0,181.0,4.3,4557.08
44,44,2024-01-01 13:50:00,1.0,0.0,1015.0,19.04,80.3,3202.0,5.0,181.0,2.37,3202.0
45,45,2024-01-01 14:00:00,1.0,0.11,1014.91,18.23,86.75,3045.08,5.0,181.0,2.15,3045.08
46,46,2024-01-01 14:10:00,1.0,0.26,1014.93,17.87,89.61,3755.25,5.0,181.0,3.02,3755.25
47,47,2024-01-01 14:20:00,1.0,0.04,1014.91,17.96,89.18,4500.33,5.0,181.0,4.3,4500.33
48,48,2024-01-01 14:30:00,1.0,0.08,1014.79,18.2,88.3,4435.83,5.0,181.0,4.3,4435.83
49,49,2024-01-01 14:40:00,1.0,0.02,1014.74,18.44,87.16,4597.33,5.0,181.0,4.65,4597.33
50,50,2024-01-01 14:50:00,1.0,0.01,1014.66,18.71,85.76,4781.25,5.0,181.0,5.03,4781.25
51,51,2024-01-01 15:00:00,1.0,0.07,1014.56,18.82,84.23,3589.83,5.0,181.0,2.98,3589.83
52,52,2024-01-01 15:10:00,1.0,0.0,1014.54,18.7,84.73,3289.67,5.0,181.0,2.45,3289.67
53,53,2024-01-01 15:20:00,1.0,0.14,1014.59,18.58,85.6,2496.08,5.0,181.0,1.49,2496.08
54,54,2024-01-01 15:30:00,1.0,0.23,1014.63,18.43,84.87,2351.25,5.0,181.0,1.33,2351.25
55,55,2024-01-01 15:40:00,1.0,0.05,1014.77,18.4,84.3,2545.17,5.0,181.0,1.52,2545.17
56,56,2024-01-01 15:50:00,1.0,0.02,1014.96,18.29,86.6,2437.0,5.0,181.0,1.46,2437.0
57,57,2024-01-01 16:00:00,1.0,0.0,1015.07,18.2,87.58,1810.67,5.0,181.0,0.86,1810.67
58,58,2024-01-01 16:10:00,1.0,0.07,1015.17,17.98,89.35,1130.0,5.0,181.0,0.36,1130.0
59,59,2024-01-01 16:20:00,1.0,0.08,1015.32,17.68,90.42,1000.58,5.0,181.0,0.29,1000.58
60,60,2024-01-01 16:30:00,1.0,0.0,1015.47,17.5,91.18,795.42,5.0,181.0,0.21,795.42
61,61,2024-01-01 16:40:00,1.0,0.02,1015.58,17.5,91.84,663.17,5.0,181.0,0.15,663.17
62,62,2024-01-01 16:50:00,1.0,0.16,1015.69,17.44,93.07,368.67,5.0,181.0,0.06,368.67
63,63,2024-01-01 17:00:00,1.0,0.07,1015.77,16.96,96.79,172.83,5.0,181.0,0.02,172.83
64,64,2024-01-01 17:10:00,1.0,0.07,1015.92,16.39,100.0,95.83,5.0,181.0,0.01,95.83
65,65,2024-01-01 17:20:00,1.0,0.04,1016.04,16.2,100.0,37.81,5.0,181.0,0.0,37.81
66,66,2024-01-02 06:20:00,1.0,0.0,1014.51,12.61,100.0,100.24,5.0,181.0,0.02,100.24
67,67,2024-01-02 06:30:00,1.0,0.0,1014.54,12.7,100.0,419.92,5.0,181.0,0.09,419.92
68,68,2024-01-02 06:40:00,1.0,0.0,1014.55,12.62,100.0,1164.33,5.0,181.0,0.48,1164.33
69,69,2024-01-02 06:50:00,1.0,0.0,1014.6,12.65,100.0,2250.34,5.0,181.0,1.68,2250.34
70,70,2024-01-02 07:00:00,1.0,0.0,1014.65,12.99,100.0,4352.58,5.0,181.0,8.3,4352.58
71,71,2024-01-02 07:10:00,1.0,0.07,1014.81,14.44,100.0,8052.67,5.0,181.0,35.99,8052.67
72,72,2024-01-02 07:20:00,1.0,0.39,1014.85,15.55,100.0,8764.0,5.0,181.0,28.9,8764.0
73,73,2024-01-02 07:30:00,1.0,0.11,1014.92,16.24,100.0,15173.17,5.0,181.0,101.45,15173.17
74,74,2024-01-02 07:40:00,1.0,0.06,1014.98,18.97,100.0,25676.25,5.0,181.0,265.02,25676.25
75,75,2024-01-02 07:50:00,1.0,0.11,1014.9,22.21,90.75,32754.75,5.0,181.0,386.96,32754.75
76,76,2024-01-02 08:00:00,1.0,0.29,1014.86,24.48,71.4,39953.71,5.0,181.0,513.66,39953.71
77,77,2024-01-02 08:10:00,1.0,0.42,1014.87,25.97,63.99,46366.74,5.0,181.0,635.5,46366.74
78,78,2024-01-02 08:20:00,1.0,0.32,1014.81,27.1,59.17,52176.04,5.0,181.0,767.84,52176.04
79,79,2024-01-02 08:30:00,1.0,0.72,1014.8,27.78,55.52,57116.18,5.0,181.0,908.43,57116.18
80,80,2024-01-02 08:40:00,1.0,0.98,1014.8,28.2,52.96,60843.08,5.0,181.0,1006.15,60843.08
81,81,2024-01-02 08:50:00,1.0,0.1,1014.85,29.01,52.95,66731.44,5.0,181.0,1164.03,66731.44
82,82,2024-01-02 09:00:00,1.0,0.16,1014.78,31.01,47.78,70884.74,5.0,181.0,1277.55,70884.74
83,83,2024-01-02 09:10:00,1.0,0.08,1014.7,32.07,45.06,75632.26,5.0,181.0,1369.8,75632.26
84,84,2024-01-02 09:20:00,1.0,0.67,1014.66,32.71,41.56,81495.07,5.0,181.0,1462.67,81495.07
85,85,2024-01-02 09:30:00,1.0,0.71,1014.54,32.2,41.67,89049.71,5.0,181.0,1540.4,89049.71
86,86,2024-01-02 09:40:00,1.0,0.22,1014.44,32.89,39.65,97289.46,5.0,181.0,1594.3,97289.46
87,87,2024-01-02 09:50:00,1.0,0.47,1014.27,33.88,37.9,102983.39,5.0,181.0,1631.14,102983.39
88,88,2024-01-02 10:00:00,1.0,0.46,1014.15,34.5,36.79,106164.94,5.0,181.0,1659.6,106164.94
89,89,2024-01-02 10:10:00,1.0,0.19,1014.0,34.81,35.28,106549.29,5.0,181.0,1671.31,106549.29
90,90,2024-01-02 10:20:00,1.0,0.12,1013.71,35.57,34.22,105218.34,5.0,181.0,1674.38,105218.34
91,91,2024-01-02 10:30:00,1.0,0.03,1013.55,37.08,32.38,105219.6,5.0,181.0,1669.7,105219.6
92,92,2024-01-02 10:40:00,1.0,0.17,1013.4,37.96,29.79,105003.8,5.0,181.0,1689.69,105003.8
93,93,2024-01-02 10:50:00,1.0,0.95,1013.25,37.9,29.29,106520.36,5.0,181.0,1708.54,106520.36
94,94,2024-01-02 11:00:00,1.0,0.36,1013.1,37.48,29.8,110266.49,5.0,181.0,1710.23,110266.49
