,Unnamed: 0,DateTime,Date,Month,Day,Hour,Minute,Weekday,WindSpeed,Pressure,Temperature,Humidity,Sunlight,sum_ele,sum_pos,high,ele,Power,SunlightPred,GlobalRad,Precp
0,0,2024-01-17 15:20:00,16.0,1,17,15,20,2,0.26,1013.48,26.395,43.385000000000005,18605.415,0.0,0.1312353381602962,53.37,0.0871557427476586,61.745000000000005,18605.42,1.333333333333334,0.0
1,1,2024-01-17 15:30:00,16.0,1,17,15,30,2,0.35,1013.485,26.19,44.99,15304.58,0.0,0.1326534282373349,53.37,0.0871557427476586,40.754999999999995,15304.58,1.25,0.0
2,2,2024-01-17 15:40:00,16.0,1,17,15,40,2,1.064,1013.503,25.607999999999997,49.497,14010.833,0.0,0.1340712468245976,53.37,0.0871557427476586,34.388999999999996,14010.83,1.166666666666667,0.0
3,3,2024-01-17 15:50:00,16.0,1,17,15,50,2,0.905,1013.488,26.875,46.887,34592.511,0.0,0.1354887910203643,53.37,0.0871557427476586,144.951,34592.51,1.083333333333334,0.0
4,4,2024-01-17 16:00:00,16.0,1,17,16,0,2,0.748,1013.483,29.331,40.120999999999995,34370.566000000006,0.0,0.1369060579234753,53.37,0.0871557427476586,85.024,34370.57,1.0,0.0
5,5,2024-01-17 16:10:00,16.0,1,17,16,10,2,0.749,1013.553,27.071,44.637,12747.167,0.0,0.1383230446333384,53.37,0.0871557427476586,15.537,12747.17,0.8666666666666686,0.0
6,6,2024-01-17 16:20:00,16.0,1,17,16,20,2,0.47,1013.627,24.284,52.444,10925.666,0.0,0.1397397482499347,53.37,0.0871557427476586,9.622,10925.67,0.7333333333333343,0.0
7,7,2024-01-17 16:30:00,16.0,1,17,16,30,2,0.358,1013.674,24.882,49.266000000000005,13362.333000000002,0.0,0.1411561658738254,53.37,0.0871557427476586,7.0840000000000005,13362.33,0.6,0.0
8,8,2024-01-17 16:40:00,16.0,1,17,16,40,2,0.0349999999999999,1013.768,23.23,53.875,5005.5,0.0,0.1425722946061577,53.37,0.0871557427476586,3.601,5005.5,0.4666666666666685,0.0
9,9,2024-01-17 16:50:00,16.0,1,17,16,50,2,0.0,1013.876,21.783,59.690999999999995,4420.5,0.0,0.1439881315486675,53.37,0.0871557427476586,3.032,4420.5,0.3333333333333342,0.0
10,10,2024-01-18 06:30:00,17.0,1,18,6,30,3,1.1888888888888889,1012.9455555555556,13.524444444444445,87.35888888888888,339.3511111111111,0.0,0.258819045102521,53.37,0.0871557427476586,0.0166666666666666,339.35,0.0,0.0
11,11,2024-01-18 06:40:00,17.0,1,18,6,40,3,1.959,1013.103,13.65,85.899,1075.584,0.0,0.2602006310917789,53.37,0.0871557427476586,0.213,1075.58,0.0,0.0
12,12,2024-01-18 06:50:00,17.0,1,18,6,50,3,2.143,1013.246,14.248,82.57300000000001,2304.334,0.0,0.2615816845519355,53.37,0.0871557427476586,1.136,2304.33,0.0,0.0
