,idx,DateTime,LocationCode,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),height,angle,Power(mW),SunlightPred
0,0,2024-01-17 15:20:00,2.0,0.26,1013.48,26.4,43.39,18605.42,5.0,175.0,61.74,18605.42
1,1,2024-01-17 15:30:00,2.0,0.35,1013.48,26.19,44.99,15304.58,5.0,175.0,40.75,15304.58
2,2,2024-01-17 15:40:00,2.0,1.06,1013.5,25.61,49.5,14010.83,5.0,175.0,34.39,14010.83
3,3,2024-01-17 15:50:00,2.0,0.9,1013.49,26.88,46.89,34592.51,5.0,175.0,144.95,34592.51
4,4,2024-01-17 16:00:00,2.0,0.75,1013.48,29.33,40.12,34370.57,5.0,175.0,85.02,34370.57
5,5,2024-01-17 16:10:00,2.0,0.75,1013.55,27.07,44.64,12747.17,5.0,175.0,15.54,12747.17
6,6,2024-01-17 16:20:00,2.0,0.47,1013.63,24.28,52.44,10925.67,5.0,175.0,9.62,10925.67
7,7,2024-01-17 16:30:00,2.0,0.36,1013.67,24.88,49.27,13362.33,5.0,175.0,7.08,13362.33
8,8,2024-01-17 16:40:00,2.0,0.03,1013.77,23.23,53.88,5005.5,5.0,175.0,3.6,5005.5
9,9,2024-01-17 16:50:00,2.0,0.0,1013.88,21.78,59.69,4420.5,5.0,175.0,3.03,4420.5
10,10,2024-01-17 17:00:00,2.0,0.0,1013.89,20.78,64.32,2761.5,5.0,175.0,0.9,2761.5
11,11,2024-01-17 17:10:00,2.0,0.0,1013.97,20.04,67.18,1733.43,5.0,175.0,0.31,1733.43
12,12,2024-01-17 17:20:00,2.0,0.0,1014.1,19.49,69.91,916.25,5.0,175.0,0.09,916.25
13,13,2024-01-17 17:30:00,2.0,0.12,1014.17,18.84,73.55,282.83,5.0,175.0,0.01,282.83
14,14,2024-01-17 17:40:00,2.0,0.32,1014.27,18.54,75.03,50.47,5.0,175.0,0.0,50.47
15,15,2024-01-18 06:20:00,2.0,2.14,1012.92,13.59,87.41,78.65,5.0,175.0,0.0,78.65
16,16,2024-01-18 06:30:00,2.0,1.19,1012.95,13.52,87.36,339.35,5.0,175.0,0.02,339.35
17,17,2024-01-18 06:40:00,2.0,1.96,1013.1,13.65,85.9,1075.58,5.0,175.0,0.21,1075.58
18,18,2024-01-18 06:50:00,2.0,2.14,1013.25,14.25,82.57,2304.33,5.0,175.0,1.14,2304.33
19,19,2024-01-18 07:00:00,2.0,2.46,1013.28,14.49,82.04,3836.17,5.0,175.0,3.06,3836.17
20,20,2024-01-18 07:10:00,2.0,1.48,1013.43,14.69,81.38,5901.67,5.0,175.0,7.33,5901.67
21,21,2024-01-18 07:20:00,2.0,2.19,1013.45,15.0,80.05,7372.0,5.0,175.0,10.96,7372.0
22,22,2024-01-18 07:30:00,2.0,2.11,1013.51,15.1,80.73,9079.0,5.0,175.0,16.13,9079.0
23,23,2024-01-18 07:40:00,2.0,1.88,1013.59,16.16,77.37,19996.57,5.0,175.0,111.84,19996.57
24,24,2024-01-18 07:50:00,2.0,1.56,1013.58,19.48,64.96,35950.37,5.0,175.0,358.56,35950.37
25,25,2024-01-18 08:00:00,2.0,1.85,1013.67,20.95,58.1,26116.09,5.0,175.0,202.8,26116.09
26,26,2024-01-18 08:10:00,2.0,2.45,1013.71,19.28,61.8,26849.18,5.0,175.0,234.51,26849.18
