DateTime,Date,Month,Day,Hour,Minute,Weekday,WindSpeed,Pressure,Temperature,Humidity,Sunlight,sum_ele,sum_pos,high,ele,Power
2024-05-17 16:50:00,137.0,5,17,16,50,4,1.2916666666666667,1006.3833333333333,27.263333333333332,60.39166666666667,3498.193333333333,0.08993365854210614,0.40626767309382533,52.49,0.13917310096006574,2.0683333333333334
2024-05-18 06:30:00,138.0,5,18,6,30,5,0.0,1005.8280000000001,25.881999999999998,70.31,30934.499,0.09077742475302501,0.47393879881627865,52.49,0.13917310096006574,192.042
2024-05-18 06:40:00,138.0,5,18,6,40,5,0.0,1006.0319999999999,25.506,70.14099999999999,14564.166000000001,0.09078771418393272,0.47474820432526416,52.49,0.13917310096006574,39.903000000000006
2024-05-18 06:50:00,138.0,5,18,6,50,5,0.0,1006.1959999999999,24.56,74.593,16198.166999999998,0.09079800360514864,0.4755572085104169,52.49,0.13917310096006574,50.457
2024-05-18 07:00:00,138.0,5,18,7,0,5,0.0,1006.267,25.214,72.29499999999999,20937.584,0.09080829301667169,0.4763658106878521,52.49,0.13917310096006574,78.76599999999999
2024-05-18 07:10:00,138.0,5,18,7,10,5,0.0,1006.406,25.669999999999998,70.05499999999999,21539.666999999998,0.09081858241850074,0.47717401017402655,52.49,0.13917310096006574,81.49199999999999
2024-05-18 07:20:00,138.0,5,18,7,20,5,0.0,1006.558,26.439,67.30199999999999,29913.916999999998,0.09082887181063472,0.47798180628573617,52.49,0.13917310096006574,146.541
2024-05-18 07:30:00,138.0,5,18,7,30,5,0.0,1006.6600000000001,27.395,63.438,30050.083000000002,0.0908391611930725,0.4787891983401183,52.49,0.13917310096006574,144.977
2024-05-18 07:40:00,138.0,5,18,7,40,5,0.0,1006.72,28.238999999999997,60.126,32868.915,0.09084945056581302,0.47959618565465134,52.49,0.13917310096006574,172.575
2024-05-18 07:50:00,138.0,5,18,7,50,5,0.0,1006.854,28.568,58.536,31069.083000000002,0.09085973992885515,0.48040276754715716,52.49,0.13917310096006574,152.45499999999998
2024-05-18 08:00:00,138.0,5,18,8,0,5,0.0,1006.881,28.73,56.879999999999995,32947.832,0.09087002928219781,0.48120894333579917,52.49,0.13917310096006574,172.345
2024-05-18 08:10:00,138.0,5,18,8,10,5,0.0,1006.89,30.118000000000002,53.559000000000005,52376.161,0.09088031862583992,0.48201471233908394,52.49,0.13917310096006574,457.73
2024-05-18 08:20:00,138.0,5,18,8,20,5,0.0,1006.816,32.311,46.747,41194.487,0.09089060795978031,0.4828200738758632,52.49,0.13917310096006574,288.584
2024-05-18 08:30:00,138.0,5,18,8,30,5,0.0,1006.725,31.781,46.954,44737.319,0.09090089728401797,0.4836250272653319,52.49,0.13917310096006574,341.70799999999997
2024-05-18 08:40:00,138.0,5,18,8,40,5,0.0,1006.6610000000001,32.12,46.522000000000006,42947.382,0.09091118659855175,0.48442957182703006,52.49,0.13917310096006574,298.15500000000003
2024-05-18 08:50:00,138.0,5,18,8,50,5,0.0,1006.5880000000001,32.413,45.069,32644.014000000003,0.09092147590338055,0.4852337068808445,52.49,0.13917310096006574,177.43900000000002
2024-05-18 09:00:00,138.0,5,18,9,0,5,0.0,1006.479,31.121,48.463,26856.416000000005,0.0909317651985033,0.4860374317470065,52.49,0.13917310096006574,117.26500000000001
2024-05-18 09:10:00,138.0,5,18,9,10,5,0.0,1006.4470000000001,34.087,41.870999999999995,83458.911,0.09094205448391887,0.4868407457460953,52.49,0.13917310096006574,1138.769
2024-05-18 09:20:00,138.0,5,18,9,20,5,0.0,1006.409,36.582,34.077,64541.591,0.09095234375962617,0.4876436481990381,52.49,0.13917310096006574,643.263
2024-05-18 09:30:00,138.0,5,18,9,30,5,0.0,1006.4200000000001,39.67100000000001,28.968,98440.176,0.09096263302562413,0.4884461384271073,52.49,0.13917310096006574,1504.711
2024-05-18 09:40:00,138.0,5,18,9,40,5,0.0,1006.378,42.536,23.788999999999998,85159.653,0.09097292228191163,0.48924821575192645,52.49,0.13917310096006574,1118.2289999999998
2024-05-18 09:50:00,138.0,5,18,9,50,5,0.0,1006.3129999999999,41.295,24.384999999999998,71783.537,0.09098321152848757,0.4900498794954678,52.49,0.13917310096006574,823.711
2024-05-18 10:00:00,138.0,5,18,10,0,5,0.0,1006.208,43.935,21.231,113221.98899999999,0.09099350076535084,0.4908511289800511,52.49,0.13917310096006574,1918.0819999999999
2024-05-18 10:10:00,138.0,5,18,10,10,5,0.0,1006.134,45.704,18.012,84321.769,0.09100378999250038,0.4916519635283486,52.49,0.13917310096006574,1165.81
2024-05-18 10:20:00,138.0,5,18,10,20,5,0.0,1006.015,44.536,19.003999999999998,89368.295,0.09101407920993503,0.49245238246338285,52.49,0.13917310096006574,1272.592
2024-05-18 10:30:00,138.0,5,18,10,30,5,0.0,1005.8370000000001,45.086,18.363,104232.223,0.09102436841765374,0.4932523851085267,52.49,0.13917310096006574,1543.794
2024-05-18 10:40:00,138.0,5,18,10,40,5,0.0,1005.817,47.65,15.959,115306.903,0.09103465761565542,0.49405197078750634,52.49,0.13917310096006574,2035.7669999999998
