"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1005.0","24.2","100","0.0","0","1.0","114","0.0","0.00"
"02","1004.5","23.8","100","0.0","0","1.4","144","0.0","0.00"
"03","1005.0","24.0","100","0.0","0","0.8","302","0.0","0.00"
"04","1004.9","23.9","100","0.0","0","1.6","271","0.0","0.00"
"05","1004.2","23.8","100","0.0","0","2.4","210","0.0","0.00"
"06","1004.0","23.4","100","0.0","0","1.1","241","0.0","0.00"
"07","1004.7","24.4","100","0.0","0","0.1","0","0.0","0.10"
"08","1005.8","26.1","95","0.0","0","0.9","288","0.0","0.60"
"09","1005.9","28.3","85","0.0","0","1.2","148","0.0","1.00"
"10","1006.2","29.9","78","0.0","0","1.6","208","0.0","1.50"
"11","1006.4","27.8","88","0.7","57","2.6","33","0.0","0.60"
"12","1005.5","26.0","97","0.0","0","2.1","88","2.0","0.20"
"13","1004.6","26.9","96","0.3","18","3.7","80","0.5","0.70"
"14","1003.8","28.7","88","0.2","0","1.4","124","0.0","1.30"
"15","1003.7","29.5","82","0.6","46","2.6","48","0.0","1.20"
"16","1003.2","29.8","79","0.7","55","4.1","90","0.0","0.70"
"17","1003.1","28.3","87","0.1","0","2.9","99","0.0","0.40"
"18","1003.7","26.5","95","0.0","0","1.1","322","0.0","0.00"
"19","1004.9","26.3","98","0.0","0","0.1","0","0.0","0.00"
"20","1006.1","24.6","96","0.6","357","3.5","83","0.5","0.00"
"21","1005.2","24.2","99","0.0","0","1.4","308","0.0","0.00"
"22","1004.9","24.1","100","0.0","0","1.0","27","0.0","0.00"
"23","1005.2","24.2","100","0.0","0","1.6","307","0.0","0.00"
"24","1004.6","24.2","100","0.0","0","1.5","59","0.5","0.00"
