"觀測時間(hour)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","WSGust","WDGust","Precp","GloblRad"
"01","0.2","0","0.0","0.00"
"02","0.6","79","0.0","0.00"
"03","0.0","0","0.0","0.00"
"04","0.0","0","0.0","0.00"
"05","0.0","0","0.0","0.00"
"06","0.0","0","0.0","0.00"
"07","0.2","0","0.0","0.00"
"08","0.7","4","0.0","0.00"
"09","1.3","257","0.0","0.10"
"10","2.0","206","0.0","0.30"
"11","1.7","198","0.0","0.20"
"12","2.3","269","0.0","0.80"
"13","1.3","247","0.0","0.60"
"14","1.4","103","0.0","0.30"
"15","1.6","16","0.0","0.10"
"16","1.1","31","0.0","0.00"
"17","0.9","44","0.0","0.00"
"18","1.0","45","0.0","0.00"
"19","0.5","103","0.0","0.00"
"20","0.7","186","0.0","0.00"
"21","1.0","201","0.0","0.00"
"22","1.3","198","0.0","0.00"
"23","1.7","210","0.0","0.00"
"24","1.1","225","0.0","0.00"
