"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1010.3","22.3","96","0.2","0","1.4","216","0.0","0.00"
"02","1010.0","21.9","97","0.2","0","1.5","255","0.0","0.00"
"03","1009.6","21.5","98","0.0","0","1.3","242","0.0","0.00"
"04","1009.7","21.6","99","0.0","0","0.8","232","0.0","0.00"
"05","1009.9","21.7","99","0.0","0","0.7","261","0.0","0.00"
"06","1010.2","21.9","99","0.0","0","1.2","240","0.0","0.00"
"07","1010.8","22.4","98","0.1","0","1.3","215","0.0","0.10"
"08","1011.3","24.5","91","0.2","0","1.6","247","0.0","0.60"
"09","1011.6","25.3","84","0.8","54","2.5","27","0.0","1.00"
"10","1011.8","24.4","91","0.8","68","3.2","111","0.0","0.90"
"11","1011.8","23.8","94","0.3","7","2.7","360","0.0","0.60"
"12","1011.4","24.4","94","0.0","0","1.7","354","1.0","0.70"
"13","1011.0","24.9","92","0.0","0","1.4","92","0.0","0.80"
"14","1011.1","22.8","96","0.6","59","3.1","112","1.0","0.10"
"15","1011.1","23.2","96","0.0","0","1.8","290","0.5","0.40"
"16","1011.3","22.8","97","0.0","0","0.9","360","0.0","0.10"
"17","1011.5","22.1","98","0.0","0","1.6","309","0.5","0.00"
"18","1012.0","21.4","98","0.7","213","2.7","210","0.5","0.00"
"19","1012.7","21.0","99","0.0","0","1.9","199","1.5","0.00"
"20","1013.5","21.1","99","0.4","47","3.2","1","1.0","0.00"
"21","1014.4","20.5","99","0.0","0","2.2","360","0.5","0.00"
"22","1014.3","20.4","100","0.0","0","1.5","237","0.0","0.00"
"23","1014.1","20.5","100","0.1","0","1.5","241","0.0","0.00"
"24","1013.7","20.2","100","0.0","0","1.1","219","0.0","0.00"
