"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1008.9","25.2","83","0.8","46","6.8","20","0.0","0.00"
"02","1008.3","25.0","86","0.7","17","4.8","68","&","0.00"
"03","1008.0","24.4","88","0.5","16","3.0","60","0.0","0.00"
"04","1008.2","23.0","96","0.0","0","3.1","5","0.0","0.00"
"05","1008.0","23.0","96","0.1","0","2.0","1","0.0","0.00"
"06","1008.2","22.9","97","0.0","0","2.0","19","0.0","0.00"
"07","1009.0","25.1","86","1.2","42","5.6","76","0.0","0.10"
"08","1010.1","25.3","85","1.5","42","6.8","10","0.0","0.20"
"09","1010.5","25.4","85","1.5","51","6.3","44","0.0","0.60"
"10","1009.4","27.0","80","1.2","60","5.3","113","0.0","0.90"
"11","1008.8","26.4","78","1.4","61","7.6","21","0.0","1.00"
"12","1007.9","27.1","75","1.1","58","5.2","16","0.0","1.40"
"13","1007.8","27.0","76","0.8","67","4.5","85","0.0","1.20"
"14","1007.7","26.9","73","1.0","36","4.9","81","0.0","1.00"
"15","1007.3","25.8","81","1.7","60","6.8","31","0.0","0.80"
"16","1007.6","24.3","89","0.6","18","5.6","67","0.0","0.50"
"17","1008.2","24.9","84","0.5","49","4.5","59","0.0","0.10"
"18","1008.3","24.6","83","0.8","21","5.8","57","0.0","0.00"
"19","1008.5","24.5","82","0.4","46","3.7","23","0.0","0.00"
"20","1008.1","24.6","82","0.2","0","4.1","316","0.0","0.00"
"21","1007.9","25.1","79","0.9","46","4.5","72","0.0","0.00"
"22","1007.8","25.3","78","0.9","54","6.4","25","0.0","0.00"
"23","1007.3","25.1","78","1.6","42","7.5","62","0.0","0.00"
"24","1006.5","24.6","84","1.0","31","5.9","71","0.0","0.00"
