"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1000.3","26.5","96","0.0","0","1.1","260","0.0","0.00"
"02","1000.6","26.2","98","0.0","0","0.6","261","0.0","0.00"
"03","1000.8","26.0","99","0.0","0","0.0","0","0.0","0.00"
"04","1000.9","26.0","100","0.0","0","0.0","0","0.0","0.00"
"05","1001.7","26.1","99","0.0","0","1.4","223","0.0","0.00"
"06","1002.1","26.3","96","0.0","0","1.9","227","0.0","0.00"
"07","1002.5","27.3","91","0.1","0","1.5","344","0.0","0.10"
"08","1003.3","28.9","83","0.0","0","1.0","268","0.0","0.50"
"09","1003.8","30.3","77","0.0","0","1.2","294","0.0","1.10"
"10","1004.5","32.2","72","0.1","0","1.2","51","0.0","1.40"
"11","1004.5","32.2","75","0.6","52","2.2","97","0.0","1.70"
"12","1004.3","32.7","70","0.4","101","1.9","42","0.0","2.00"
"13","1003.6","32.5","74","0.6","107","2.4","110","0.0","1.80"
"14","1003.1","31.9","78","0.4","165","2.4","140","0.0","1.20"
"15","1003.0","28.8","90","0.6","250","2.7","222","0.0","0.80"
"16","1004.0","27.3","97","0.0","0","3.2","271","1.0","0.20"
"17","1004.7","26.8","98","0.0","0","1.6","65","0.0","0.00"
"18","1005.4","26.6","99","0.0","0","1.3","319","0.0","0.00"
"19","1005.7","26.4","99","0.0","0","0.1","0","0.0","0.00"
"20","1006.8","26.1","100","0.0","0","1.8","245","0.0","0.00"
"21","1007.9","25.3","99","0.0","0","2.0","286","1.0","0.00"
"22","1008.3","25.3","100","0.0","0","0.0","0","2.0","0.00"
"23","1007.9","25.2","100","0.0","0","0.3","281","0.0","0.00"
"24","1007.6","25.4","100","0.0","0","0.3","281","0.0","0.00"
