"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1010.3","21.4","100","0.1","0","1.7","33","0.5","0.00"
"02","1009.7","21.4","100","0.0","0","1.0","73","0.5","0.00"
"03","1009.6","21.4","100","0.0","0","1.3","53","0.0","0.00"
"04","1010.0","21.5","100","0.0","0","0.0","0","0.0","0.00"
"05","1010.5","21.5","100","0.0","0","0.0","0","0.0","0.00"
"06","1010.5","21.7","100","0.0","0","0.0","0","0.0","0.00"
"07","1010.6","22.1","100","0.0","0","0.0","0","0.0","0.10"
"08","1011.0","22.7","100","0.0","0","0.4","161","0.5","0.50"
"09","1011.1","24.0","95","0.3","87","1.3","196","0.0","1.00"
"10","1011.0","25.3","88","0.5","68","1.7","116","0.0","1.20"
"11","1010.9","25.4","88","0.8","66","2.0","102","0.0","1.00"
"12","1010.5","25.6","85","1.1","78","2.8","92","0.0","0.90"
"13","1009.6","25.3","85","0.9","73","3.2","107","0.0","0.90"
"14","1009.1","25.0","88","0.3","70","2.7","63","0.0","0.50"
"15","1008.6","24.5","90","0.3","28","1.9","5","0.0","0.30"
"16","1008.5","23.7","92","0.4","354","2.0","94","0.0","0.20"
"17","1008.7","23.6","94","0.0","0","1.6","7","0.0","0.10"
"18","1009.4","23.5","95","0.0","0","1.0","306","0.0","0.00"
"19","1010.0","23.2","97","0.0","0","0.6","14","0.0","0.00"
"20","1010.2","23.1","98","0.0","0","0.5","354","0.0","0.00"
"21","1010.4","23.0","98","0.0","0","0.1","0","0.0","0.00"
"22","1010.6","23.0","99","0.0","0","0.0","0","0.0","0.00"
"23","1009.9","22.3","99","0.0","0","0.0","0","0.0","0.00"
"24","1009.2","22.0","100","0.0","0","0.0","0","0.0","0.00"
