"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1002.4","25.7","100","0.2","0","1.2","218","0.0","0.00"
"02","1002.2","25.6","100","0.0","0","1.3","272","0.0","0.00"
"03","1002.4","25.4","100","0.0","0","0.8","262","0.0","0.00"
"04","1002.3","25.4","100","0.0","0","0.8","188","0.0","0.00"
"05","1002.6","25.1","100","0.0","0","1.0","210","0.0","0.00"
"06","1003.3","25.4","100","0.3","292","1.3","303","0.0","0.00"
"07","1003.2","26.4","100","0.0","0","0.8","190","0.0","0.40"
"08","1004.0","28.1","94","0.3","199","1.5","212","0.0","0.90"
"09","1003.8","31.4","76","0.1","0","2.2","218","0.0","1.90"
"10","1003.5","32.8","70","0.8","269","1.9","203","0.0","3.00"
"11","1003.1","33.2","71","0.6","146","2.7","112","0.0","3.20"
"12","1002.9","33.6","70","0.9","170","3.7","130","0.0","3.30"
"13","1002.2","34.5","71","0.8","160","3.8","192","0.0","3.70"
"14","1001.5","34.4","71","0.8","183","4.8","135","0.0","3.30"
"15","1001.5","33.7","73","0.5","155","3.3","115","0.0","2.40"
"16","1001.7","30.8","81","0.3","94","3.2","110","0.0","0.60"
"17","1002.3","30.2","83","0.3","181","3.9","48","0.0","0.30"
"18","1002.6","29.5","87","0.0","0","3.4","217","0.0","0.10"
"19","1003.0","29.3","90","0.0","0","2.5","127","0.0","0.00"
"20","1003.4","28.5","94","0.0","0","0.6","83","0.0","0.00"
"21","1003.8","28.3","95","0.1","0","1.1","221","0.0","0.00"
"22","1004.5","28.1","96","0.1","0","1.3","199","0.0","0.00"
"23","1004.5","28.0","96","0.0","0","1.1","203","0.0","0.00"
"24","1004.0","27.7","96","0.0","0","1.4","227","0.0","0.00"
