"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1009.6","25.1","96","0.0","0","0.5","4","0.0","0.00"
"02","1009.1","24.7","97","0.0","0","0.3","4","0.0","0.00"
"03","1008.9","24.5","98","0.0","0","0.0","0","0.0","0.00"
"04","1009.4","24.5","98","0.0","0","0.7","3","0.0","0.00"
"05","1009.7","24.3","99","0.0","0","0.0","0","0.0","0.00"
"06","1010.2","24.2","99","0.0","0","0.4","325","0.0","0.00"
"07","1010.8","25.0","96","0.1","0","1.3","210","0.0","0.30"
"08","1011.1","27.8","79","0.3","31","1.2","234","0.0","0.90"
"09","1011.2","27.8","82","0.7","45","2.7","117","0.0","1.10"
"10","1010.9","29.3","75","1.4","64","4.0","27","0.0","2.20"
"11","1011.0","28.7","74","1.4","67","5.5","77","0.0","2.80"
"12","1010.9","28.7","72","1.6","57","4.7","113","0.0","2.00"
"13","1010.5","27.6","77","1.2","56","5.5","64","0.0","1.70"
"14","1010.0","26.6","83","1.1","57","4.9","65","0.0","0.40"
"15","1009.6","26.4","85","1.2","49","4.1","69","0.0","0.20"
"16","1009.3","25.8","91","0.6","71","4.8","47","0.0","0.30"
"17","1009.7","25.9","85","0.9","42","4.6","354","0.0","0.20"
"18","1010.2","25.8","84","0.3","11","4.1","11","0.0","0.00"
"19","1010.8","25.0","87","0.1","0","1.6","13","0.0","0.00"
"20","1011.3","24.2","91","0.0","0","0.7","306","0.0","0.00"
"21","1011.4","23.6","92","0.0","0","1.3","200","0.0","0.00"
"22","1011.5","22.9","93","0.2","0","1.9","263","0.0","0.00"
"23","1011.6","22.6","93","0.0","0","1.2","212","0.0","0.00"
"24","1011.0","22.8","95","0.1","0","1.6","224","0.0","0.00"
