"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1005.4","24.2","100","0.0","0","0.0","0","0.0","0.00"
"02","1005.0","24.3","100","0.0","0","0.5","221","0.0","0.00"
"03","1004.6","24.1","100","0.0","0","0.0","0","0.0","0.00"
"04","1004.9","24.1","100","0.0","0","1.4","243","0.0","0.00"
"05","1005.0","23.9","100","0.0","0","0.0","0","0.0","0.00"
"06","1005.7","24.1","100","0.3","243","1.3","239","0.0","0.00"
"07","1006.1","24.8","100","0.2","0","1.4","260","0.0","0.10"
"08","1006.0","27.1","96","0.3","233","1.4","204","0.5","1.20"
"09","1006.7","29.3","80","0.2","0","1.5","209","0.0","1.60"
"10","1006.5","30.1","71","0.9","63","2.8","43","0.0","2.00"
"11","1006.4","30.3","75","1.2","55","3.5","94","0.0","2.30"
"12","1005.8","30.4","72","1.2","66","3.3","131","0.0","2.80"
"13","1005.1","29.8","73","1.1","61","3.9","42","0.0","2.40"
"14","1004.5","29.2","80","1.0","82","4.6","112","0.0","1.20"
"15","1004.8","27.5","88","0.9","72","3.5","77","0.0","0.20"
"16","1004.5","27.2","90","0.3","39","3.3","78","0.0","0.10"
"17","1004.4","26.0","96","0.4","72","3.4","40","0.0","0.10"
"18","1005.1","25.2","97","0.9","70","3.4","38","0.0","0.00"
"19","1005.4","25.0","97","0.7","64","3.8","38","0.0","0.00"
"20","1006.3","25.0","96","0.5","70","3.0","101","0.0","0.00"
"21","1006.6","24.8","98","0.2","0","2.4","49","0.0","0.00"
"22","1007.2","24.5","99","0.0","0","1.6","77","0.5","0.00"
"23","1007.0","24.4","100","0.0","0","1.3","113","0.5","0.00"
"24","1006.2","24.3","100","0.0","0","1.1","6","1.0","0.00"
