"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1006.2","23.6","92","0.0","0","3.2","353","0.0","0.00"
"02","1005.3","23.0","95","0.0","0","1.4","3","0.0","0.00"
"03","1004.5","22.8","95","0.1","0","0.9","360","0.0","0.00"
"04","1004.2","22.9","95","0.0","0","1.3","194","0.0","0.00"
"05","1004.2","22.8","96","0.5","63","2.0","342","0.0","0.00"
"06","1004.4","22.9","95","0.3","228","2.2","224","0.0","0.00"
"07","1005.0","22.9","96","0.6","229","2.4","193","0.0","0.00"
"08","1005.5","23.0","97","0.1","0","2.6","211","0.0","0.20"
"09","1005.4","23.3","98","0.5","222","1.8","225","0.5","0.30"
"10","1005.6","24.0","97","0.2","0","2.3","198","1.0","0.50"
"11","1004.5","24.0","96","0.0","0","1.2","112","1.5","0.60"
"12","1004.0","24.3","97","0.0","0","1.3","134","1.0","0.60"
"13","1002.9","24.2","97","0.0","0","1.1","184","0.5","0.50"
"14","1002.4","24.5","97","0.0","0","1.1","240","0.5","0.50"
"15","1002.5","24.1","98","0.0","0","1.2","241","1.5","0.30"
"16","1002.9","23.7","99","0.3","42","4.7","102","2.0","0.10"
"17","1003.6","23.4","100","0.0","0","2.0","28","2.0","0.00"
"18","1003.4","23.1","100","0.1","0","1.2","37","2.5","0.00"
"19","1004.0","23.1","100","0.0","0","2.0","28","2.0","0.00"
"20","1004.4","23.9","100","1.2","46","5.1","60","0.5","0.00"
"21","1004.4","24.3","99","1.2","35","4.8","17","0.0","0.00"
"22","1004.8","24.3","100","1.6","34","6.6","30","5.5","0.00"
"23","1004.2","24.5","100","1.2","31","5.7","19","0.5","0.00"
"24","1003.7","24.5","100","0.9","49","5.2","30","0.0","0.00"
