"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1010.2","24.0","93","0.0","0","2.7","219","0.0","0.00"
"02","1009.7","23.7","95","0.3","244","1.7","265","0.0","0.00"
"03","1009.1","23.8","92","0.2","0","2.2","126","0.0","0.00"
"04","1009.3","23.4","96","0.0","0","1.3","227","0.0","0.00"
"05","1009.2","22.9","98","0.2","0","0.8","229","0.0","0.00"
"06","1009.7","23.3","98","0.1","0","1.0","229","0.0","0.00"
"07","1010.3","24.3","94","0.3","274","1.7","270","0.0","0.20"
"08","1010.3","29.6","68","0.1","0","1.8","213","0.0","1.30"
"09","1010.9","29.3","67","0.6","41","3.6","121","0.0","1.80"
"10","1010.9","28.5","68","1.4","72","4.0","35","0.0","2.20"
"11","1010.5","27.3","71","0.3","44","4.1","66","0.0","1.00"
"12","1009.9","27.0","75","1.1","65","3.4","48","0.0","0.80"
"13","1009.3","27.0","77","0.8","46","4.9","35","0.0","0.80"
"14","1008.8","26.1","81","0.9","59","4.4","107","0.0","0.60"
"15","1008.6","25.6","83","0.5","24","4.0","68","0.0","0.20"
"16","1008.5","25.6","84","0.0","0","1.8","42","0.0","0.20"
"17","1008.7","24.9","87","0.0","0","1.9","335","0.0","0.10"
"18","1008.8","24.0","94","0.0","0","0.7","339","0.0","0.00"
"19","1009.2","23.8","95","0.0","0","0.0","0","0.0","0.00"
"20","1009.7","23.8","95","0.0","0","0.6","56","0.0","0.00"
"21","1010.0","23.7","95","0.0","0","0.4","94","0.0","0.00"
"22","1010.1","23.7","96","0.0","0","0.6","125","0.0","0.00"
"23","1010.0","23.5","97","0.1","0","1.3","183","0.0","0.00"
"24","1009.5","23.4","97","0.0","0","1.0","199","0.0","0.00"
