"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1001.6","22.9","100","0.4","79","2.4","103","0.5","0.00"
"02","1001.4","22.3","100","0.4","53","2.5","18","0.0","0.00"
"03","1001.4","22.2","100","0.0","0","1.0","40","0.5","0.00"
"04","1001.8","22.3","100","0.0","0","0.8","30","0.0","0.00"
"05","1002.3","22.4","100","0.0","0","1.1","256","0.5","0.00"
"06","1003.0","22.7","100","0.0","0","0.7","215","0.0","0.00"
"07","1003.5","22.9","100","0.0","0","0.8","259","0.0","0.10"
"08","1004.2","22.9","100","0.1","0","1.2","59","0.0","0.20"
"09","1004.8","22.5","98","0.4","19","1.8","28","0.0","0.40"
"10","1004.9","23.0","93","0.6","326","3.4","105","0.0","0.60"
"11","1004.8","23.8","89","0.9","288","2.4","282","0.0","0.70"
"12","1004.7","24.0","89","0.3","256","2.3","261","0.0","0.50"
"13","1004.2","24.9","86","0.4","242","2.8","211","0.0","1.00"
"14","1004.2","24.5","84","0.6","249","2.4","259","0.0","0.80"
"15","1004.6","24.2","87","0.0","0","1.9","175","0.0","0.60"
"16","1005.0","23.3","91","0.0","0","2.0","232","0.0","0.20"
"17","1005.6","21.9","97","0.1","0","2.2","86","0.5","0.10"
"18","1006.0","21.9","98","0.3","191","1.4","196","0.0","0.00"
"19","1006.9","21.6","99","0.6","211","2.0","223","0.0","0.00"
"20","1007.2","21.6","99","0.0","0","2.4","213","0.0","0.00"
"21","1008.1","21.7","99","0.3","232","1.8","200","0.0","0.00"
"22","1008.7","21.7","100","0.4","228","1.6","202","0.0","0.00"
"23","1008.4","21.5","99","0.4","235","1.7","215","0.0","0.00"
"24","1007.9","21.2","99","0.2","0","1.8","206","0.0","0.00"
