"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1006.2","26.3","98","0.0","0","0.2","0","0.0","0.00"
"02","1006.1","26.1","99","0.0","0","0.4","58","0.0","0.00"
"03","1005.7","26.0","99","0.0","0","0.0","0","0.0","0.00"
"04","1005.8","26.1","99","0.0","0","0.8","59","0.0","0.00"
"05","1005.9","26.1","100","0.0","0","0.0","0","0.0","0.00"
"06","1006.2","26.0","99","0.0","0","0.0","0","0.0","0.00"
"07","1006.6","26.7","99","0.0","0","0.3","76","0.0","0.10"
"08","1007.4","27.7","95","0.0","0","0.4","78","0.0","0.30"
"09","1007.5","28.3","91","0.0","0","0.0","0","0.0","0.40"
"10","1007.2","29.7","86","0.1","0","1.1","289","0.0","0.80"
"11","1007.1","28.2","90","1.4","73","4.4","82","0.0","0.50"
"12","1006.4","28.4","89","1.5","70","4.4","27","0.0","1.00"
"13","1005.6","27.7","91","1.1","63","5.3","105","0.0","0.40"
"14","1005.4","28.4","86","1.2","69","4.9","84","0.0","0.50"
"15","1005.4","28.3","85","1.0","67","3.7","62","0.0","0.70"
"16","1005.5","27.6","89","0.5","73","3.1","64","0.0","0.20"
"17","1005.9","27.7","89","0.0","0","2.2","86","0.0","0.10"
"18","1006.0","26.9","93","0.5","218","2.0","215","0.0","0.00"
"19","1006.4","26.1","98","0.3","225","1.7","206","0.0","0.00"
"20","1007.0","26.0","99","0.5","221","2.4","213","0.5","0.00"
"21","1007.3","25.7","100","0.0","0","1.6","210","4.5","0.00"
"22","1007.2","25.7","100","0.0","0","1.0","220","0.0","0.00"
"23","1006.9","25.6","100","0.0","0","1.5","216","0.5","0.00"
"24","1006.4","25.6","100","0.0","0","1.4","221","0.0","0.00"
