"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1005.7","22.4","100","0.0","0","0.1","0","0.0","0.00"
"02","1005.6","22.1","100","0.0","0","0.0","0","0.0","0.00"
"03","1005.2","22.2","100","0.0","0","0.5","259","0.0","0.00"
"04","1005.1","22.1","100","0.0","0","0.9","255","0.0","0.00"
"05","1005.2","21.9","100","0.3","244","1.3","253","0.0","0.00"
"06","1005.5","22.1","99","0.3","240","1.9","245","0.0","0.00"
"07","1006.1","23.9","94","0.6","235","2.1","235","0.0","0.40"
"08","1006.6","25.9","85","0.5","258","3.0","275","0.0","0.80"
"09","1006.7","28.0","73","0.9","269","3.3","279","0.0","1.80"
"10","1006.8","28.9","69","0.5","188","2.2","209","0.0","1.40"
"11","1006.6","30.7","60","0.4","259","2.5","212","0.0","2.40"
"12","1005.9","31.9","62","0.8","267","2.9","308","0.0","3.00"
"13","1005.3","32.7","61","0.7","125","3.6","97","0.0","3.40"
"14","1005.3","31.5","64","1.7","43","4.5","96","0.0","3.20"
"15","1005.4","31.4","62","0.8","75","3.8","18","0.0","2.40"
"16","1005.8","30.3","72","0.7","69","3.4","356","0.0","1.70"
"17","1006.1","28.5","79","0.9","97","3.3","96","0.0","0.80"
"18","1006.6","27.2","86","0.3","50","2.2","343","0.0","0.10"
"19","1007.2","26.1","90","0.0","0","1.6","43","0.0","0.00"
"20","1007.6","25.3","94","0.0","0","0.2","0","0.0","0.00"
"21","1008.2","25.1","96","0.0","0","0.0","0","0.0","0.00"
"22","1008.4","24.9","96","0.0","0","1.1","86","0.0","0.00"
"23","1008.0","24.4","96","0.0","0","0.0","0","0.0","0.00"
"24","1007.2","24.4","97","0.0","0","0.0","0","0.0","0.00"
