"觀測時間(hour)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","WSGust","WDGust","Precp","GloblRad"
"01","1.4","279","0.5","0.00"
"02","1.3","273","0.0","0.00"
"03","1.5","260","0.0","0.00"
"04","1.3","258","0.5","0.00"
"05","1.5","258","0.0","0.00"
"06","1.2","255","0.5","0.00"
"07","1.2","255","0.0","0.00"
"08","1.2","256","0.0","0.10"
"09","1.2","255","0.5","0.10"
"10","1.0","257","0.0","0.30"
"11","1.2","252","0.0","0.30"
"12","0.7","234","0.0","0.50"
"13","0.9","234","0.0","0.40"
"14","1.7","214","0.0","0.40"
"15","0.6","178","0.5","0.10"
"16","0.9","326","1.0","0.10"
"17","0.8","321","0.5","0.10"
"18","0.0","0","0.0","0.00"
"19","0.3","301","1.0","0.00"
"20","0.0","0","1.0","0.00"
"21","0.2","0","0.5","0.00"
"22","0.7","298","1.0","0.00"
"23","0.6","272","1.5","0.00"
"24","1.5","272","0.5","0.00"
