"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1003.3","24.1","100","0.3","225","1.6","214","0.0","0.00"
"02","1003.0","23.9","100","0.0","0","1.9","215","0.0","0.00"
"03","1002.7","23.5","100","0.0","0","0.0","0","0.0","0.00"
"04","1002.1","23.4","100","0.0","0","1.1","244","0.0","0.00"
"05","1002.4","23.5","100","0.2","0","1.2","204","0.0","0.00"
"06","1002.8","23.5","100","0.1","0","0.7","205","0.0","0.00"
"07","1003.3","24.5","100","0.1","0","1.2","218","0.0","0.20"
"08","1003.5","28.5","85","0.3","216","1.6","219","0.0","1.20"
"09","1003.9","30.9","72","0.6","264","2.3","203","0.0","2.10"
"10","1004.1","31.9","68","0.2","0","1.8","183","0.0","2.40"
"11","1003.6","33.1","61","0.7","51","2.1","23","0.0","3.20"
"12","1003.3","33.5","61","1.2","56","3.3","55","0.0","3.50"
"13","1002.5","33.7","59","1.1","61","3.2","55","0.0","3.50"
"14","1002.2","34.1","56","0.9","49","3.9","114","0.0","3.20"
"15","1001.8","33.8","57","0.8","65","3.2","76","0.0","2.70"
"16","1001.6","33.3","63","1.0","60","3.7","70","0.0","2.00"
"17","1001.8","30.9","70","0.7","51","2.7","74","0.0","1.00"
"18","1002.3","28.8","81","0.2","0","3.2","40","0.0","0.20"
"19","1002.8","27.7","90","0.0","0","1.3","50","0.0","0.00"
"20","1003.3","27.3","93","0.0","0","0.0","0","0.0","0.00"
"21","1003.3","27.0","94","0.0","0","0.0","0","0.0","0.00"
"22","1003.2","26.5","96","0.0","0","0.1","0","0.0","0.00"
"23","1002.9","26.1","97","0.0","0","0.0","0","0.0","0.00"
"24","1002.5","25.8","97","0.0","0","0.6","224","0.0","0.00"
