"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","971.5","25.9","100","1.4","235","6.4","205","0.0","0.00"
"02","971.7","25.9","100","0.4","242","5.7","219","0.5","0.00"
"03","972.7","25.8","100","1.3","234","4.6","209","3.5","0.00"
"04","973.6","25.6","100","0.0","0","4.7","221","4.5","0.00"
"05","974.9","25.5","100","0.0","0","0.0","0","2.0","0.00"
"06","976.4","25.5","100","0.0","0","0.9","108","1.5","0.00"
"07","977.1","25.7","100","0.0","0","0.5","293","1.5","0.00"
"08","978.5","25.9","100","0.0","0","0.5","93","2.5","0.10"
"09","978.9","26.4","100","0.0","0","1.6","294","1.0","0.20"
"10","979.4","27.0","100","0.0","0","2.0","278","0.5","0.40"
"11","979.6","27.1","100","0.0","0","1.3","107","2.0","0.40"
"12","980.1","27.0","100","0.0","0","1.7","104","0.5","0.30"
"13","979.8","26.8","97","0.6","233","2.9","252","1.0","0.40"
"14","980.0","26.6","98","0.4","248","2.6","239","1.0","0.40"
"15","980.4","26.7","97","0.0","0","3.2","246","1.0","0.40"
"16","981.1","25.8","98","0.0","0","1.4","218","1.0","0.20"
"17","981.3","25.4","100","0.0","0","0.8","325","0.5","0.00"
"18","982.4","25.2","100","0.0","0","0.0","0","0.5","0.00"
"19","983.9","25.1","100","0.0","0","0.0","0","1.0","0.00"
"20","984.6","25.0","100","0.1","0","1.6","309","0.5","0.00"
"21","986.0","25.1","100","0.1","0","1.6","215","1.0","0.00"
"22","986.8","24.9","100","0.0","0","1.0","220","0.5","0.00"
"23","987.2","24.8","100","0.0","0","1.4","243","0.0","0.00"
"24","987.9","24.8","100","0.1","0","1.4","110","0.0","0.00"
