"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1002.1","23.4","100","0.0","0","4.2","214","6.0","0.00"
"02","1001.8","23.3","100","0.0","0","1.9","292","0.0","0.00"
"03","1001.8","23.1","100","0.4","287","1.5","319","0.5","0.00"
"04","1000.6","23.0","100","0.2","0","2.0","225","0.0","0.00"
"05","1001.1","23.0","100","0.4","212","1.7","190","0.0","0.00"
"06","1001.7","23.1","100","0.2","0","1.6","253","0.0","0.00"
"07","1002.7","23.5","100","0.6","215","3.2","268","0.0","0.10"
"08","1003.2","24.2","99","0.7","232","3.4","268","0.0","0.30"
"09","1002.9","27.9","87","0.4","174","2.9","208","0.0","1.20"
"10","1003.1","29.0","82","0.6","256","2.6","245","0.0","1.90"
"11","1002.8","29.2","83","0.6","238","3.1","240","0.0","0.90"
"12","1002.2","28.2","83","0.6","253","4.1","202","0.0","1.10"
"13","1001.6","28.4","85","0.7","191","2.8","201","0.0","0.90"
"14","1002.5","25.0","97","1.1","227","9.0","225","1.0","0.50"
"15","1001.8","25.1","97","0.3","245","3.2","202","0.5","0.50"
"16","1001.6","25.7","95","0.8","230","3.2","253","0.0","0.70"
"17","1001.9","25.3","96","0.9","239","3.1","234","0.0","0.30"
"18","1002.1","24.7","97","0.5","229","3.0","220","0.0","0.00"
"19","1002.5","24.7","96","0.9","231","4.1","213","0.0","0.00"
"20","1003.1","24.7","96","0.8","234","3.7","203","0.0","0.00"
"21","1003.0","24.5","96","0.7","256","3.5","208","0.0","0.00"
"22","1004.3","24.5","94","1.3","220","4.3","224","0.0","0.00"
"23","1004.7","23.7","99","0.1","0","3.5","217","0.5","0.00"
"24","1004.7","23.4","100","0.0","0","1.5","341","2.5","0.00"
