"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1005.6","24.3","100","0.0","0","0.8","48","6.5","0.00"
"02","1004.3","24.2","100","0.0","0","1.0","73","2.5","0.00"
"03","1004.3","24.3","100","0.3","348","1.5","334","0.5","0.00"
"04","1004.3","24.4","100","0.0","0","1.1","33","0.5","0.00"
"05","1003.8","24.2","100","0.0","0","0.5","27","0.0","0.00"
"06","1004.4","24.4","100","0.0","0","1.1","286","0.0","0.00"
"07","1004.5","25.0","100","0.0","0","0.6","276","0.0","0.20"
"08","1004.8","25.7","99","0.0","0","0.8","336","0.0","0.60"
"09","1005.0","25.9","97","0.1","0","1.9","343","0.0","0.40"
"10","1004.8","28.4","87","0.8","65","3.0","66","0.0","1.30"
"11","1004.3","29.8","81","1.2","79","4.2","79","0.0","2.80"
"12","1003.7","29.8","83","1.0","49","5.2","108","0.0","3.60"
"13","1003.2","28.7","84","1.1","61","3.7","75","0.0","1.40"
"14","1002.8","27.5","88","0.9","62","4.3","45","0.0","1.10"
"15","1002.5","27.0","90","0.8","50","3.4","18","0.0","0.30"
"16","1002.3","25.8","96","0.6","13","3.8","118","0.5","0.10"
"17","1002.3","25.5","99","0.0","0","2.2","57","14.5","0.10"
"18","1002.6","25.3","100","0.1","0","1.2","71","17.0","0.00"
"19","1003.5","25.2","100","0.0","0","1.0","353","10.5","0.00"
"20","1003.1","25.1","100","0.1","0","1.4","255","2.5","0.00"
"21","1003.2","25.0","100","0.3","270","2.1","207","2.5","0.00"
"22","1004.5","25.0","100","0.0","0","1.4","244","0.0","0.00"
"23","1004.6","25.1","100","0.0","0","0.5","72","0.0","0.00"
"24","1004.6","25.2","100","0.0","0","0.0","0","0.0","0.00"
