"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1010.6","21.0","100","0.0","0","1.0","250","0.0","0.00"
"02","1010.1","20.6","100","0.2","0","1.2","230","0.0","0.00"
"03","1009.5","20.6","100","0.0","0","1.2","206","0.0","0.00"
"04","1009.0","20.5","100","0.1","0","0.9","226","0.0","0.00"
"05","1009.5","19.9","100","0.0","0","0.8","250","0.0","0.00"
"06","1009.7","20.2","100","0.0","0","1.0","201","0.0","0.00"
"07","1010.0","21.4","100","0.4","215","1.6","192","0.0","0.30"
"08","1010.5","23.9","93","0.8","245","2.3","219","0.0","1.00"
"09","1010.4","27.2","78","0.6","200","2.5","197","0.0","1.80"
"10","1010.3","29.0","67","1.0","227","2.8","299","0.0","2.40"
"11","1009.7","30.2","65","0.7","246","2.8","208","0.0","2.90"
"12","1008.9","31.1","67","0.8","149","2.7","64","0.0","3.00"
"13","1008.2","31.4","64","0.6","182","3.3","106","0.0","2.90"
"14","1007.5","30.4","71","0.6","144","3.6","82","0.0","1.90"
"15","1007.1","29.9","73","0.4","134","3.8","81","0.0","2.00"
"16","1007.0","28.3","78","0.3","151","3.0","141","0.0","0.70"
"17","1007.3","27.4","81","0.5","181","2.5","90","0.0","0.50"
"18","1007.5","26.8","83","0.0","0","1.7","145","0.0","0.10"
"19","1008.0","25.7","88","0.0","0","1.1","192","0.0","0.00"
"20","1008.5","24.2","94","0.0","0","0.0","0","0.0","0.00"
"21","1009.2","23.7","96","0.0","0","0.0","0","0.0","0.00"
"22","1009.1","23.4","98","0.0","0","0.5","94","0.0","0.00"
"23","1008.7","23.3","99","0.0","0","0.1","0","0.0","0.00"
"24","1008.4","23.2","99","0.0","0","0.1","0","0.0","0.00"
