"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1001.7","25.9","95","0.2","0","2.6","221","0.0","0.00"
"02","1001.6","25.4","97","0.1","0","1.9","235","0.0","0.00"
"03","1001.1","25.0","98","0.2","0","1.5","211","0.0","0.00"
"04","1000.9","24.7","99","0.1","0","1.2","237","0.0","0.00"
"05","1001.1","24.5","99","0.0","0","1.7","240","0.0","0.00"
"06","1001.8","24.7","99","0.5","226","1.8","221","0.0","0.00"
"07","1001.9","27.9","87","1.0","231","2.8","234","0.0","0.50"
"08","1002.2","30.3","76","0.9","236","2.9","217","0.0","1.30"
"09","1002.3","32.2","72","0.8","261","2.4","212","0.0","2.10"
"10","1002.1","33.6","64","0.5","56","2.3","222","0.0","2.70"
"11","1001.9","34.4","64","1.3","74","3.5","73","0.0","3.30"
"12","1001.3","34.7","60","0.9","86","3.7","21","0.0","3.50"
"13","1001.0","34.2","62","0.6","147","3.5","104","0.0","2.90"
"14","1000.6","33.6","64","1.0","210","3.5","215","0.0","2.20"
"15","1000.7","30.1","79","1.3","234","3.4","220","0.0","0.60"
"16","1000.8","26.6","95","1.4","235","4.4","231","2.0","0.20"
"17","1000.6","26.4","95","1.1","230","3.4","226","0.5","0.20"
"18","1000.7","26.4","95","0.8","231","3.8","240","0.0","0.10"
"19","1001.6","26.2","94","0.5","238","3.9","188","0.0","0.00"
"20","1001.6","26.0","96","0.5","223","3.4","256","0.0","0.00"
"21","1001.1","25.8","97","0.4","216","2.2","221","0.0","0.00"
"22","1000.9","25.6","96","0.9","222","3.6","215","0.0","0.00"
"23","1000.8","25.5","96","0.3","244","4.0","216","0.0","0.00"
"24","1000.6","25.4","96","0.9","222","3.2","197","0.0","0.00"
