"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1005.2","25.4","97","0.4","224","1.4","204","0.0","0.00"
"02","1004.5","25.4","98","0.2","0","1.6","227","0.0","0.00"
"03","1004.5","24.9","98","0.0","0","2.0","220","0.0","0.00"
"04","1004.6","24.5","99","0.1","0","1.2","229","0.0","0.00"
"05","1004.6","24.2","100","0.0","0","0.6","230","0.0","0.00"
"06","1005.2","24.3","100","0.0","0","0.5","231","0.0","0.00"
"07","1005.7","26.1","96","0.2","0","1.7","216","0.0","0.30"
"08","1005.8","29.4","79","0.6","242","2.6","215","0.0","1.10"
"09","1005.7","31.5","73","0.6","222","2.5","196","0.0","2.00"
"10","1005.8","32.6","67","0.3","360","2.6","193","0.0","2.60"
"11","1005.6","33.3","67","1.0","53","3.2","55","0.0","3.00"
"12","1005.3","33.8","68","1.4","60","5.0","90","0.0","3.50"
"13","1004.7","32.9","71","1.1","53","4.3","6","0.0","3.40"
"14","1004.2","33.2","74","0.9","63","3.6","38","0.0","3.20"
"15","1004.0","30.5","79","0.9","48","4.1","119","0.0","1.90"
"16","1004.1","29.4","80","0.2","0","2.8","89","0.0","0.30"
"17","1004.7","24.9","98","0.0","0","4.2","244","16.5","0.00"
"18","1004.3","24.8","100","0.0","0","2.6","272","5.5","0.00"
"19","1003.5","25.0","100","0.1","0","1.7","215","0.0","0.00"
"20","1004.2","25.0","100","0.0","0","1.0","218","0.0","0.00"
"21","1005.2","24.8","100","0.0","0","1.5","227","0.0","0.00"
"22","1005.3","24.5","100","0.0","0","1.2","226","0.0","0.00"
"23","1005.0","24.3","100","0.1","0","1.2","208","0.0","0.00"
"24","1004.3","24.0","100","0.0","0","1.2","208","0.0","0.00"
