"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1010.4","23.8","100","0.0","0","0.9","243","0.0","0.00"
"02","1009.8","23.5","100","0.0","0","0.8","214","0.0","0.00"
"03","1009.4","23.2","100","0.0","0","0.8","219","0.0","0.00"
"04","1009.4","23.1","100","0.1","0","1.2","205","0.0","0.00"
"05","1009.5","22.9","100","0.0","0","0.8","216","0.0","0.00"
"06","1010.2","22.9","100","0.0","0","1.2","190","0.0","0.00"
"07","1011.0","23.9","100","0.6","225","2.3","218","0.0","0.30"
"08","1011.3","28.6","78","0.6","212","2.9","197","0.0","1.40"
"09","1011.5","30.2","75","0.5","245","2.5","207","0.0","1.80"
"10","1011.3","31.9","68","0.5","95","2.2","86","0.0","2.60"
"11","1010.7","31.8","63","1.2","84","3.5","111","0.0","3.00"
"12","1010.0","32.1","69","1.1","65","4.2","107","0.0","3.20"
"13","1009.3","31.9","71","1.3","49","3.9","107","0.0","3.20"
"14","1009.0","31.0","76","1.6","70","5.3","75","0.0","2.50"
"15","1008.9","28.7","81","0.7","45","4.0","40","0.0","1.40"
"16","1009.3","28.1","83","1.1","67","3.6","34","0.0","0.50"
"17","1009.6","27.2","87","0.7","62","2.9","42","0.0","0.20"
"18","1010.0","26.5","87","0.3","27","3.1","52","0.0","0.00"
"19","1010.6","26.0","92","0.0","0","1.0","97","0.0","0.00"
"20","1011.3","25.8","96","0.0","0","0.6","13","0.0","0.00"
"21","1011.4","25.5","96","0.0","0","0.7","12","0.0","0.00"
"22","1011.4","25.2","97","0.1","0","0.6","51","0.0","0.00"
"23","1011.0","24.4","98","0.0","0","1.1","187","0.0","0.00"
"24","1010.6","24.0","99","0.0","0","0.0","0","0.0","0.00"
