"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1001.2","25.6","98","0.0","0","0.4","181","0.0","0.00"
"02","1000.9","25.2","99","0.0","0","0.0","0","0.0","0.00"
"03","1000.6","25.0","99","0.0","0","0.8","199","0.0","0.00"
"04","1000.5","24.8","98","0.0","0","0.0","0","0.0","0.00"
"05","1000.8","24.8","98","0.1","0","1.1","218","0.0","0.00"
"06","1001.2","24.9","99","0.1","0","0.8","230","0.0","0.00"
"07","1002.0","27.5","88","1.0","220","2.3","177","0.0","0.40"
"08","1002.5","30.6","74","0.9","221","2.7","212","0.0","1.20"
"09","1002.9","33.1","67","0.4","242","2.1","185","0.0","2.00"
"10","1003.1","34.6","59","0.3","229","2.0","210","0.0","2.70"
"11","1003.1","34.7","61","1.0","57","3.3","83","0.0","3.20"
"12","1002.9","35.3","60","0.8","79","2.9","39","0.0","3.40"
"13","1002.6","35.0","63","0.6","144","3.4","62","0.0","3.40"
"14","1002.4","35.2","62","0.5","106","3.8","91","0.0","3.20"
"15","1001.9","35.5","59","0.5","142","3.2","98","0.0","2.60"
"16","1001.9","35.5","56","0.2","0","2.2","24","0.0","1.90"
"17","1002.3","31.0","73","0.0","0","1.9","36","0.0","0.70"
"18","1002.8","28.5","87","0.0","0","0.9","17","0.0","0.00"
"19","1002.7","27.4","92","0.0","0","0.0","0","0.0","0.00"
"20","1003.4","26.9","95","0.0","0","0.6","78","0.0","0.00"
"21","1004.2","26.4","96","0.0","0","0.0","0","0.0","0.00"
"22","1004.4","26.3","97","0.0","0","1.1","200","0.0","0.00"
"23","1004.2","26.0","96","0.0","0","1.0","199","0.0","0.00"
"24","1004.4","25.6","98","0.0","0","0.8","202","0.0","0.00"
