"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1013.7","21.3","98","0.0","0","0.7","305","0.0","0.00"
"02","1013.4","21.3","96","0.0","0","1.2","301","0.0","0.00"
"03","1013.3","21.3","95","0.0","0","1.3","298","0.0","0.00"
"04","1013.0","21.3","94","0.0","0","1.7","297","0.0","0.00"
"05","1013.5","20.5","99","0.2","0","0.8","286","0.0","0.00"
"06","1014.5","20.5","100","0.1","0","0.8","286","0.0","0.00"
"07","1015.1","20.4","100","0.0","0","1.3","286","0.0","0.00"
"08","1016.1","24.3","81","0.3","285","1.6","285","0.0","0.70"
"09","1015.7","27.7","73","0.2","0","1.9","285","0.0","1.60"
"10","1015.0","28.2","65","0.3","181","1.7","285","0.0","2.20"
"11","1014.2","28.3","62","1.6","62","4.8","80","0.0","2.70"
"12","1013.5","28.2","71","2.2","61","6.4","43","0.0","2.90"
"13","1012.5","27.8","68","1.9","56","6.4","360","0.0","2.20"
"14","1012.4","27.7","71","2.4","64","6.7","52","0.0","1.80"
"15","1012.7","25.6","77","2.0","44","6.3","2","0.0","0.70"
"16","1013.3","24.8","81","1.5","48","5.8","74","0.0","0.30"
"17","1013.9","24.1","84","1.6","30","6.9","55","0.0","0.00"
"18","1014.3","23.8","85","1.5","37","6.4","16","0.0","0.00"
"19","1015.2","23.3","87","2.0","33","6.9","16","0.0","0.00"
"20","1015.7","22.8","88","2.0","50","8.6","3","0.0","0.00"
"21","1016.5","22.6","86","1.1","25","7.1","10","0.0","0.00"
"22","1016.6","22.3","86","0.8","10","4.7","17","0.0","0.00"
"23","1016.0","22.3","81","0.7","26","4.8","14","0.0","0.00"
"24","1015.8","22.4","81","1.0","44","3.6","71","0.0","0.00"
