"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1005.3","24.8","99","0.1","0","1.7","263","0.0","0.00"
"02","1005.3","24.3","99","0.0","0","0.2","0","0.0","0.00"
"03","1005.4","23.7","99","0.0","0","0.5","244","0.0","0.00"
"04","1005.3","23.4","99","0.1","0","1.1","256","0.0","0.00"
"05","1005.6","23.5","99","0.1","0","1.2","208","0.0","0.00"
"06","1006.2","23.4","98","0.2","0","1.6","213","0.0","0.00"
"07","1006.8","26.2","88","0.6","220","2.5","282","0.0","0.60"
"08","1006.2","29.7","74","0.2","0","2.7","207","0.0","1.50"
"09","1005.8","31.9","62","0.6","226","2.2","271","0.0","2.20"
"10","1006.2","33.3","58","0.4","63","2.4","194","0.0","2.90"
"11","1006.5","33.7","60","0.5","143","3.2","94","0.0","3.20"
"12","1006.5","34.7","58","0.8","135","3.7","101","0.0","3.70"
"13","1006.3","34.6","63","0.7","171","3.0","118","0.0","3.70"
"14","1005.9","34.3","61","0.8","137","3.5","131","0.0","3.10"
"15","1005.7","34.8","59","0.6","153","3.3","147","0.0","3.10"
"16","1005.4","33.1","62","0.6","223","3.1","221","0.0","1.00"
"17","1005.1","33.6","65","0.4","184","2.4","251","0.0","1.40"
"18","1005.4","30.8","76","0.1","0","2.5","142","0.0","0.50"
"19","1006.3","29.0","80","0.0","0","1.7","220","0.0","0.00"
"20","1006.6","28.5","85","0.0","0","2.2","131","0.0","0.00"
"21","1006.6","27.3","91","0.0","0","0.8","122","0.0","0.00"
"22","1007.4","26.7","94","0.0","0","0.0","0","0.0","0.00"
"23","1007.2","26.9","95","0.0","0","0.9","360","0.0","0.00"
"24","1006.9","26.3","95","0.0","0","0.2","0","0.0","0.00"
