"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1011.7","24.4","100","0.3","213","1.5","202","0.0","0.00"
"02","1010.8","24.2","100","0.0","0","1.4","219","0.0","0.00"
"03","1010.5","23.8","100","0.1","0","0.7","203","0.0","0.00"
"04","1010.1","23.5","100","0.3","207","1.4","203","0.0","0.00"
"05","1010.4","23.3","100","0.0","0","0.7","218","0.0","0.00"
"06","1011.2","23.1","100","0.0","0","1.0","214","0.0","0.00"
"07","1011.4","24.0","100","0.4","218","1.6","220","0.0","0.20"
"08","1011.8","27.8","84","0.3","234","2.1","194","0.0","0.90"
"09","1012.2","29.2","76","0.4","202","2.6","194","0.0","1.60"
"10","1012.1","32.3","63","0.2","0","2.0","208","0.0","2.70"
"11","1011.2","32.2","64","0.3","111","2.1","23","0.0","2.80"
"12","1010.3","32.1","63","1.1","60","3.8","120","0.0","3.10"
"13","1009.5","32.1","68","0.9","7","3.6","32","0.0","3.00"
"14","1008.8","32.5","62","0.7","36","3.0","67","0.0","2.70"
"15","1008.6","32.1","68","0.8","31","3.5","68","0.0","2.00"
"16","1008.9","31.1","72","0.5","22","3.1","97","0.0","1.10"
"17","1009.1","26.9","88","0.4","43","1.8","65","0.0","0.10"
"18","1009.3","26.1","94","0.1","0","1.6","45","0.0","0.00"
"19","1010.0","26.2","96","0.0","0","0.7","20","0.0","0.00"
"20","1010.8","26.1","97","0.0","0","0.1","0","0.0","0.00"
"21","1010.8","25.5","98","0.0","0","0.0","0","0.0","0.00"
"22","1011.0","25.2","99","0.0","0","0.4","14","0.0","0.00"
"23","1011.1","24.8","99","0.0","0","0.8","259","0.0","0.00"
"24","1010.9","24.3","100","0.0","0","0.3","258","0.0","0.00"
