"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1007.5","23.0","100","0.0","0","1.1","226","1.0","0.00"
"02","1007.3","23.1","100","0.1","0","1.0","207","0.0","0.00"
"03","1007.3","23.1","100","0.1","0","1.2","223","0.0","0.00"
"04","1007.1","23.2","100","0.1","0","1.1","239","0.0","0.00"
"05","1007.4","23.2","100","0.1","0","1.2","212","0.0","0.00"
"06","1007.9","23.2","100","0.2","0","2.3","186","0.0","0.00"
"07","1008.3","23.5","100","0.1","0","2.1","176","0.0","0.00"
"08","1008.6","25.1","99","0.4","193","2.4","209","0.0","0.60"
"09","1009.4","27.7","94","0.2","0","2.0","205","0.0","1.40"
"10","1010.1","29.0","83","0.2","0","2.2","234","0.0","2.00"
"11","1009.9","28.2","85","0.0","0","1.4","90","0.0","0.70"
"12","1008.9","30.6","73","0.4","161","1.6","356","0.0","2.00"
"13","1008.6","27.1","91","0.3","98","2.6","104","0.0","1.20"
"14","1008.2","27.6","91","0.1","0","1.6","84","0.5","0.70"
"15","1007.9","27.3","92","0.1","0","1.1","60","0.0","0.40"
"16","1007.9","26.8","94","0.0","0","0.8","238","0.0","0.40"
"17","1008.2","25.5","97","0.0","0","1.5","210","0.0","0.10"
"18","1008.3","25.0","99","0.0","0","0.5","223","0.0","0.00"
"19","1008.8","24.7","100","0.0","0","0.0","0","0.0","0.00"
"20","1009.9","24.8","100","0.0","0","0.0","0","0.0","0.00"
"21","1010.1","24.4","100","0.0","0","0.0","0","0.0","0.00"
"22","1009.8","24.2","100","0.4","265","1.5","276","0.0","0.00"
"23","1009.6","23.5","100","0.3","217","2.0","205","0.0","0.00"
"24","1009.4","23.2","100","0.0","0","1.8","192","0.0","0.00"
