"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1009.4","25.5","97","0.0","0","0.4","321","0.0","0.00"
"02","1008.6","25.5","97","0.0","0","0.4","322","0.0","0.00"
"03","1008.1","25.3","97","0.0","0","0.4","257","0.0","0.00"
"04","1008.0","24.8","98","0.1","0","1.0","224","0.0","0.00"
"05","1008.2","24.7","98","0.0","0","1.0","258","0.0","0.00"
"06","1008.6","24.9","98","0.4","214","1.4","212","0.0","0.00"
"07","1009.1","25.7","97","0.3","231","1.5","198","0.0","0.20"
"08","1008.9","26.6","92","0.1","0","1.8","211","0.0","0.40"
"09","1009.0","27.7","86","0.7","238","1.7","205","0.0","0.70"
"10","1009.0","29.9","72","0.3","192","2.1","230","0.0","1.30"
"11","1008.4","32.1","65","0.6","306","1.9","221","0.0","2.80"
"12","1007.6","32.1","70","0.7","37","2.2","291","0.0","3.20"
"13","1006.6","31.3","71","0.2","0","2.4","10","0.0","1.20"
"14","1005.6","32.4","67","0.9","74","2.3","126","0.0","2.00"
"15","1005.3","33.1","58","0.4","144","2.2","140","0.0","1.40"
"16","1005.4","30.9","68","0.2","0","3.8","77","0.0","1.00"
"17","1005.6","28.6","82","0.8","357","3.3","304","0.0","0.50"
"18","1006.1","27.5","88","0.8","72","4.4","360","0.0","0.20"
"19","1006.9","26.8","92","0.0","0","2.8","27","0.0","0.00"
"20","1007.6","26.7","93","0.1","0","1.9","78","0.0","0.00"
"21","1008.1","26.1","96","0.0","0","0.0","0","0.0","0.00"
"22","1008.1","25.9","97","0.0","0","0.0","0","0.0","0.00"
"23","1008.1","25.7","98","0.0","0","0.0","0","0.0","0.00"
"24","1007.8","25.7","99","0.1","0","0.0","0","0.0","0.00"
