"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1007.3","25.5","99","0.0","0","1.5","42","0.0","0.00"
"02","1007.0","24.9","99","0.0","0","1.0","54","0.0","0.00"
"03","1006.5","23.3","98","0.0","0","0.5","30","0.0","0.00"
"04","1006.3","23.3","99","0.0","0","0.0","0","0.0","0.00"
"05","1006.3","23.3","100","0.0","0","0.0","0","0.0","0.00"
"06","1006.6","22.8","100","0.0","0","0.7","29","0.0","0.00"
"07","1007.2","24.0","98","0.4","217","1.5","214","0.0","0.40"
"08","1007.3","27.1","81","1.2","231","2.7","203","0.0","1.20"
"09","1007.0","29.5","70","0.8","247","3.3","193","0.0","2.00"
"10","1006.1","31.7","69","1.0","231","4.0","208","0.0","2.70"
"11","1005.2","32.8","64","0.9","195","3.8","199","0.0","3.10"
"12","1004.2","32.7","66","0.8","168","3.7","116","0.0","3.30"
"13","1003.1","32.7","67","0.8","144","3.5","126","0.0","3.30"
"14","1002.4","33.0","64","0.8","144","4.2","138","0.0","3.00"
"15","1002.1","32.1","63","0.7","69","3.8","93","0.0","2.20"
"16","1002.1","31.2","69","0.5","68","3.3","61","0.0","1.50"
"17","1002.7","29.4","79","0.9","49","3.1","354","0.0","0.70"
"18","1003.5","27.8","88","0.8","54","2.8","75","0.0","0.10"
"19","1003.7","27.2","90","0.5","36","2.9","43","0.0","0.00"
"20","1004.6","26.4","92","0.2","0","1.5","43","0.0","0.00"
"21","1004.9","25.6","94","0.0","0","1.3","97","0.0","0.00"
"22","1005.0","25.3","96","0.1","0","0.9","74","0.0","0.00"
"23","1004.5","24.9","97","0.0","0","0.6","110","0.0","0.00"
"24","1004.1","24.5","98","0.0","0","0.0","0","0.0","0.00"
