"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1005.0","26.8","97","0.0","0","0.6","122","0.0","0.00"
"02","1004.4","26.1","98","0.0","0","0.8","214","0.0","0.00"
"03","1004.3","25.9","98","0.0","0","0.6","210","0.0","0.00"
"04","1004.1","25.8","98","0.1","0","1.2","206","0.0","0.00"
"05","1003.8","25.8","97","0.1","0","1.6","242","0.0","0.00"
"06","1004.1","25.7","98","0.0","0","1.6","277","0.0","0.00"
"07","1004.6","29.4","82","0.4","209","1.4","228","0.0","0.50"
"08","1004.8","31.8","72","0.3","189","1.4","198","0.0","1.30"
"09","1005.1","33.0","63","0.4","199","1.7","95","0.0","2.10"
"10","1005.1","34.3","61","0.6","38","2.8","15","0.0","2.80"
"11","1004.9","34.4","60","1.0","18","3.1","78","0.0","3.30"
"12","1004.7","34.5","60","1.2","59","3.5","93","0.0","3.60"
"13","1004.1","34.6","60","1.0","27","3.7","106","0.0","3.50"
"14","1003.8","34.6","55","1.2","89","4.9","115","0.0","3.30"
"15","1003.9","33.5","62","1.3","65","4.1","98","0.0","2.60"
"16","1003.3","33.8","63","0.8","59","3.1","32","0.0","1.60"
"17","1002.9","31.9","71","0.5","68","2.6","30","0.0","0.80"
"18","1003.1","30.2","79","0.0","0","2.1","38","0.0","0.20"
"19","1003.5","28.6","86","0.0","0","0.2","0","0.0","0.00"
"20","1003.2","28.0","90","0.0","0","0.0","0","0.0","0.00"
"21","1004.1","27.5","94","0.0","0","0.0","0","0.0","0.00"
"22","1004.8","27.7","94","0.0","0","0.6","184","0.0","0.00"
"23","1004.8","27.5","94","0.0","0","0.8","199","0.0","0.00"
"24","1004.0","26.7","96","0.0","0","0.8","199","0.0","0.00"
