"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1005.3","22.9","98","0.0","0","1.3","153","0.0","0.00"
"02","1005.0","22.5","99","0.0","0","0.9","220","0.0","0.00"
"03","1004.8","22.2","99","0.0","0","0.5","162","0.0","0.00"
"04","1004.9","22.1","99","0.0","0","0.5","207","0.0","0.00"
"05","1004.9","22.4","99","0.0","0","0.2","0","0.0","0.00"
"06","1005.1","22.5","99","0.0","0","0.8","226","0.0","0.00"
"07","1005.6","23.7","97","0.5","218","1.7","213","0.0","0.30"
"08","1006.0","25.5","88","0.2","0","1.8","242","0.0","0.60"
"09","1006.3","27.8","76","0.5","217","2.0","211","0.0","1.40"
"10","1006.3","29.2","71","0.1","0","1.5","269","0.0","1.50"
"11","1006.1","29.0","72","0.7","333","1.8","6","0.0","1.20"
"12","1005.5","29.3","72","0.6","38","1.5","30","0.0","1.30"
"13","1005.2","29.6","76","0.4","183","2.1","27","0.0","1.30"
"14","1004.7","28.4","79","0.5","42","2.1","119","0.0","0.70"
"15","1004.6","28.1","81","0.6","48","2.5","351","0.0","0.70"
"16","1004.4","27.5","81","0.6","59","2.3","36","0.0","0.60"
"17","1004.8","27.0","86","0.8","61","2.8","48","0.0","0.40"
"18","1005.4","26.7","88","0.4","57","2.4","111","0.0","0.10"
"19","1005.9","25.8","92","0.0","0","1.3","62","0.0","0.00"
"20","1006.7","25.4","94","0.0","0","0.0","0","0.0","0.00"
"21","1007.0","25.1","95","0.0","0","0.0","0","0.0","0.00"
"22","1007.2","24.6","96","0.0","0","1.1","205","0.0","0.00"
"23","1006.8","24.1","97","0.0","0","1.1","206","0.0","0.00"
"24","1006.2","23.7","98","0.0","0","0.0","0","0.0","0.00"
