"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1011.4","21.8","100","0.1","0","1.9","257","0.0","0.00"
"02","1011.2","21.2","100","0.0","0","0.7","244","0.0","0.00"
"03","1010.8","21.2","100","0.0","0","1.9","238","0.0","0.00"
"04","1010.7","20.9","100","0.0","0","0.0","0","0.0","0.00"
"05","1010.9","20.7","100","0.0","0","0.0","0","0.0","0.00"
"06","1011.7","20.6","100","0.0","0","0.0","0","0.0","0.00"
"07","1012.7","21.6","100","0.4","233","2.0","233","0.0","0.10"
"08","1013.3","24.1","94","1.1","229","3.0","215","0.0","0.60"
"09","1013.3","27.7","78","0.4","211","2.7","239","0.0","1.40"
"10","1013.0","29.6","69","0.4","212","1.7","219","0.0","1.90"
"11","1012.6","30.4","67","0.8","77","2.8","105","0.0","2.60"
"12","1011.9","30.5","65","1.4","52","3.1","349","0.0","2.80"
"13","1011.1","30.3","68","1.4","52","4.1","77","0.0","2.20"
"14","1010.8","29.7","74","1.6","72","4.3","343","0.0","2.30"
"15","1011.1","27.8","80","1.2","57","3.9","114","0.0","1.20"
"16","1011.5","26.9","88","0.8","63","3.5","86","0.0","0.40"
"17","1011.9","25.8","92","0.6","33","3.3","69","0.0","0.00"
"18","1012.2","25.1","95","0.4","37","3.8","7","0.0","0.00"
"19","1013.0","25.1","97","0.2","0","2.0","1","0.0","0.00"
"20","1013.1","24.6","98","0.0","0","2.1","33","0.0","0.00"
"21","1013.2","24.4","99","0.4","46","1.6","54","0.0","0.00"
"22","1013.3","24.3","99","0.0","0","1.4","45","0.0","0.00"
"23","1012.9","24.3","100","0.2","0","1.0","42","0.0","0.00"
"24","1012.3","24.2","100","0.0","0","1.0","42","0.0","0.00"
