"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1004.1","26.6","98","0.0","0","0.0","0","0.0","0.00"
"02","1003.6","26.2","98","0.0","0","0.0","0","0.0","0.00"
"03","1003.2","25.7","98","0.0","0","0.0","0","0.0","0.00"
"04","1002.7","26.0","99","0.0","0","0.0","0","0.0","0.00"
"05","1002.9","26.0","99","0.0","0","0.0","0","0.0","0.00"
"06","1003.6","26.2","100","0.0","0","0.0","0","0.0","0.00"
"07","1003.7","26.9","99","0.0","0","0.6","7","0.0","0.20"
"08","1004.0","28.2","91","0.0","0","0.6","8","0.0","0.60"
"09","1004.4","29.0","85","0.0","0","1.2","35","0.0","0.50"
"10","1004.3","30.5","77","0.3","289","1.2","264","0.0","1.20"
"11","1004.5","31.9","74","0.7","209","2.4","229","0.0","1.80"
"12","1004.0","31.2","78","0.2","0","1.4","257","0.0","1.00"
"13","1003.2","32.9","74","0.3","198","1.8","80","0.0","2.00"
"14","1002.6","33.1","71","0.3","319","1.5","90","0.0","2.10"
"15","1001.8","33.0","67","0.3","27","2.4","230","0.0","2.00"
"16","1001.3","31.6","78","0.3","160","2.1","135","0.0","1.00"
"17","1001.4","30.2","84","0.3","20","1.7","337","0.0","0.30"
"18","1002.0","29.3","88","0.7","35","2.1","8","0.0","0.10"
"19","1002.7","28.5","92","0.1","0","2.1","98","0.0","0.00"
"20","1003.2","27.7","95","0.0","0","1.3","78","0.0","0.00"
"21","1003.7","26.6","95","0.0","0","0.8","82","0.0","0.00"
"22","1004.1","26.3","93","0.0","0","1.7","357","0.0","0.00"
"23","1004.0","26.0","95","0.0","0","0.6","86","0.0","0.00"
"24","1003.8","26.2","97","0.0","0","0.6","86","0.0","0.00"
