"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1006.9","22.9","96","0.0","0","0.6","23","0.0","0.00"
"02","1007.0","24.1","94","0.2","0","2.1","352","0.0","0.00"
"03","1006.7","24.6","85","0.1","0","2.0","308","0.0","0.00"
"04","1006.7","23.2","91","0.0","0","0.4","6","0.0","0.00"
"05","1007.1","22.2","96","0.0","0","1.2","6","0.0","0.00"
"06","1007.5","22.2","96","0.0","0","0.0","0","0.0","0.00"
"07","1008.6","23.7","92","0.4","240","1.2","281","0.0","0.10"
"08","1009.2","26.8","78","0.7","232","2.7","221","0.0","0.80"
"09","1009.5","29.5","67","0.2","0","1.9","189","0.0","1.80"
"10","1009.4","30.6","66","0.6","68","2.6","151","0.0","2.40"
"11","1008.8","31.0","67","1.5","63","5.1","36","0.0","3.10"
"12","1008.0","30.5","68","1.7","81","5.3","131","0.0","3.40"
"13","1007.6","31.4","66","1.4","54","3.9","78","0.0","3.30"
"14","1006.7","30.7","70","1.4","80","4.5","79","0.0","3.00"
"15","1006.4","29.5","72","1.5","55","5.6","110","0.0","2.30"
"16","1006.6","27.2","84","1.2","78","5.1","102","0.0","0.70"
"17","1007.2","26.6","86","1.1","78","4.3","82","0.0","0.40"
"18","1007.8","26.1","88","0.4","43","3.0","113","0.0","0.00"
"19","1008.3","25.4","88","0.3","33","3.4","284","0.0","0.00"
"20","1008.8","25.0","92","0.0","0","0.8","38","0.0","0.00"
"21","1009.5","24.7","94","0.0","0","0.0","0","0.0","0.00"
"22","1010.0","24.5","95","0.0","0","0.5","33","0.0","0.00"
"23","1010.2","24.2","97","0.0","0","0.1","0","0.0","0.00"
"24","1010.4","24.3","97","0.0","0","0.4","168","0.0","0.00"
