"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1002.7","25.6","97","0.0","0","1.0","216","0.0","0.00"
"02","1002.2","25.3","97","0.0","0","1.2","215","0.0","0.00"
"03","1002.1","25.1","98","0.1","0","1.2","214","0.0","0.00"
"04","1002.0","24.9","98","0.0","0","1.2","239","0.0","0.00"
"05","1002.5","24.7","98","0.3","223","1.6","224","0.0","0.00"
"06","1003.1","25.0","97","0.2","0","1.5","231","0.0","0.00"
"07","1003.6","28.1","86","1.1","225","2.8","213","0.0","0.60"
"08","1003.8","30.5","76","0.8","226","2.9","227","0.0","1.40"
"09","1003.9","32.2","68","0.5","283","3.4","206","0.0","1.90"
"10","1003.4","34.1","61","0.2","0","1.8","40","0.0","2.50"
"11","1003.3","33.6","64","0.9","43","3.9","356","0.0","2.50"
"12","1002.7","34.7","59","1.1","103","3.6","96","0.0","3.70"
"13","1002.2","35.2","62","0.8","86","3.8","84","0.0","3.10"
"14","1002.4","29.5","86","0.9","224","3.5","232","0.0","0.70"
"15","1002.4","27.2","90","0.7","216","3.9","252","0.0","0.60"
"16","1002.6","26.8","95","0.2","0","2.2","276","0.5","0.20"
"17","1002.7","25.6","97","0.1","0","1.6","192","1.0","0.00"
"18","1002.3","25.4","98","0.2","0","1.6","205","0.5","0.00"
"19","1002.7","25.5","99","0.1","0","1.6","213","0.0","0.00"
"20","1002.9","25.2","99","0.2","0","2.6","223","0.0","0.00"
"21","1003.2","25.2","99","0.4","250","2.3","269","0.0","0.00"
"22","1003.5","25.1","99","0.0","0","2.5","281","0.0","0.00"
"23","1003.0","25.0","99","0.0","0","1.2","251","0.0","0.00"
"24","1002.4","24.9","99","0.2","0","2.1","207","0.0","0.00"
