"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1005.1","23.2","99","0.0","0","0.3","294","0.0","0.00"
"02","1004.5","23.1","99","0.0","0","1.2","291","0.0","0.00"
"03","1004.0","23.3","100","0.0","0","0.5","12","0.0","0.00"
"04","1004.2","23.3","99","0.1","0","1.4","250","0.0","0.00"
"05","1004.7","23.1","98","0.0","0","0.6","246","0.0","0.00"
"06","1005.3","23.3","99","0.0","0","0.8","218","0.0","0.00"
"07","1006.0","23.5","99","0.0","0","0.6","237","0.0","0.00"
"08","1006.5","23.7","100","0.0","0","0.0","0","0.0","0.10"
"09","1007.0","23.8","99","0.0","0","0.4","277","0.5","0.10"
"10","1007.1","23.6","99","0.2","0","2.2","352","3.5","0.20"
"11","1007.0","23.9","99","0.4","23","2.4","26","1.5","0.40"
"12","1007.0","23.5","98","0.3","69","2.6","26","0.0","0.10"
"13","1006.9","22.3","99","0.6","57","3.8","73","0.0","0.10"
"14","1006.9","21.6","98","0.1","0","3.1","356","0.5","0.10"
"15","1006.5","22.3","97","0.1","0","2.3","18","0.5","0.30"
"16","1006.1","22.0","97","0.7","47","2.8","27","0.0","0.20"
"17","1006.8","21.2","98","0.0","0","2.4","56","0.0","0.00"
"18","1007.1","21.0","98","0.0","0","1.7","87","0.5","0.00"
"19","1007.7","20.6","98","0.1","0","2.2","80","0.0","0.00"
"20","1008.3","20.6","99","0.0","0","2.1","295","0.0","0.00"
"21","1008.7","20.5","100","0.0","0","0.9","305","0.0","0.00"
"22","1009.0","20.7","100","0.0","0","0.1","0","0.0","0.00"
"23","1009.0","20.8","100","0.0","0","0.9","221","0.0","0.00"
"24","1008.2","20.8","100","0.0","0","1.3","243","0.0","0.00"
