"觀測時間(hour)","測站氣壓(hPa)","氣溫(℃)","相對溼度(%)","風速(m/s)","風向(360degree)","最大瞬間風(m/s)","最大瞬間風風向(360degree)","降水量(mm)","全天空日射量(MJ/㎡)"
"ObsTime","StnPres","Temperature","RH","WS","WD","WSGust","WDGust","Precp","GloblRad"
"01","1010.3","23.7","100","0.1","0","0.8","188","0.0","0.00"
"02","1009.4","23.9","99","0.0","0","1.5","205","0.0","0.00"
"03","1009.3","23.6","100","0.0","0","1.2","86","0.0","0.00"
"04","1009.2","23.2","100","0.0","0","0.3","85","0.0","0.00"
"05","1009.2","23.1","100","0.0","0","0.6","85","0.0","0.00"
"06","1009.9","23.0","100","0.0","0","0.5","98","0.0","0.00"
"07","1010.6","24.0","100","0.2","0","2.4","186","0.0","0.20"
"08","1010.9","27.8","83","0.8","222","2.4","218","0.0","1.00"
"09","1011.0","29.9","74","0.6","73","2.2","196","0.0","1.90"
"10","1011.2","30.4","73","1.7","69","5.2","92","0.0","2.70"
"11","1010.3","29.4","78","2.1","73","6.5","42","0.0","2.80"
"12","1009.8","27.9","81","1.9","63","5.1","62","0.0","1.70"
"13","1009.4","28.3","79","1.3","62","5.4","86","0.0","1.40"
"14","1009.1","26.7","85","1.4","43","6.2","65","0.0","1.10"
"15","1009.3","26.1","85","1.3","49","7.4","74","0.0","0.40"
"16","1009.5","25.2","89","1.3","53","5.3","67","0.0","0.30"
"17","1010.0","24.6","92","0.2","0","3.4","24","0.0","0.00"
"18","1010.2","24.6","90","0.2","0","3.5","70","0.0","0.00"
"19","1010.6","24.0","95","0.1","0","4.3","28","0.0","0.00"
"20","1011.3","24.2","94","0.1","0","2.2","77","0.0","0.00"
"21","1011.5","24.5","91","0.5","60","2.7","309","0.0","0.00"
"22","1011.5","24.6","90","0.0","0","3.0","91","0.0","0.00"
"23","1011.3","24.1","95","0.0","0","1.2","38","0.0","0.00"
"24","1010.8","24.1","93","0.4","232","1.6","221","0.0","0.00"
